;form;lemmi;postag
0;,;[','];['u--------']
1;-δὲ;['δέ'];['c--------']
2;-δ’;['δέ'];['c--------']
3;-τε;['τε'];['c--------']
4;-τ’;['τε'];['c--------']
5;.;['.'];['u--------']
6;";";"[';']";['u--------']
7;E;['E'];['z--------']
8;G?;['G'];['z--------']
9;G?α;['G'];['z--------']
10;G?ερείσω;['G'];['v1sfia---']
11;G?λειτον;['G'];['z--------']
12;G?τοτα;['G'];['z--------']
13;·;['·'];['u--------']
14;Ἀθηναίων;['Ἀθηναῖος'];['a-p---mg-']
15;Δία;['Ζεύς'];['n-s---ma-']
16;Διὸς;['Ζεύς'];['n-s---mg-']
17;Ἰλισὸν;['Ἰλισός'];['n-s---ma-']
18;Κεφάλου;['Κέφαλος'];['n-s---mg-']
19;Λυσίου;['Λύσιος'];['n-s---mg-']
20;Ὀλυμπίασιν;['Ὀλυμπίασι'];['d--------']
21;Ὁμήρῳ;['Ὅμηρος'];['n-s---md-']
22;Περσῶν;['Πέρσης'];['n-p---mg-']
23;Πλάτωνος;['Πλάτων'];['n-s---mg-']
24;Ῥωμαίων;['Ῥωμαῖος'];['a-p---mg-']
25;Σύρῳ;['Σύρος'];['n-s---md-']
26;αG?;['G'];['z--------']
27;ἂν;['ἄν'];['g--------']
28;ᾄσματα;['ᾆσμα'];['n-p---nn-']
29;ἄλλον;['ἄλλος'];['p-s---ma-']
30;ἄλλου;['ἄλλος'];['p-s---mg-']
31;ἄλλους;['ἄλλος'];['p-p---ma-']
32;ἄλλων;['ἄλλος'];['p-p---mg-']
33;ἄλλως;['ἄλλος'];['d--------']
34;ἄλση;['ἄλσος'];['n-p---nn-']
35;ἄμφω;['ἄμφω'];['p-d---mn-']
36;ἄν;['ἄν'];['g--------']
37;ἄνθος;['ἄνθος'];['n-s---na-']
38;ἄξια;['ἄξιος'];['a-p---na-']
39;ἆρά;['ἆρα'];['g--------']
40;ἀβίωτον;['ἀβίωτος'];['a-s---nn-']
41;ἀγαθῷ;['ἀγαθός'];['a-s---nd-']
42;ἀγαθῶν;['ἀγαθός'];['a-p---ng-']
43;ἀγνόει;['ἀγνοέω'];['v2spma---']
44;ἀγνοεῖν;['ἀγνοέω'];['v--pna---']
45;ἀγῶσιν;['ἀγών'];['n-p---md-']
46;ἀδεῶς;['ἀδεής'];['d--------']
47;ἀδικηθεὶς;['ἀδικέω'];['v-sappmn-']
48;ἀδοξίαν;['ἀδοξία'];['n-s---fa-']
49;ἀδοξίας;['ἀδοξία'];['n-s---fg-']
50;ἀδύνατον;['ἀδύνατος'];['a-s---nn-']
51;ἀκόλαστος;['ἀκόλαστος'];['a-s---fn-']
52;ἀκούοντας;['ἀκούω'];['v-pppama-']
53;ἀκράτῳ;['ἄκρατος'];['a-s---nd-']
54;ἀκριβέστερον;['ἀκριβής'];['a-s---nnc']
55;ἀλαζονεύονταί;['ἀλαζονεύομαι'];['v3ppim---']
56;ἀληθῶς;['ἀληθής'];['d--------']
57;ἀλλὰ;['ἀλλά'];['c--------']
58;ἀλλήλων;['ἀλλήλων'];['p-p---mg-']
59;ἀλλ’;['ἀλλά'];['c--------']
60;ἀμείβεσθαι;['ἀμείβω'];['v--pnm---']
61;ἀμείβοντος;['ἀμείβω'];['v-sppamg-']
62;ἀμειβόμενον;['ἀμείβω'];['v-sppmma-']
63;ἀμελήσῃς;['ἀμελέω'];['v2sasa---']
64;ἀμετάγνωστον;['ἀμετάγνωστος'];['a-s---nn-']
65;ἀμορφία;['ἀμορφία'];['n-s---fn-']
66;ἀμφιεννύοι;['ἀμφιέννυμι'];['v3spoa---']
67;ἀμφισβητήσιμον;['ἀμφισβητήσιμος'];['a-s---na-']
68;ἀμφισβητούμενον;['ἀμφισβητέω'];['v-sppmna-']
69;ἀμφισβητουμένων;['ἀμφισβητέω'];['v-pppmng-']
70;ἀνάγκη;['ἀνάγκη'];['n-s---fn-']
71;ἀνάγκην;['ἀνάγκη'];['n-s---fa-']
72;ἀναβαίην;['ἀναβαίνω'];['v1saoa---']
73;ἀναθήματα;['ἀνάθημα'];['n-p---na-']
74;ἀναθρεψαμένων;['ἀνατρέφω'];['v-papmmg-']
75;ἀναίτιος;['ἀναίτιος'];['a-s---mn-']
76;ἀναιδὲς;['ἀναιδής'];['a-s---na-']
77;ἀναιδές;['ἀναιδής'];['a-s---nn-']
78;ἀναιδέστατα;['ἀναιδής'];['a-p---nas']
79;ἀναιδοῦς;['ἀναιδής'];['a-s---mg-']
80;ἀναλώματι;['ἀνάλωμα'];['n-s---nd-']
81;ἀναπεπετάσθαι;['ἀναπετάννυμι'];['v--rnm---']
82;ἀνατέλλοντος;['ἀνατέλλω'];['v-sppamg-']
83;ἀνδρὸς;['ἀνήρ'];['n-s---mg-']
84;ἀνδρός;['ἀνήρ'];['n-s---mg-']
85;ἀνεῖται;['ἀνίημι'];['v3srim---']
86;ἀνήκοον;['ἀνήκοος'];['a-s---ma-']
87;ἀνθεῖν;['ἀνθέω'];['v--pna---']
88;ἀνθρώπων;['ἄνθρωπος'];['n-p---mg-']
89;ἀνθῶν;['ἄνθος'];['n-p---ng-']
90;ἀντιδόσει;['ἀντίδοσις'];['n-s---fd-']
91;ἀντιπέμπειν;['ἀντιπέμπω'];['v--pna---']
92;ἀντιπέμποντα;['ἀντιπέμπω'];['v-sppama-']
93;ἀνύβριστον;['ἀνύβριστος'];['a-s---na-']
94;ἀξιοίη;['ἀξιόω'];['v3spoa---']
95;ἀξιῶ;['ἀξιόω'];['v1spia---']
96;ἀξυνέτου;['ἀσύνετος'];['a-s---mg-']
97;ἀπιστήσαι;['ἀπιστέω'];['v3saoa---']
98;ἀποG?;['G'];['z--------']
99;ἀπὸ;['ἀπό'];['r--------']
100;ἀπόδειξιν;['ἀπόδειξις'];['n-s---fa-']
101;ἀπογραφῇ;['ἀπογραφή'];['n-s---fd-']
102;ἀποδείξει;['ἀποδείκνυμι'];['v3sfia---']
103;ἀποδεικνύειν;['ἀποδείκνυμι'];['v--pna---']
104;ἀποδυόμενος;['ἀποδύω'];['v-sppmmn-']
105;ἀπολαύει;['ἀπολαύω'];['v3spia---']
106;ἀπολύσασθαι;['ἀπολύω'];['v--anm---']
107;ἀποπέμποντι;['ἀποπέμπω'];['v-sppamd-']
108;ἀπορήσει;['ἀπορέω'];['v3sfia---']
109;ἀπορῶ;['ἀπορέω'];['v1spia---']
110;ἀποσοβοῦμεν;['ἀποσοβέω'];['v1ppia---']
111;ἀποστερεῖς;['ἀποστερέω'];['v2spia---']
112;ἀποστεροίη;['ἀποστερέω'];['v3spoa---']
113;ἀποτιμήσει;['ἀποτίμησις'];['n-s---fd-']
114;ἀποτιμήσεις;['ἀποτίμησις'];['n-p---fn-']
115;ἀποτροπῇ;['ἀποτροπή'];['n-s---fd-']
116;ἀποφανοῦμαι;['ἀποφαίνω'];['v1sfim---']
117;ἀπωθούμεθα;['ἀπωθέω'];['v1ppim---']
118;ἀρετῇ;['ἀρετή'];['n-s---fd-']
