;form;lemmi;postag
0;,;[','];['u--------']
1;-δὲ;['δέ'];['c--------']
2;-δ’;['δέ'];['c--------']
3;-τε;['τε'];['c--------']
4;.;['.'];['u--------']
5;";";"[';']";['u--------']
6;E;['E'];['z--------']
7;·;['·'];['u--------']
8;Ὁκόταν;['Ὁπόταν'];['c--------']
9;ᾂν;['ᾄ'];['v-sppann-']
10;ἂν;['ἐάν', 'ἄν'];['c--------', 'g--------']
11;ἄδηλον;['ἄδηλος'];['a-s---nn-']
12;ἄκρα;['ἄκρον'];['n-p---nn-', 'n-p---na-']
13;ἄκρων;['ἄκρον'];['n-p---ng-']
14;ἄλλα;['ἄλλος'];['p-p---na-', 'p-p---nn-']
15;ἄλλη;['ἄλλος'];['p-s---fn-']
16;ἄλλην;['ἄλλος'];['p-s---fa-']
17;ἄλλης;['ἄλλος'];['p-s---fg-']
18;ἄλλοθι;['ἄλλοθι'];['d--------']
19;ἄλλοι;['ἄλλος'];['p-p---mn-']
20;ἄλλου;['ἄλλος'];['p-s---ng-']
21;ἄλλῳ;['ἄλλος'];['p-s---nd-']
22;ἄλλως;['ἄλλος'];['d--------']
23;ἄμεινον;['ἀγαθός'];['a-s---nnc']
24;ἄμφω;['ἄμφω'];['p-d---nn-', 'p-d---na-']
25;ἄναρθρον;['ἄναρθρος'];['a-s---nn-']
26;ἄνδρας;['ἀνήρ'];['n-p---ma-']
27;ἄνευ;['ἄνευ'];['r--------']
28;ἄνθρωπον;['ἄνθρωπος'];['n-s---ma-']
29;ἄνω;['ἄνω'];['d--------']
30;ἄνωθεν;['ἄνωθεν'];['d--------']
31;ἄξιον;['ἄξιος'];['a-s---nn-']
32;ἄπειροι;['ἄπειρος'];['a-p---fn-']
33;ἄρθρων;['ἄρθρον'];['n-p---ng-']
34;ἄρκεῦσα;['ἄρκέω'];['v-sppafn-']
35;ἄρσεν;['ἄρσην'];['a-s---nn-', 'a-s---na-']
36;ἄρσενα;['ἄρσην'];['a-p---nn-']
37;ἄρσενι;['ἄρσην'];['a-s---md-']
38;ἄρσενος;['ἄρσην'];['a-s----g-']
39;ἄρτος;['ἄρτος'];['n-s---mn-']
40;ἄρτῳ;['ἄρτος'];['n-s---md-']
41;ἄτε;['ἆτος'];['a-s---mv-']
42;ἄχρι;['ἄχρι'];['r--------']
43;ἀγαλάκτους;['ἀγάλακτος'];['a-p---fa-']
44;ἀεὶ;['ἀεί'];['d--------']
45;ἀεί;['ἀεί'];['d--------']
46;ἀείρονται;['ἀείρω'];['v3ppim---']
47;ἀθρέον;['ἀθρέω'];['v-sppann-']
48;ἀθροίζεται;['ἀθροίζω'];['v3spim---']
49;ἀκίνδυνος;['ἀκίνδυνος'];['a-s---fn-']
50;ἀκιδνοτέρην;['ἀκιδνός'];['a-s---fac']
51;ἀκούσας;['ἀκούω'];['v-sapamn-']
52;ἀκούσασα;['ἀκούω'];['v-sapafn-']
53;ἀκρόδρυα;['ἀκρόδρυα'];['n-p---nn-']
54;ἀκρότατα;['ἄκρος'];['a-p---nns']
55;ἀλείψειεν;['ἀλείφω'];['v3saoa---']
56;ἀλεκτορίσιν;['ἀλεκτορίς'];['n-p---fd-']
57;ἀληθέα;['ἀληθής'];['a-p---nn-']
58;ἀληθὴς;['ἀληθής'];['a-s---mn-']
59;ἀλλὰ;['ἀλλά'];['c--------']
60;ἀλλήλας;['ἀλλήλων'];['p-p---fa-']
61;ἀλλήλους;['ἀλλήλων'];['p-p---ma-']
62;ἀλλήλων;['ἀλλήλων'];['p-p---mg-', 'p-p---ng-']
63;ἀλλ’;['ἀλλά'];['c--------']
64;ἀμαλδύνει;['ἀμαλδύνω'];['v3spia---']
65;ἀμφὶ;['ἀμφί'];['r--------']
66;ἀμφότερα;['ἀμφότερος'];['a-p---nn-']
67;ἀμφοῖν;['ἄμφω'];['p-d---mg-']
68;ἀμφ’;['ἀμφί'];['r--------']
69;ἀνὰ;['ἀνά'];['r--------']
70;ἀνάγκαι;['ἀνάγκη'];['n-p---fn-']
71;ἀνάγκη;['ἀνάγκη'];['n-s---fn-']
72;ἀνάγκῃ;['ἀνάγκη'];['n-s---fd-']
73;ἀνάγκην;['ἀνάγκη'];['n-s---fa-']
74;ἀνάγκης;['ἀνάγκη'];['n-s---fg-']
75;ἀνάπαλιν;['ἀνάπαλιν'];['d--------']
76;ἀναβήσομαι;['ἀναβαίνω'];['v1sfim---']
77;ἀναγκάζεται;['ἀναγκάζω'];['v3spim---']
78;ἀναλήψομαι;['ἀναλαμβάνω'];['v1sfim---']
79;ἀναμεμίξεται;['ἀναμίσγω'];['v3stim---']
80;ἀναπίῃ;['ἀναφίημι'];['v3spsa---']
81;ἀναπιεῖν;['ἀναφιέω'];['v--pna---']
82;ἀναπνέειν;['ἀναπνέω'];['v--pna---']
83;ἀνατέλλει;['ἀνατέλλω'];['v3spia---']
84;ἀνατείλαντα;['ἀνατέλλω'];['v-papann-']
85;ἀνδράσιν;['ἀνήρ'];['n-p---md-']
86;ἀνδρὶ;['ἀνήρ'];['n-s---md-']
87;ἀνδρὸς;['ἀνήρ'];['n-s---mg-']
88;ἀνέμου;['ἄνεμος'];['n-s---mg-']
89;ἀνέμων;['ἄνεμος'];['n-p---mg-']
90;ἀνὴρ;['ἀνήρ'];['n-s---mn-']
91;ἀνήλωται;['ἀναλίσκω'];['v3srim---']
92;ἀνθρώπου;['ἄνθρωπος'];['n-s---mg-']
93;ἀνθρώπῳ;['ἄνθρωπος'];['n-s---md-']
94;ἀνθρώπων;['ἄνθρωπος'];['n-p---mg-']
95;ἀνθρωπίνῃ;['ἀνθρώπινος'];['a-s---fd-']
96;ἀνταποδίδοσθαι;['ἀνταποδίδωμι'];['v--pnm---']
97;ἀνταποδίδοται;['ἀνταποδίδωμι'];['v3spim---']
98;ἀντέσπα;['ἀντισπάω'];['v3siia---']
99;ἀντέχοντες;['ἀντέχω'];['v-pppamn-']
100;ἀντισπᾷ;['ἀντισπάω'];['v3spia---']
101;ἀντλεόμενον;['ἀντλέω'];['v-sppmnn-']
102;ἀντλεομένου;['ἀντλέω'];['v-sppmng-']
103;ἀνυστὸν;['ἀνυστός'];['a-s---na-']
104;ἀπαυρίσκεται;['ἀπαυρίσκομαι'];['v3spim---']
105;ἀπέλιπον;['ἀπολείπω'];['v1saia---']
106;ἀπέρχεται;['ἀπέρχομαι'];['v3spim---']
107;ἀπέχει;['ἀπέχω'];['v3spia---']
108;ἀπέχον;['ἀπέχω'];['v-sppann-']
109;ἀπεῖχε;['ἀπέχω'];['v3siia---']
110;ἀπειρίην;['ἀπειρία'];['n-s---fa-']
111;ἀπενεχθέντων;['ἀποφέρω'];['v-pappmg-']
112;ἀπεχόντων;['ἀπέχω'];['v-pppang-']
113;ἀπηνέχθη;['ἀποφέρω'];['v3saip---']
114;ἀπιὸν;['ἀπέρχομαι'];['v-sppann-']
115;ἀπὸ;['ἀπό'];['r--------']
116;ἀπό;['ἀπό'];['r--------']
