;form;lemmi;postag
0;,;[','];['u--------']
1;-δὲ;['δέ'];['c--------']
2;.;['.'];['u--------']
3;E;['E'];['z--------']
4;·;['·'];['u--------']
5;Δίκης;['Δίκη'];['n-s---fg-']
6;Κύπρις;['Κύπρις'];['n-s---fn-']
7;ἂν;['ἐάν', 'ἄν'];['c--------', 'g--------']
8;ἄγει;['ἄγω'];['v3spia---']
9;ἄδικον;['ἄδικος'];['a-s---nn-']
10;ἄκαιρος;['ἄκαιρος'];['a-s---mn-']
11;ἄν;['ἐάν'];['c--------']
12;ἄνδρα;['ἀνήρ'];['n-s---ma-']
13;ἄνδρας;['ἀνήρ'];['n-p---ma-']
14;ἄνευ;['ἄνευ'];['r--------']
15;ἄνθρωπον;['ἄνθρωπος'];['n-s---ma-']
16;ἄνθρωπος;['ἄνθρωπος'];['n-s---mn-']
17;ἄνπερ;['ἐάν'];['c--------']
18;ἄξια;['ἄξιος'];['a-p---na-']
19;ἄξιον;['ἄξιος'];['a-s---nn-']
20;ἄξιος;['ἄξιος'];['a-s---mn-']
21;ἄριστόν;['ἀγαθός'];['a-s---nns']
22;ἄρσενες;['ἄρσην'];['a-p---mn-']
23;ἄρχειν;['ἄρχω'];['v--pna---']
24;ἄρχοντ’;['ἄρχω'];['v-sppama-']
25;ἆρ’;['ἆρα'];['g--------']
26;ἀβουλίᾳ;['ἀβουλία'];['n-s---fd-']
27;ἀγαθὰ;['ἀγαθός'];['a-p---nn-']
28;ἀγαθὸν;['ἀγαθός'];['a-s---nn-']
29;ἀγαθῶν;['ἀγαθός'];['a-p---ng-']
30;ἀγριωτέρα;['ἄγριος'];['a-s---fnc']
31;ἀγρυπνίας;['ἀγρυπνία'];['n-s---fg-']
32;ἀδικεῖν;['ἀδικέω'];['v--pna---']
33;ἀδικήσῃς;['ἀδικέω'];['v2sasa---']
34;ἀδικῶν;['ἀδικέω'];['v-sppamn-']
35;ἀδόλεσχος;['ἀδόλεσχος'];['a-s---fn-']
36;ἀεὶ;['ἀεί'];['d--------']
37;ἀεί;['ἀεί'];['d--------']
38;ἀθάνατον;['ἀθάνατος'];['a-s---fa-']
39;ἀθλίως;['ἄθλιος'];['d--------']
40;ἀθλιώτερον;['ἄθλιος'];['a-s---nnc']
41;ἀκολούθει;['ἀκολουθέω'];['v2spma---']
42;ἀκούειν;['ἀκούω'];['v--pna---']
43;ἀκοῦσαι;['ἀκούω'];['v--ana---']
44;ἀλήθειαν;['ἀλήθεια'];['n-s---fa-']
45;ἀληθῶς;['ἀληθής'];['d--------']
46;ἀλλ’;['ἀλλά'];['c--------']
47;ἀλύπως;['ἄλυπος'];['d--------']
48;ἀλυπία;['ἀλυπία'];['n-s---fn-']
49;ἀμαυροῖ;['ἀμαυρόω'];['v3spia---']
50;ἀμελοῦντα;['ἀμελέω'];['v-sppama-']
51;ἀμνημονεῖ;['ἀμνημονέω'];['v3spia---']
52;ἀμύνου;['ἀμύνω'];['v2spmm---']
53;ἀνάγκη;['ἀνάγκη'];['n-s---fn-']
54;ἀναιρεῖται;['ἀναιρέω'];['v3spim---']
55;ἀναμίμνησκ’;['ἀναμιμνῄσκω'];['v2spma---']
56;ἀνατρέπει;['ἀνατρέπω'];['v3spia---']
57;ἀναφαίρετον;['ἀναφαίρετος'];['a-s---nn-']
58;ἀνδράσιν;['ἀνήρ'];['n-p---md-']
59;ἀνδρὶ;['ἀνήρ'];['n-s---md-']
60;ἀνδρὸς;['ἀνήρ'];['n-s---mg-']
61;ἀνδρῶν;['ἀνήρ'];['n-p---mg-']
62;ἀνελεύθεροι;['ἀνελεύθερος'];['a-p---mn-']
63;ἀνεξέταστον;['ἀνεξέταστος'];['a-s---ma-']
64;ἀνὴρ;['ἀνήρ'];['n-s---mn-']
65;ἀνήκοος;['ἀνήκοος'];['a-s---mn-']
66;ἀνθρώποις;['ἄνθρωπος'];['n-p---md-']
67;ἀνθρώποισι;['ἄνθρωπος'];['n-p---md-']
68;ἀνθρώποισιν;['ἄνθρωπος'];['n-p---md-']
69;ἀνταπόδοσις;['ἀνταπόδοσις'];['n-s---fn-']
70;ἀντ’;['ἀντί'];['r--------']
71;ἀπέχῃ;['ἀπέχω'];['v3spsa---']
72;ἀπίστων;['ἄπιστος'];['a-p---mg-']
73;ἀπιστῶν;['ἀπιστέω'];['v-sppamn-']
74;ἀπληστία;['ἀπληστία'];['n-s---fn-']
75;ἀποθανεῖν;['ἀποθνῄσκω'];['v--ana---']
76;ἀπολεῖς;['ἀπόλλυμι'];['v2sfia---']
77;ἀπράγμων;['ἀπράγμων'];['a-s---mn-']
78;ἀργὸν;['ἀργός'];['a-s---nn-']
79;ἀρέσκειν;['ἀρέσκω'];['v--pna---']
80;ἀρετὴ;['ἀρετή'];['n-s---fn-']
81;ἀρετήν;['ἀρετή'];['n-s---fa-']
82;ἀρετῆς;['ἀρετή'];['n-s---fg-']
83;ἀρχῆς;['ἀρχή'];['n-s---fg-']
84;ἀσφαλέστερον;['ἀσφαλής'];['a-s---nnc']
85;ἀσφαλεστέρα;['ἀσφαλής'];['a-s---fnc']
86;ἀσφαλῶς;['ἀσφαλής'];['d--------']
87;ἀφανίζει;['ἀφανίζω'];['v3spia---']
88;ἀφεὶς;['ἀφίημι'];['v-sapamn-']
89;ἀχάριστος;['ἀχάριστος'];['a-s---mn-']
90;ἃ;['ὅς'];['p-p---na-', 'p-p---nn-']
91;ἅπαν;['ἅπας'];['p-s---nn-']
92;ἅπαντα;['ἅπας'];['p-p---nn-']
93;ἅπαντας;['ἅπας'];['p-p---ma-']
94;ἅπαντ’;['ἅπας'];['p-p---na-']
95;ἅπαξ;['ἅπαξ'];['d--------']
96;ἅπασα;['ἅπας'];['p-s---fn-']
97;ἅπασιν;['ἅπας'];['p-p---md-']
98;ἁλίσκεται;['ἁλίσκομαι'];['v3spim---']
99;ἁμαρτάνειν;['ἁμαρτάνω'];['v--pna---']
100;ἁπάντων;['ἅπας'];['p-p---mg-']
101;ἁρμόττειν;['ἁρμόζω'];['v--pna---']
102;αἰεὶ;['ἀεί'];['d--------']
103;αἰεί;['ἀεί'];['d--------']
104;αἰνεῖν;['αἰνέω'];['v--pna---']
105;αἰσχρὸν;['αἰσχρός'];['a-s---na-']
106;αἰτία;['αἰτία'];['n-s---fn-']
107;αἰτίαν;['αἰτία'];['n-s---fa-']
108;αἰὼν;['αἰών'];['n-s---mn-']
109;αἱ;['ὁ'];['l-p---fn-']
110;αἱρετώτερος;['αἱρετός'];['a-s---mnc']
111;αὔξεται;['αὐξάνω'];['v3spim---']
112;αὐτά;['αὐτός'];['p-p---nn-']
113;αὐτὸν;['αὐτός'];['p-s---ma-']
114;αὑτῷ;['ἑαυτοῦ'];['p-s---md-']
115;βάδιζε;['βαδίζω'];['v2spma---']
116;βάσανός;['βάσανος'];['n-s---fn-']
117;βέβαιον;['βέβαιος'];['a-s---nn-']
118;βέβαιος;['βέβαιος'];['a-s---mn-']
