;form;lemmi;postag
0;,;[','];['u--------']
1;.;['.'];['u--------']
2;E;['E'];['z--------']
3;·;['·'];['u--------']
4;ἂν;['ἐάν'];['c--------']
5;ἄκουε;['ἀκούω'];['v2spma---']
6;ἄμεινον;['ἀγαθός'];['a-s---nnc']
7;ἄνδρα;['ἀνήρ'];['n-s---ma-']
8;ἀγαθὰ;['ἀγαθός'];['a-p---na-']
9;ἀδήλους;['ἄδηλος'];['a-p---fa-']
10;ἀεί;['ἀεί'];['d--------']
11;ἀλλὰ;['ἀλλά'];['c--------']
12;ἀλλότρια;['ἀλλότριος'];['a-p---na-']
13;ἀλογίστως;['ἀλόγιστος'];['d--------']
14;ἀνδρὸς;['ἀνήρ'];['n-s---mg-']
15;ἀνὴρ;['ἀνήρ'];['n-s---mn-']
16;ἀνθρώποισιν;['ἄνθρωπος'];['n-p---md-']
17;ἀπῴκισται;['ἀποικίζω'];['v3srim---']
18;ἀργύρῳ;['ἄργυρος'];['n-s---md-']
19;ἀρετῆς;['ἀρετή'];['n-s---fg-']
20;ἀφῃρέθη;['ἀφαιρέω'];['v3saip---']
21;ἃ;['ὅς'];['p-p---na-', 'p-p---nn-']
22;αἰσχρὰ;['αἰσχρός'];['a-p---nn-']
23;αἰσχροῖς;['αἰσχρός'];['a-p---nd-']
24;αἰσχύνου;['αἰσχύνω'];['v2spmm---']
25;αἱ;['ὁ'];['l-p---fn-']
26;βέλτιστε;['ἀγαθός'];['a-s---mvs']
27;βίον;['βίος'];['n-s---ma-']
28;βίος;['βίος'];['n-s---mn-']
29;βίου;['βίος'];['n-s---mg-']
30;βλάβην;['βλάβη'];['n-s---fa-']
31;βλέπειν;['βλέπω'];['v--pna---']
32;βούλου;['βούλομαι'];['v2spmm---']
33;βουλὴ;['βουλή'];['n-s---fn-']
34;βροτοῖς;['βροτός'];['n-p---md-']
35;γὰρ;['γάρ'];['g--------']
36;γαστὴρ;['γαστήρ'];['n-s---fn-']
37;γέλως;['γέλως'];['n-s---mn-']
38;γέροντας;['γέρων'];['n-p---ma-']
39;γῆρας;['γῆρας'];['n-s---nv-']
40;γίνεται;['γίγνομαι'];['v3spim---']
41;γλώσσης;['γλῶσσα'];['n-s---fg-']
42;γνῶθι;['γιγνώσκω'];['v2sama---']
43;γονεῖς;['γονεύς'];['n-p---ma-']
44;γυναῖκας;['γυνή'];['n-p---fa-']
45;γυναῖκες;['γυνή'];['n-p---fn-']
46;γυναικὶ;['γυνή'];['n-s---fd-']
47;δὲ;['δέ'];['c--------']
48;δειναὶ;['δεινός'];['a-p---fn-']
49;δεόμενος;['δέω'];['v-sppmmn-']
50;δίκαιος;['δίκαιος'];['a-s---mn-']
51;δίκας;['δίκη'];['n-p---fa-']
52;δίκτυον;['δίκτυον'];['n-s---na-']
53;διὰ;['διά'];['r--------']
54;διδάσκαλος;['διδάσκαλος'];['n-s---mn-']
55;δοθέν;['δίδωμι'];['v-sappnn-']
56;δοῦλον;['δοῦλος'];['n-s---ma-']
57;δυσκόλων;['δύσκολος'];['a-p---ng-']
58;δ’;['δέ'];['c--------']
59;ἔλεγχε;['ἐλέγχω'];['v2spma---']
60;ἔρως;['ἔρως'];['n-s---mn-']
61;ἔσῃ;['εἰμί'];['v2sfim---']
62;ἔστιν;['εἰμί'];['v3spia---']
63;ἔχε;['ἔχω'];['v2spma---']
64;ἔχει;['ἔχω'];['v3spia---']
65;ἔχειν;['ἔχω'];['v--pna---']
66;ἔχῃς;['ἔχω'];['v2spsa---']
67;ἐκβήσῃ;['ἐκβαίνω'];['v3sasa---']
68;ἐκδέχου;['ἐκδέχομαι'];['v2spmm---']
69;ἐκλέγου;['ἐκλέγω'];['v2spmm---']
70;ἐλευθέροις;['ἐλεύθερος'];['a-p---md-']
71;ἐμπεσεῖν;['ἐμπίπτω'];['v--ana---']
72;ἐν;['ἐν'];['r--------']
73;ἐπ’;['ἐπί'];['r--------']
74;ἐργάζεται;['ἐργάζομαι'];['v3spim---']
75;ἐστι;['εἰμί'];['v3spia---']
76;ἐστὶ;['εἰμί'];['v3spia---']
77;ἐστὶν;['εἰμί'];['v3spia---']
78;ἐστιν;['εἰμί'];['v3spia---']
79;ἕξεις;['ἔχω'];['v2sfia---']
80;εἰ;['εἰ'];['c--------']
81;εἶ;['εἰμί'];['v2spia---']
82;εἰς;['εἰς'];['r--------']
83;εὐκταῖον;['εὐκταῖος'];['a-s---nv-']
84;εὐσεβείας;['εὐσέβεια'];['n-s---fg-']
85;εὐσεβεῖν;['εὐσεβέω'];['v--pna---']
86;εὑρίσκειν;['εὑρίσκω'];['v--pna---']
87;ζῆν;['ζάω'];['v--pna---']
88;ζῆσον;['ζάω'];['v2sama---']
89;ζῶμεν;['ζάω'];['v1ppia---']
90;ἢ;['ἤ'];['c--------']
91;ἤθη;['ἦθος'];['n-p---nn-']
92;ἦθος;['ἦθος'];['n-s---nn-']
93;ἦρξε;['ἄρχω'];['v3saia---']
94;ἡγεμὼν;['ἡγεμών'];['n-s---mn-']
95;ἡδονὴν;['ἡδονή'];['n-s---fa-']
96;ἡδονῆς;['ἡδονή'];['n-s---fg-']
97;θαλάσσης;['θάλασσα'];['n-s---fg-']
98;θανεῖν;['θνῄσκω'];['v--ana---']
99;θεὸν;['θεός'];['n-s---ma-']
100;θεόν;['θεός'];['n-s---ma-']
101;θεοῦ;['θεός'];['n-s---mg-']
102;θνητὰ;['θνητός'];['a-p---na-']
103;θνητὸς;['θνητός'];['a-s---mn-']
104;θυμὸν;['θυμός'];['n-s---ma-']
105;θυμούμενος;['θυμόω'];['v-sppmmn-']
106;θυμοῦ;['θυμός'];['n-s---mg-']
107;ἴσθι;['οἶδα'];['v2srma---']
108;ἴσον;['ἴσος'];['a-s---nn-']
109;ἴσος;['ἴσος'];['a-s---mn-']
110;ἰατρός;['ἰατρός'];['n-s---mn-']
111;ἰδίας;['ἴδιος'];['a-p---fa-']
112;κα-;['καί'];['c--------']
113;κάλλιον;['καλός'];['a-s---nnc']
114;κἂν;['ἐάν'];['c--------']
115;κἀπιθυμίας;['ἐπιθυμία'];['n-s---fg-']
116;καὶ;['καί'];['c--------']
117;καιρὸς;['καιρός'];['n-s---mn-']
118;καιρῷ;['καιρός'];['n-s---md-']
119;κακά;['κακός'];['a-p---na-']
120;κακόν;['κακός'];['a-s---nv-']
121;κακοῦργον;['κακοῦργος'];['a-s---nn-']
122;κακῶς;['κακός'];['d--------']
123;καλὸν;['καλός'];['a-s---ma-']
124;καλόν;['καλός'];['a-s---nn-']
125;καλῶς;['καλός'];['d--------']
126;καρπὸν;['καρπός'];['n-s---ma-']
127;καταφρόνει;['καταφρονέω'];['v2spma---']
128;καὐτὸς;['αὐτός'];['p-s---mn-']
129;κέρδη;['κέρδος'];['n-p---nn-']
130;κεκρυμμένον;['κρύπτω'];['v-srpmna-']
131;κόλαζε;['κολάζω'];['v2spma---']
132;κόσμος;['κόσμος'];['n-s---mn-']
133;κρατεῖν;['κρατέω'];['v--pna---']
134;κρατῆσαι;['κρατέω'];['v--ana---']
135;κρεῖττον;['κρατύς'];['a-s---nac']
136;κρίνεται;['κρίνω'];['v3spim---']
137;κρίνων;['κρίνω'];['v-sppamn-']
138;κτῆμα;['κτῆμα'];['n-s---nn-']
139;λάλει;['λαλέω'];['v2spma---']
140;λαλεῖν;['λαλέω'];['v--pna---']
141;λανθάνει;['λανθάνω'];['v3spia---']
142;λέγε;['λέγω'];['v2spma---']
143;λίαν;['λίαν'];['d--------']
144;λιμὴν;['λιμήν'];['n-s---mn-']
145;λόγος;['λόγος'];['n-s---mn-']
146;λύπης;['λύπη'];['n-s---fg-']
147;μάλιστα;['μάλα'];['d-------s']
148;μάνθανε;['μανθάνω'];['v2spma---']
149;μᾶλλον;['μάλα'];['d-------c']
150;μακρὸν;['μακρός'];['a-s---nn-']
151;μέγα;['μέγας'];['a-s---nn-']
152;μέγας;['μέγας'];['a-s---mn-']
153;μεταπτώσεις;['μετάπτωσις'];['n-p---fa-']
154;μετρήσας;['μετρέω'];['v-sapamn-']
155;μὴ;['μή'];['d--------']
156;μηδέποτε;['μηδέποτε'];['d--------']
157;μηδενὸς;['μηδείς'];['p-s---mg-']
158;μικρόν;['μικρός'];['a-s---nn-']
159;μόνῳ;['μόνος'];['a-s---md-']
160;νέῳ;['νέος'];['a-s---md-']
161;νόμιζε;['νομίζω'];['v2spma---']
162;νοσούσης;['νοσέω'];['v-sppafg-']
163;νοῦς;['νόος'];['n-s---mn-']
164;νῷ;['νόος'];['n-s---md-']
165;ξένοις;['ξένος'];['a-p---md-']
166;ξένους;['ξένος'];['a-p---ma-']
167;ὄλεθρός;['ὄλεθρος'];['n-s---mn-']
168;ὄντας;['εἰμί'];['v-pppama-']
169;ὁ;['ὁ'];['l-s---mn-']
170;ὅστις;['ὅστις'];['p-s---mn-']
171;ὁμιλῶν;['ὁμιλέω'];['v-sppamn-']
172;οἱ;['ὁ'];['l-p---mn-']
173;οὐ;['οὐ'];['d--------']
174;οὐδὲν;['οὐδείς'];['p-s---nn-']
175;οὐδέποτε;['οὐδέποτε'];['d--------']
176;οὐδεὶς;['οὐδείς'];['p-s---mn-']
177;οὐκ;['οὐ'];['d--------']
178;οὐχ;['οὐ'];['d--------']
179;πάντων;['πᾶς'];['p-p---mg-', 'p-p---ng-']
180;πᾶσι;['πᾶς'];['p-p---md-']
181;πᾶσίν;['πᾶς'];['p-p---md-']
182;παθῶν;['πάθος'];['n-p---ng-']
183;παιδεία;['παιδεία'];['n-s---fn-']
184;πανταχοῦ;['πανταχοῦ'];['d--------']
185;παρ’;['παρά'];['r--------']
186;πένεσθαι;['πένομαι'];['v--pnm---']
187;πέφυκε;['φύω'];['v3sria---']
188;πειράζεται;['πειράω'];['v3spim---']
189;πειρῶ;['πειράω'];['v2spmm---']
190;πενίαν;['πενία'];['n-s---fa-']
191;πλούτῳ;['πλοῦτος'];['n-s---md-']
192;πλουτεῖν;['πλουτέω'];['v--pna---']
193;ποίει;['ποιέω'];['v2spma---']
194;ποιοῦ;['ποιέω'];['v2spmm---']
195;ποιῶν;['ποιέω'];['v-sppamn-']
196;πολλοὺς;['πολύς'];['a-p---ma-']
197;πολλῶν;['πολύς'];['a-p---mg-']
198;πολυπραγμονεῖν;['πολυπραγμονέω'];['v--pna---']
199;πονηρὰ;['πονηρός'];['a-p---na-', 'a-s---fn-']
200;πονηρὸν;['πονηρός'];['a-s---ma-']
201;πράγμασιν;['πρᾶγμα'];['n-p---nd-']
202;πράττων;['πράσσω'];['v-sppamn-']
203;πρέπει;['πρέπω'];['v3spia---']
204;πρὸς;['πρός'];['r--------']
205;προθύμως;['πρόθυμος'];['d--------']
206;προσδοκῶντες;['προσδοκάω'];['v-pppamn-']
207;προσήκει;['προσήκω'];['v3spia---']
208;πρῶτον;['πρῶτος'];['a-s---na-']
209;πῦρ;['πῦρ'];['n-s---na-']
210;ῥυπαρὸς;['ῥυπαρός'];['a-s---mn-']
211;σαυτὸν;['σεαυτοῦ'];['p-s---ma-']
212;σεαυτὸν;['σεαυτοῦ'];['p-s---ma-']
213;σεαυτῷ;['σεαυτοῦ'];['p-s---md-']
214;σεμνὰ;['σεμνός'];['a-p---nn-']
215;σεμνοὶ;['σεμνός'];['a-p---mn-']
216;σιγᾶν;['σιγάω'];['v--pna---']
217;σιγὴν;['σιγή'];['n-s---fa-']
218;σιγῆς;['σιγή'];['n-s---fg-']
219;σοφός;['σοφός'];['a-s---mn-']
220;σοφοῖς;['σοφός'];['a-p---md-']
221;σοφοῦ;['σοφός'];['a-s---mg-']
222;σὺ;['σύ'];['p-s---cn-']
223;συμβουλίαν;['συμβουλία'];['n-s---fa-']
224;συμφέρει;['συμφέρω'];['v3spia---']
225;συμφορὰς;['συμφορά'];['n-p---fa-']
226;συμφοράς;['συμφορά'];['n-p---fa-']
227;σώφροσιν;['σώφρων'];['a-p---md-']
228;σωμάτων;['σῶμα'];['n-p---ng-']
229;τὰ;['ὁ'];['l-p---nn-']
230;τὰς;['ὁ'];['l-p---fa-']
231;τέλος;['τέλος'];['n-s---na-']
232;τέχνας;['τέχνη'];['n-p---fa-']
233;τι;['τις'];['p-s---na-']
234;τίμα;['τιμάω'];['v2spma---']
235;τὸ;['ὁ'];['l-s---na-', 'l-s---nn-']
236;τὸν;['ὁ'];['l-s---ma-']
237;τοῖς;['ὁ'];['l-p---md-']
238;τοὺς;['ὁ'];['l-p---ma-']
239;τοῦ;['ὁ'];['l-s---mg-']
240;τοῦτ’;['οὗτος'];['p-s---nn-']
241;τρόποι;['τρόπος'];['n-p---mn-']
242;τρόπος;['τρόπος'];['n-s---mn-']
243;τῷ;['ὁ'];['l-s---md-']
244;τῶν;['ὁ'];['l-p---ng-', 'l-p---mg-']
245;ὕβριν;['ὕβρις'];['n-s---fa-']
246;ὕδωρ;['ὕδωρ'];['n-s---nn-']
247;ὕπουλος;['ὕπουλος'];['a-s---mn-']
248;ὕστερον;['ὕστερον'];['d-------c']
249;ὑπάρχων;['ὑπάρχω'];['v-sppamn-']
250;ὑπὲρ;['ὑπέρ'];['r--------']
251;ὑπερβάλλῃς;['ὑπερβάλλω'];['v2spsa---']
252;φάρμακον;['φάρμακον'];['n-s---nn-']
253;φέρουσαν;['φέρω'];['v-sppafa-']
254;φέρουσι;['φέρω'];['v3ppia---']
255;φεῦγ’;['φεύγω'];['v2spma---']
256;φίλοισι;['φίλος'];['a-p---md-']
257;φίλον;['φίλος'];['a-s---ma-']
258;φίλος;['φίλος'];['a-s---mn-']
259;φίλου;['φίλος'];['a-s---mg-']
260;φίλους;['φίλος'];['a-p---ma-']
261;φίλων;['φίλος'];['a-p---mg-']
262;φιλῶν;['φιλέω'];['v-sppamn-']
263;φρόνει;['φρονέω'];['v2spma---']
264;φρονεῖν;['φρονέω'];['v--pna---']
265;φυλάττου;['φυλάσσω'];['v2spmm---']
266;φῶς;['φάος'];['n-s---nn-']
267;χαίρειν;['χαίρω'];['v--pna---']
268;χαλίνου;['χαλινόω'];['v2spma---']
269;χρὴ;['χρή'];['v3spia---']
270;χρήσιμον;['χρήσιμος'];['a-s---nn-']
271;χρησίμων;['χρήσιμος'];['a-p---ng-']
272;χρηστὸν;['χρηστός'];['a-s---ma-', 'a-s---na-']
273;χρηστὸς;['χρηστός'];['a-s---mn-']
274;χρόνον;['χρόνος'];['n-s---ma-']
275;χρόνῳ;['χρόνος'];['n-s---md-']
276;χρυσία;['χρυσίον'];['n-p---nn-']
277;ψυχῆς;['ψυχή'];['n-s---fg-']
278;ὦ;['ὦ'];['i--------']
279;ὧν;['ὅς'];['p-p---ng-']
280;ὡς;['ὡς'];['c--------']
