;form;lemmi;postag
0;"""";"['""']";['u--------']
1;,;[','];['u--------']
2;-δὲ;['δέ'];['c--------']
3;.;['.'];['u--------']
4;E;['E'];['z--------']
5;·;['·'];['u--------']
6;Ἀριθμοῖς;['Ἀριθμός'];['n-p---md-']
7;Θεὸς;['θεός'];['n-s---mn-']
8;Θεός;['θεός'];['n-s---mn-']
9;Ἰουδαίων;['Ἰουδαῖος'];['a-p---mg-']
10;Κύριος;['κύριος'];['n-s---mn-']
11;Μωϋσέως;['Μωϋσῆς'];['n-s---mg-']
12;Μωϋσῆν;['Μωϋσῆς'];['n-s---ma-']
13;Νόμον;['Νόμος'];['n-s---ma-']
14;ἄλλο;['ἄλλος'];['p-s---na-', 'p-s---nn-']
15;ἄνω;['ἄνω'];['d--------']
16;ἀγαθῶν;['ἀγαθός'];['a-p---ng-']
17;ἀλήθειαν;['ἀλήθεια'];['n-s---fa-']
18;ἀλλὰ;['ἀλλά'];['c--------']
19;ἀλλ’;['ἀλλά'];['c--------']
20;ἀναμεμιγμένον;['ἀναμείγνυμι'];['v-srpmna-']
21;ἀνατυποῦσα;['ἀνατυπόω'];['v-sppafn-']
22;ἀνθρώπου;['ἄνθρωπος'];['n-s---mg-']
23;ἀπαλλαγῶσι;['ἀπαλλάσσω'];['v3pasp---']
24;ἀπείραστος;['ἀπείραστος'];['a-s---mn-']
25;ἀπὸ;['ἀπό'];['r--------']
26;ἀποστῆναι;['ἀφίστημι'];['v--ana---']
27;ἀπουσίας;['ἀπουσία'];['n-s---fg-']
28;ἀρχιερέα;['ἀρχιερεύς'];['n-s---ma-']
29;ἀσεβείας;['ἀσέβεια'];['n-s---fg-']
30;ἀσπίδα;['ἀσπίς'];['n-s---fa-']
31;αὐτὸν;['αὐτός'];['p-s---ma-']
32;αὐτοῖς;['αὐτός'];['p-p---md-']
33;αὐτῷ;['αὐτός'];['p-s---md-']
34;βάθει;['βάθος'];['n-s---nd-']
35;βουλὴ;['βουλή'];['n-s---fn-']
36;γὰρ;['γάρ'];['g--------']
37;γάρ;['γάρ'];['g--------']
38;γῇ;['γῆ'];['n-s---fd-']
39;γῆς;['γῆ'];['n-s---fg-']
40;γυναιξὶ;['γυνή'];['n-p---fd-']
41;δὲ;['δέ'];['c--------']
42;δέ;['δέ'];['c--------']
43;δήλωσιν;['δήλωσις'];['n-s---fa-']
44;διὰ;['διά'];['r--------']
45;δικαιώματα;['δικαίωμα'];['n-p---na-']
46;δόκιμον;['δόκιμος'];['a-s---na-']
47;δοῦναι;['δίδωμι'];['v--ana---']
48;δουλεύων;['δουλεύω'];['v-sppamn-']
49;δυνατῶς;['δυνατός'];['d--------']
50;ἔθετο;['τίθημι'];['v3saim---']
51;ἔθη;['ἔθος'];['n-p---na-']
52;ἔμπροσθεν;['ἔμπροσθεν'];['r--------']
53;ἔχων;['ἔχω'];['v-sppamn-']
54;ἐὰν;['ἐάν'];['c--------']
55;ἐκεῖ;['ἐκεῖ'];['d--------']
56;ἐλάλησε;['λαλέω'];['v3saia---']
57;ἐλέγξῃ;['ἐλέγχω'];['v3sasa---']
58;ἐν;['ἐν'];['r--------']
59;ἐναντία;['ἐναντίος'];['a-s---fn-']
60;ἐξ;['ἐκ'];['r--------']
61;ἐπείραζε;['πειράω'];['v3siia---']
62;ἐπειδὴ;['ἐπειδή'];['c--------']
63;ἐπιμέλειαν;['ἐπιμέλεια'];['n-s---fa-']
64;ἐπιμιξίᾳ;['ἐπιμιξία'];['n-s---fd-']
65;ἐπ’;['ἐπί'];['r--------']
66;ἐστι;['εἰμί'];['v3spia---']
67;ἐστιν;['εἰμί'];['v3spia---']
68;ἕτερον;['ἕτερος'];['p-s---nn-']
69;εἴδωλα;['εἴδωλον'];['n-p---na-']
70;εἴδωλον;['εἴδωλον'];['n-s---nn-', 'n-s---na-']
71;εὑρήσεις;['εὑρίσκω'];['v2sfia---']
72;ζῶον;['ζῷον'];['n-s---na-']
73;ζωγραφίας;['ζωγραφία'];['n-s---fg-']
74;ἢ;['ἤ'];['c--------']
75;ἡμέραις;['ἡμέρα'];['n-p---fd-']
76;θηρίου;['θηρίον'];['n-s---ng-']
77;ἰχθύος;['ἰχθῦς'];['n-s---mg-']
78;ἵνα;['ἵνα'];['c--------']
79;ἵππου;['ἵππος'];['n-s---mg-']
80;κάτω;['κάτω'];['d--------']
81;καθάπερ;['καθά'];['c--------']
82;καθυποκρινόμενος;['καθυποκρίνομαι'];['v-sppmmn-']
83;καὶ;['καί'];['c--------']
84;καίτοι;['καίτοι'];['g--------']
85;κακίας;['κακία'];['n-s---fg-']
86;κακῶν;['κακός'];['a-p---ng-']
87;καρδίας;['καρδία'];['n-s---fg-']
88;κατεῖχε;['κατέχω'];['v3siia---']
89;κεκρυμμένον;['κρύπτω'];['v-srpmna-']
90;κρίσεις;['κρίσις'];['n-p---fa-']
91;κρίσεων;['κρίσις'];['n-p---fg-']
92;λατρεύει;['λατρεύω'];['v3spia---']
93;λατρεύειν;['λατρεύω'];['v--pna---']
94;λατρεύσεις;['λατρεύω'];['v2sfia---']
95;λογικὸν;['λογικός'];['a-s---na-']
96;μὲν;['μέν'];['g--------']
97;μὴ;['μή'];['d--------']
98;μήπου;['μήπου'];['d--------']
99;μόνον;['μόνος'];['d--------']
100;νόμον;['νόμος'];['n-s---ma-']
101;ὄπισθεν;['ὄπισθεν'];['d--------']
102;ὁ;['ὁ'];['l-s---mn-']
103;ὅλαις;['ὅλος'];['a-p---fd-']
104;ὅλης;['ὅλος'];['a-s---fg-']
105;ὅσα;['ὅσος'];['p-p---na-', 'p-p---nn-']
106;ὁμοίωμα;['ὁμοίωμα'];['n-s---nn-']
107;οἷον;['οἷος'];['p-s---na-']
108;οὐ;['οὐ'];['d--------']
109;οὐρανῷ;['οὐρανός'];['n-s---md-']
110;οὐχ;['οὐ'];['d--------']
111;πάνσοφος;['πάνσοφος'];['a-s---mn-']
112;πειράζει;['πειράω'];['v3spia---']
113;περιφέρειν;['περιφέρω'];['v--pna---']
114;πνευμάτων;['πνεῦμα'];['n-p---ng-']
115;ποιεῖ;['ποιέω'];['v3spia---']
116;ποιήσειεν;['ποιέω'];['v3saoa---']
117;ποιήσεις;['ποιέω'];['v2sfia---']
118;ποιῇς;['ποιέω'];['v2spsa---']
119;ποιῶν;['ποιέω'];['v-sppamn-']
120;πονηρίας;['πονηρία'];['n-s---fg-']
121;πρὸς;['πρός'];['r--------']
122;προσήκει;['προσήκω'];['v3spia---']
123;προσκυνεῖ;['προσκυνέω'];['v3spia---']
124;προσκυνεῖν;['προσκυνέω'];['v--pna---']
125;προσκυνήσεις;['προσκυνέω'];['v2sfia---']
126;προσκυνοῦντας;['προσκυνέω'];['v-pppama-']
127;προφυλακτικὴν;['προφυλακτικός'];['a-s---fa-']
128;πρωτοτύπως;['πρωτότυπος'];['d--------']
129;σεαυτῷ;['σεαυτοῦ'];['p-s---md-']
130;συνταράξῃ;['συνταράσσω'];['v3sasa---']
131;τὰ;['ὁ'];['l-p---na-']
132;τεσσαράκοντα;['τεσσαράκοντα'];['m--------']
133;τετραπόδου;['τετραπόδης'];['n-s---mg-']
134;τεχνουργίας;['τεχνουργία'];['n-s---fg-']
135;τὴν;['ὁ'];['l-s---fa-']
136;τῇ;['ὁ'];['l-s---fd-']
137;τῆς;['ὁ'];['l-s---fg-']
138;τι;['τις'];['p-s---na-']
139;τις;['τις'];['p-s---cn-']
140;τὸ;['ὁ'];['l-s---na-']
141;τὸν;['ὁ'];['l-s---ma-']
142;τοῖς;['ὁ'];['l-p---md-', 'l-p---nd-']
143;τοιούτους;['τοιοῦτος'];['p-p---ma-']
144;τούτοις;['οὗτος'];['p-p---md-']
145;τοῦτο;['οὗτος'];['p-s---na-']
146;τρισὶν;['τρεῖς'];['m-p---fd-']
147;τρώσειεν;['τιτρώσκω'];['v3saoa---']
148;τύχωσιν;['τυγχάνω'];['v3pasa---']
149;τῷ;['ὁ'];['l-s---nd-', 'l-s---md-']
150;τῶν;['ὁ'];['l-p---ng-', 'l-p---mg-', 'l-p---fg-']
151;ὕδασιν;['ὕδωρ'];['n-p---nd-']
152;ὑπακούσωσιν;['ὑπακούω'];['v3pasa---']
153;ὑπαρχόντων;['ὑπάρχω'];['v-pppang-']
154;ὑποκάτω;['ὑποκάτω'];['r--------']
155;χαριζομένους;['χαρίζω'];['v-pppmma-']
156;χρόνος;['χρόνος'];['n-s---mn-']
157;ψυχὴ;['ψυχή'];['n-s---fn-']
158;ψυχῆς;['ψυχή'];['n-s---fg-']
159;ὠφελείᾳ;['ὠφέλεια'];['n-s---fd-']
