;form;lemmi;postag
0;"""";"['""']";['u--------']
1;(;['('];['u--------']
2;);[')'];['u--------']
3;,;[','];['u--------']
4;-δὲ;['δέ'];['c--------']
5;-δ’;['δέ'];['c--------']
6;-τε;['τε'];['c--------']
7;-τ’;['τε'];['c--------']
8;.;['.'];['u--------']
9;";";"[';']";['u--------']
10;E;['E'];['z--------']
11;G?;['G'];['z--------']
12;·;['·'];['u--------']
13;Ἄδραστον;['Ἄδραστος'];['n-s---ma-']
14;Ἄκανθον;['Ἄκανθος'];['n-s---fa-']
15;Ἄκαστον;['Ἄκαστος'];['n-s---ma-']
16;Ἄνδριοι;['Ἄνδριος'];['a-p---mn-']
17;Ἄνδριος;['Ἄνδριος'];['a-s---mn-']
18;Ἄνθην;['Ἄνθη'];['n-s---fa-']
19;Ἄνθον;['Ἄνθος'];['n-s---ma-']
20;Ἄνθος;['Ἄνθος'];['n-s---mn-']
21;Ἄργει;['Ἄργος'];['n-s---nd-']
22;Ἄργους;['Ἄργος'];['n-s---ng-']
23;Ἄρσηλις;['Ἄρσηλις'];['n-s---mn-']
24;Ἀβρώτην;['Ἀβρώτη'];['n-s---fa-']
25;Ἀγαμέμνων;['Ἀγαμέμνων'];['n-s---mn-']
26;Ἀγήνορος;['Ἀγήνωρ'];['n-s---mg-']
27;Ἀγήνωρ;['Ἀγήνωρ'];['n-s---mn-']
28;Ἀγριωνίοις;['Ἀγριώνιος'];['n-p---md-']
29;Ἀθήνας;['Ἀθῆναι'];['n-p---fa-']
30;Ἀθηνᾶς;['Ἀθήνη'];['n-s---fg-']
31;Ἀθηναίων;['Ἀθηναῖος'];['a-p---mg-']
32;Ἀθηναῖοι;['Ἀθηναῖος'];['a-p---mn-']
33;Ἀκέστορα;['Ἀκέστωρ'];['n-s---ma-']
34;Ἀκίδουσαν;['Ἀκίδουσα'];['n-s---fa-']
35;Ἀλαλκομένειον;['Ἀλαλκομένειον'];['n-s---na-']
36;Ἀλαλκομεναὶ;['Ἀλαλκομεναί'];['n-p---fn-']
37;Ἀλεξανδρεὺς;['Ἀλεξανδρεύς'];['n-s---mn-']
38;Ἀλεξίδας;['Ἀλεξίδη'];['n-s---fg-']
39;Ἀλκαθόην;['Ἀλκαθόη'];['n-s---fa-']
40;Ἀλφειοῦ;['Ἀλφειός'];['n-s---mg-']
41;Ἀλφειῷ;['Ἀλφειός'];['n-s---md-']
42;Ἀμαζόνες;['Ἀμαζών'];['n-p---fn-']
43;Ἀμελοῦς;['Ἀμελοῖ'];['n-p---ma-']
44;Ἀμφιαράου;['Ἀμφιάραος'];['n-s---mg-']
45;Ἀμφικτύονες;['Ἀμφικτύονες'];['n-p---mn-']
46;Ἀμφικτύονος;['Ἀμφικτύων'];['n-s---mg-']
47;Ἀμφισσεύς;['Ἀμφισσεύς'];['n-s---mn-']
48;Ἀναξανδρίδης;['Ἀναξανδρίδης'];['n-s---mn-']
49;Ἀνδρίοις;['Ἄνδριος'];['n-p---md-']
50;Ἀνδρίων;['Ἄνδριος'];['n-p---mg-']
51;Ἀνθηδόνα;['Ἀνθηδών'];['n-s---fa-', 'n-s---ma-']
52;Ἀνθηδονία;['Ἀνθηδονία'];['n-s---fn-']
53;Ἀνθηδονίαν;['Ἀνθηδονία'];['n-s---fa-']
54;Ἀνθηδών;['Ἀνθηδών'];['n-s---mn-']
55;Ἀνταγόρᾳ;['Ἀνταγόρας'];['n-s---md-']
56;Ἀνταγόρας;['Ἀνταγόρας'];['n-s---mn-']
57;Ἀντίκλειαν;['Ἀντίκλεια'];['n-s---fa-']
58;Ἀντιμαχείᾳ;['Ἀντιμαχεία'];['n-s---fd-']
59;Ἀπίας;['Ἀπίη'];['n-s---fg-']
60;Ἀπόλλωνι;['Ἀπόλλων'];['n-s---md-']
61;Ἀπόλλωνος;['Ἀπόλλων'];['n-s---mg-']
62;Ἀπολλόδωρος;['Ἀπολλόδωρος'];['n-s---mn-']
63;Ἀραίνου;['Ἀράϊνος'];['n-s---mg-']
64;Ἀραούαν;['αραvα'];['n-s---fa-']
65;Ἀραοῦ;['Ἀραός'];['n-s---fg-']
66;Ἀργείοις;['Ἀργεῖος'];['a-p---md-']
67;Ἀργείων;['Ἀργεῖος'];['a-p---mg-']
68;Ἀργεῖοι;['Ἀργεῖος'];['a-p---mn-']
69;Ἀρέσαντος;['Ἄρεσαν'];['n-s---ng-']
70;Ἀριστάρχειον;['Ἀριστάρχειος'];['a-s---nn-']
71;Ἀριστοτέλης;['Ἀριστοτέλης'];['n-s---mn-']
72;Ἀρκάδα;['Ἀρκάς'];['n-s---ma-']
73;Ἀρκάδας;['Ἀρκάς'];['n-p---ma-']
74;Ἀρκάδες;['Ἀρκάς'];['n-p---mn-']
75;Ἀρκάδων;['Ἀρκάς'];['n-p---mg-']
76;Ἀρκάσι;['Ἀρκάς'];['n-p---md-']
77;Ἀρκαδικοῖς;['Ἀρκαδικός'];['a-p---md-']
78;Ἀρσινόην;['Ἀρσινόη'];['n-s---fa-']
79;Ἀρτέμιδος;['Ἄρτεμις'];['n-s---fg-']
80;Ἀρχίτιμος;['Ἀρχίτιμος'];['n-s---mn-']
81;Ἀρχύτας;['Ἀρχύτας'];['n-s---mn-']
82;Ἀφροδίσια;['Ἀφροδίσιος'];['a-p---na-']
83;Ἀφροδίτην;['Ἀφροδίτη'];['n-s---fa-']
84;Ἀχαιοῖς;['Ἀχαιός'];['a-p---md-']
85;Ἀχαιῶν;['Ἀχαιός'];['a-p---mg-']
86;Ἀχίλλειον;['Ἀχίλλειος'];['a-s---nn-']
87;Ἀχιλλέως;['Ἀχιλλεύς'];['n-s---mg-']
88;Ἀχιλλεῖ;['Ἀχιλλεύς'];['n-s---md-']
89;Ἀχιλλεὺς;['Ἀχιλλεύς'];['n-s---mn-']
90;Αἴθικας;['Αἴθιξ'];['n-p---ma-']
91;Αἴνου;['Αἶνος'];['n-s---mg-']
92;Αἴξ;['Αἴξ'];['n-s---mn-']
93;Αἶκλος;['Αἶκλος'];['n-s---mn-']
94;Αἰγείροις;['Αἴγειροι'];['n-p---md-']
95;Αἰγίνῃ;['Αἰγίνη'];['n-s---fd-']
96;Αἰγινητῶν;['Αἰγινήτης'];['n-p---mg-']
97;Αἰθακίαν;['Αἰθακία'];['n-s---fa-']
98;Αἰνιάνων;['Αἰνιάν'];['n-p---mg-']
99;Αἰνιᾶνες;['Αἰνιάν'];['n-p---mn-']
100;Αἰνιᾶσι;['Αἰνιάν'];['n-p---md-']
101;Αἰολέων;['Αἰολεύς'];['n-p---mg-']
102;Αἰολεῖς;['Αἰολεύς'];['n-p---mn-']
103;Αἰσχύλος;['Αἰσχύλος'];['n-s---mn-']
104;Αὕτα;['Αὕτα'];['n-s---cn-']
105;Βαλλαχράδας;['Βαλλαχράδας'];['n-p---ma-']
106;Βερονίκην;['Βερονίκη'];['n-s---fa-']
107;Βίας;['Βίας'];['n-s---mn-']
108;Βίλιππον;['Βίλιππος'];['n-s---ma-']
109;Βιθυνοὺς;['Βιθυνός'];['n-p---ma-']
110;Βοιωτίᾳ;['Βοιωτία'];['n-s---fd-']
111;Βοιωτίαν;['Βοιωτία'];['n-s---fa-']
112;Βοιωτίας;['Βοιωτία'];['n-s---fg-']
113;Βοιωτοῖς;['Βοιωτός'];['n-p---md-']
114;Βοττιαίων;['Βοττιαῖος'];['a-p---mg-']
115;Βουκόλον;['Βουκόλος'];['n-s---ma-']
116;Βουκολιδῶν;['Βουκολίδης'];['n-p---mg-']
117;Βραύρωνος;['Βραύρων'];['n-s---fg-']
118;Βυζαντίοις;['Βυζάντιος'];['a-p---md-']
119;Γλαυκία;['Γλαυκίας'];['n-d---mn-']
120;Γλαυκίαν;['Γλαυκίας'];['n-s---ma-']
121;Γύγῃ;['Γύγης'];['n-s---md-']
122;Γύγης;['Γύγης'];['n-s---mn-']
123;Δαμασήνορα;['Δαμασήνωρ'];['n-s---ma-']
124;Δελφὸν;['Δελφός'];['n-s---ma-']
125;Δελφοὶ;['Δελφοί'];['n-p---mn-']
126;Δελφοί;['Δελφοί'];['n-p---mn-']
127;Δελφοῖς;['Δελφοί'];['n-p---md-']
128;Δελφοὺς;['Δελφοί'];['n-p---ma-']
129;Δεξικρέοντος;['Δεξικρέων'];['n-s---mg-']
130;Δεξικρέων;['Δεξικρέων'];['n-s---mn-']
131;Δευκαλίωνος;['Δευκαλίων'];['n-s---mg-']
132;Δηίμαχον;['Δηΐμαχος'];['n-s---ma-']
133;Δηίμαχος;['Δηΐμαχος'];['n-s---mn-']
134;Δημοτέλους;['δεμοτελες'];['n-s---mg-']
135;Δία;['Ζεύς'];['n-s---ma-']
136;Δίνων;['Δίνων'];['n-s---mn-']
137;Διὶ;['Ζεύς'];['n-s---md-']
138;Διὸς;['Ζεύς'];['n-s---mg-']
139;Διόνυσε;['Διόνυσος'];['n-s---mv-']
140;Διόνυσον;['Διόνυσος'];['n-s---ma-']
141;Διοκλῆς;['Διοκλῆς'];['n-s---mn-']
142;Διομήδους;['Διομήδης'];['n-s---mg-']
143;Διονύσου;['Διόνυσος'];['n-s---mg-']
144;Δράκοντος;['Δράκων'];['n-s---mg-']
145;Δώτιον;['Δώτιον'];['n-s---na-']
146;Ἔφιππον;['Ἔφιππος'];['n-s---ma-']
147;Ἔχεμον;['Ἔχεμος'];['n-s---ma-']
148;Ἐλέωνα;['Ἐλέων'];['n-s---ma-']
149;Ἐλέωνι;['Ἐλέων'];['n-s---md-']
150;Ἐλέωνος;['Ἐλέων'];['n-s---mg-']
151;Ἐλευθερὰς;['Ἐλευθεραί'];['n-p---fa-']
152;Ἐλευθεράς;['Ἐλευθεραί'];['n-p---fa-']
153;Ἐλευθὴρ;['Ἐλευθήρ'];['n-s---mn-']
154;Ἐλεφήνορι;['Ἐλεφήνωρ'];['n-s---md-']
155;Ἐλιέα;['Ἐλιεύς'];['n-s---ma-']
156;Ἐλιέως;['Ἐλιεύς'];['n-s---mg-']
157;Ἐλιεὺς;['Ἐλιεύς'];['n-s---mn-']
158;Ἐπιδάμνιοι;['Ἐπιδάμνιος'];['a-p---mn-']
159;Ἐπιδαμνίοις;['Ἐπιδάμνιος'];['a-p---md-']
160;Ἐπιδαύρῳ;['Ἐπίδαυρος'];['n-s---md-']
161;Ἐργίαιος;['Ἐργίαιος'];['n-s---mn-']
162;Ἐρετριέων;['Ἐρετριεύς'];['n-p---mg-']
163;Ἐρετριεῖς;['Ἐρετριεύς'];['n-p---mn-']
164;Ἐρυθραίοις;['Ἐρυθραῖος'];['a-p---md-']
165;Ἐρυθραῖοι;['Ἐρυθραῖος'];['a-p---mn-']
166;Ἐφεσίων;['Ἐφέσιος'];['a-p---mg-']
167;Ἐφίππου;['Ἔφιππος'];['n-s---mg-']
168;Ἕλληνες;['Ἕλλην'];['n-p---mn-']
169;Ἕλλησιν;['Ἕλλην'];['n-p---md-']
170;Ἑλλήνων;['Ἕλλην'];['n-p---mg-']
171;Ἑρμῇ;['Ἑρμῆς'];['n-s---md-']
172;Ἑρμῆν;['Ἑρμῆς'];['n-s---ma-']
173;Εἰρήνην;['Εἰρήνη'];['n-s---fa-']
174;Εἰρήνης;['Εἰρήνη'];['n-s---fg-']
175;Εὔβοιαν;['Εὔβοια'];['n-s---fa-']
176;Εὔμαιον;['Εὔμαιος'];['n-s---ma-']
177;Εὔνοστον;['Εὔνοστος'];['n-s---ma-']
178;Εὔνοστος;['Εὔνοστος'];['n-s---mn-']
179;Εὔριπον;['Εὔριπος'];['n-s---ma-']
180;Εὐμαίου;['Εὔμαιος'];['n-s---mg-']
181;Εὐνόστας;['Εὐνόστα'];['n-s---fg-']
182;Εὐνόστου;['Εὔνοστος'];['n-s---mg-']
183;Ζακύνθου;['Ζάκυνθος'];['n-s---fg-']
184;Ζειποίτου;['Ζείποιτος'];['n-s---mg-']
185;Ζωίλος;['Ζωΐλος'];['n-s---mn-']
186;Ἤλιδι;['Ἦλις'];['n-s---fd-']
187;Ἠλείοις;['Ἠλεῖος'];['a-p---md-']
188;Ἠλείους;['Ἠλεῖος'];['a-p---ma-']
189;Ἠλείων;['Ἠλεῖος'];['a-p---mg-']
190;Ἠλεῖοι;['Ἠλεῖος'];['a-p---mn-']
191;Ἠλεῖον;['Ἠλεῖος'];['a-s---ma-']
192;Ἡερακλέα;['Ἡερακλῆς'];['n-s---ma-']
193;Ἡραεῖς;['Ἡραεύς'];['n-p---mn-']
194;Ἡρακλέους;['Ἡρακλῆς'];['n-s---mg-']
195;Ἡρακλεῖ;['Ἡρακλῆς'];['n-s---md-']
196;Ἡρακλῆς;['Ἡρακλῆς'];['n-s---mn-']
197;Ἡρωίδα;['Ἡρωΐς'];['n-s---fa-']
198;Ἡρωίδος;['Ἡρωΐς'];['n-s---fg-']
199;Θέτιν;['Θέτις'];['n-s---fa-']
200;Θεαγένη;['Θεαγένης'];['n-s---ma-']
201;Θεόφραστος;['Θεόφραστος'];['n-s---mn-']
202;Θήβας;['Θῆβαι'];['n-p---fa-']
203;Θόαντα;['Θόας'];['n-s---ma-']
204;Θρᾴκην;['Θρᾴκη'];['n-s---fa-']
205;Θρᾴκης;['Θρᾴκη'];['n-s---fg-']
206;Θρᾷτταν;['Θρᾷσσα'];['n-s---fa-']
207;Θρᾳκῶν;['Θρᾷξ'];['a-p---mg-']
208;Θυιάδες;['Θυιάς'];['n-p---fn-']
209;Θυιάδων;['Θυιάς'];['n-p---fg-']
210;Ἴμβρον;['Ἴμβρος'];['n-s---fa-']
211;Ἴναχον;['Ἴναχος'];['n-s---ma-']
212;Ἴστρος;['Ἴστρος'];['n-s---mn-']
213;Ἰαπυγίᾳ;['Ἰαπυγία'];['n-s---fd-']
214;Ἰθάκῃ;['Ἰθάκη'];['n-s---fd-']
215;Ἰθάκης;['Ἰθάκη'];['n-s---fg-']
216;Ἰθακήσιος;['Ἰθακήσιος'];['a-s---mn-']
217;Ἰθακησίαν;['Ἰθακήσιος'];['a-s---fa-']
218;Ἰθακησίοις;['Ἰθακήσιος'];['a-p---md-']
219;Ἰθακησίους;['Ἰθακήσιος'];['a-p---ma-']
220;Ἰθακησίων;['Ἰθακήσιος'];['a-p---mg-']
221;Ἰλλυριοῖς;['Ἰλλυριοί'];['n-p---md-']
222;Ἰνάχου;['Ἴναχος'];['n-s---mg-']
223;Ἰναχιέων;['Ἰναχιεύς'];['n-p---mg-']
224;Ἰναχιεῖς;['Ἰναχιεύς'];['n-p---ma-']
225;Ἰταλίαν;['Ἰταλία'];['n-s---fa-']
226;Ἵππασον;['Ἵππασος'];['n-s---ma-']
227;Ἱππάλκμου;['Ἵππαλκμος'];['n-s---mg-']
228;Ἱππολύτην;['Ἱππολύτη'];['n-s---fa-']
229;Κάστορα;['Κάστωρ'];['n-s---ma-']
230;Καβύης;['Καβύη'];['n-s---fg-']
231;Καλαύρειαν;['Καλαύρεια'];['n-s---fa-']
232;Καλλιγένειαν;['Καλλιγενεία'];['n-s---fa-']
233;Καλλισθένης;['Καλλισθένης'];['n-s---mn-']
234;Κανδαύλην;['Κανδαύλης'];['n-s---ma-']
235;Κανδαύλης;['Κανδαύλης'];['n-s---mn-']
236;Κανθαρίωνα;['Κανθαρίων'];['n-s---ma-']
237;Καρίᾳ;['Καρία'];['n-s---fd-']
238;Καρίαν;['Καρία'];['n-s---fa-']
239;Κασσιοπαίαν;['Κασσιοπαία'];['n-s---fa-']
240;Κέρκαφος;['Κέρκαφος'];['n-s---mn-']
241;Κέρκυραν;['Κέρκυρα'];['n-s---fa-']
242;Κεφαλληνίας;['Κεφαλληνία'];['n-s---fg-']
243;Κηφισοῦ;['Κηφισσός'];['n-s---mg-']
244;Κίρραν;['Κίρρα'];['n-s---fa-']
245;Κίρρῃ;['Κίρρα'];['n-s---fd-']
246;Κιρραῖον;['Κιρραῖος'];['a-s---na-']
247;Κλείδαμος;['Κλείδαμος'];['n-s---mn-']
248;Κνίδῳ;['Κνίδος'];['n-s---md-']
249;Κνωσσίοις;['Κνώσσιος'];['n-p---md-']
250;Κόθος;['Κόθος'];['n-s---mn-']
251;Κόθῳ;['Κόθος'];['n-s---md-']
252;Κολιάδαι;['Κολιάδης'];['n-s---md-']
253;Κολιαδῶν;['Κολιάδης'];['n-p---mg-']
254;Κολωνοῦ;['Κολωνός'];['n-s---mg-']
255;Κολωνῷ;['Κολωνός'];['n-s---md-']
256;Κορίνθου;['Κόρινθος'];['n-s---fg-']
257;Κορινθίων;['Κορίνθιος'];['a-p---mg-']
258;Κρήτην;['Κρήτη'];['n-s---fa-']
259;Κρῆτάς;['Κρής'];['n-p---ma-']
260;Κρῆτες;['Κρής'];['n-p---mn-']
261;Κρησὶ;['Κρής'];['n-p---md-']
262;Κύπρον;['Κύπρος'];['n-s---fa-']
263;Κυδίππην;['Κυδίππη'];['n-s---fa-']
264;Κυμαίοις;['Κυμαῖος'];['a-p---md-']
265;Κυνοσουρεῖς;['Κυνοσουρεύς'];['n-p---mn-']
266;Κῴοις;['Κῷος'];['a-p---md-']
267;Κῶν;['Κῶς'];['n-s---fa-']
268;Λαβρανδέα;['Λαβρανδεύς'];['n-s---ma-']
269;Λαβρανδέως;['Λαβρανδεύς'];['n-s---mg-']
