;form;lemmi;postag
0;"""";"['""']";['u--------']
1;,;[','];['u--------']
2;-δὲ;['δέ'];['c--------']
3;-δ’;['δέ'];['c--------']
4;-θ’;['τε'];['c--------']
5;-τε;['τε'];['c--------']
6;-τ’;['τε'];['c--------']
7;.;['.'];['u--------']
8;";";"[';']";['u--------']
9;E;['E'];['z--------']
10;·;['·'];['u--------']
11;Ἄννιον;['Ἄννιος'];['n-s---ma-']
12;Ἄννιος;['Ἄννιος'];['n-s---mn-']
13;Ἄππιος;['Ἄππιος'];['n-s---mn-']
14;Ἀθηναῖον;['Ἀθηναῖος'];['a-s---ma-']
15;Ἀννίβαν;['Ἀννίβας'];['n-s---ma-']
16;Ἀντιπάτρου;['Ἀντίπατρος'];['n-s---mg-']
17;Ἀντιστία;['Ἀντιστία'];['n-s---fv-']
18;Ἀριστόνικον;['Ἀριστόνικος'];['n-s---ma-']
19;Ἀσίαν;['Ἀσία'];['n-s---fa-']
20;Ἀττάλου;['Ἄτταλος'];['n-s---mg-']
21;Ἀφρικανὸν;['Ἀφρικανός'];['n-s---ma-']
22;Ἀφρικανός;['Ἀφρικανός'];['n-s---mn-']
23;Ἀφρικανοῦ;['Ἀφρικανός'];['n-s---mg-']
24;Βίλλιον;['Βίλλιον'];['n-s---na-']
25;Βλόσσιος;['Βλόσσιος'];['n-s---mn-']
26;Βλοσσίου;['Βλόσσιος'];['n-s---mg-']
27;Βρούτου;['Βροῦτος'];['n-s---mg-']
28;Γάϊον;['Γάϊος'];['n-s---ma-']
29;Γάϊος;['Γάϊος'];['n-s---mn-']
30;Γάιον;['Γάιος'];['n-s---ma-']
31;Γάιος;['Γάιος'];['n-s---mn-']
32;Γαΐου;['Γάϊος'];['n-s---mg-']
33;Γαΐῳ;['Γαῖος'];['n-s---md-']
34;Γράγχον;['Γράγχος'];['n-s---ma-']
35;Γράγχος;['Γράγχος'];['n-s---mn-']
36;Γράγχου;['Γράγχος'];['n-s---mg-']
37;Γράγχῳ;['Γράγχος'];['n-s---md-']
38;Γράγχων;['Γράγχος'];['n-p---mg-']
39;Διοσκούρων;['Διόσκοροι'];['n-p---mg-']
40;Διοφάνης;['Διοφάνης'];['n-s---mn-']
41;Διοφάνους;['Διοφάνης'];['n-s---mg-']
42;Δροῦσον;['Δροῦσος'];['n-s---ma-']
43;Ἐπεὶ;['Ἐπεί'];['n-s---mn-']
44;Εὔδημον;['Εὔδημος'];['n-s---ma-']
45;Εὔδημος;['Εὔδημος'];['n-s---mn-']
46;Ἴβηρσι;['Ἴβηρ'];['n-p---md-']
47;Ἰταλίαν;['Ἰταλία'];['n-s---fa-']
48;Ἰταλίας;['Ἰταλία'];['n-s---fg-']
49;Καπετώλιον;['Καπετώλιον'];['n-s---na-']
50;Καπετωλίῳ;['Καπετώλιον'];['n-s---nd-']
51;Κλαύδιος;['Κλαύδιος'];['n-s---mn-']
52;Κλαυδίαν;['Κλαυδία'];['n-s---fa-']
53;Κλέωνα;['Κλέων'];['n-s---ma-']
54;Κόιντος;['Κόιντος'];['n-s---mn-']
55;Κορνήλιός;['Κορνήλιος'];['n-s---mn-']
56;Κορνηλία;['Κορνηλία'];['n-s---fn-']
57;Κορνηλίᾳ;['Κορνηλία'];['n-s---fd-']
58;Κορνηλίαν;['Κορνηλία'];['n-s---fa-']
59;Κορνηλίας;['Κορνηλία'];['n-s---fg-']
60;Κράσσον;['Κράσσος'];['n-s---ma-']
61;Κράσσος;['Κράσσος'];['n-s---mn-']
62;Κράσσου;['Κράσσος'];['n-s---mg-']
63;Κρόνου;['Κρόνος'];['n-s---mg-']
64;Κυμαῖος;['Κυμαῖος'];['a-s---mn-']
65;Λαίλιος;['Λαίλιος'];['n-s---mn-']
66;Λεύκιος;['Λεύκιος'];['n-s---mn-']
67;Λιβύῃ;['Λιβύη'];['n-s---fd-']
68;Λικίννιον;['Λικίννιος'];['n-s---ma-']
69;Λικιννία;['Λικιννίας'];['n-s---mn-']
70;Λυσιτανῶν;['Λυσιτανοί'];['n-p---mg-']
71;Μάλλιος;['Μάλλιος'];['n-s---mn-']
72;Μᾶρκον;['Μάρκος'];['n-s---ma-']
73;Μαγκίνῳ;['Μαγκῖνος'];['n-s---md-']
74;Μαγκῖνον;['Μαγκῖνος'];['n-s---ma-']
75;Μαγκῖνος;['Μαγκῖνος'];['n-s---mn-']
76;Μέτελλος;['Μέτελλος'];['n-s---mn-']
77;Μιτυληναῖος;['Μιτυληναῖος'];['a-s---mn-']
78;Μούκιόν;['Μούκιος'];['n-s---ma-']
79;Μούκιος;['Μούκιος'];['n-s---mn-']
80;Μουκίου;['Μούκιος'];['n-s---mg-']
81;Νασικᾶ;['Νασικᾶς'];['n-s---mg-']
82;Νασικᾷ;['Νασικᾶς'];['n-s---md-']
83;Νασικᾶν;['Νασικᾶς'];['n-s---ma-']
84;Νασικᾶς;['Νασικᾶς'];['n-s---mn-']
85;Νέπως;['νεπος'];['n-s---mn-']
86;Νομαντίᾳ;['Νομαντία'];['n-s---fd-']
87;Νομαντίαν;['Νουμαντία'];['n-s---fa-']
88;Νομαντίνοις;['Νομαντῖνος'];['a-p---md-']
89;Νομαντίνους;['Νομαντῖνος'];['a-p---ma-']
90;Νομαντίνων;['Νομαντῖνος'];['a-p---mg-']
91;Νομαντῖνοι;['Νομαντῖνος'];['a-p---mn-']
92;Ὀκτάβιον;['Ὀκτάβιος'];['n-s---ma-']
93;Ὀκτάβιος;['Ὀκτάβιος'];['n-s---mn-']
94;Ὀκταβίου;['Ὀκτάβιος'];['n-s---mg-']
95;Ὁμηρικῶν;['Ὁμηρικός'];['a-p---ng-']
96;Πέργαμον;['Πέργαμον'];['n-s---ma-']
97;Περγαμηνὸν;['Περγαμηνός'];['a-s---ma-']
98;Περγαμηνὸς;['Περγαμηνός'];['a-s---mn-']
99;Πόπλιον;['Πόπλιος'];['n-s---ma-']
100;Πόπλιος;['Πόπλιος'];['n-s---mn-']
101;Πολύβιος;['Πολύβιος'];['n-s---mn-']
102;Πομπήιος;['Πομπήϊος'];['n-s---mn-']
103;Ποπλίου;['Πόπλιος'];['n-s---mg-']
104;Ποστούμιον;['Ποστούμιος'];['n-s---ma-']
105;Πτολεμαίου;['Πτολεμαῖος'];['n-s---mg-']
106;Ῥοῦφος;['Ῥοῦφος'];['n-s---mn-']
107;Ῥώμῃ;['Ῥώμη'];['n-s---fd-']
108;Ῥώμην;['Ῥώμη'];['n-s---fa-']
109;Ῥωμαίων;['Ῥωμαῖος'];['a-p---mg-']
110;Ῥωμαϊκῇ;['Ῥωμαῖος'];['a-s---fd-']
111;Ῥωμαῖοι;['Ῥωμαῖος'];['a-p---mn-']
112;Σατυρήϊος;['Σατυρήϊος'];['n-s---mn-']
113;Σαυνιτῶν;['Σαυνῖται'];['n-p---mg-']
114;Σκαιβόλας;['Σκαιβόλας'];['n-s---mn-']
115;Σκηπίων;['Σκιπίων'];['n-s---mn-']
116;Σκηπίωνα;['Σκιπίων'];['n-s---ma-']
117;Σκηπίωνι;['Σκιπίων'];['n-s---md-']
118;Σκηπίωνος;['Σκηπίων'];['n-s---mg-']
119;Σπόριόν;['Σπόριος'];['n-s---ma-']
120;Ταρκύνιον;['Ταρκύνιος'];['n-s---ma-']
121;Ταρσέως;['Ταρσεύς'];['n-s---mg-']
122;Τίτος;['Τίτος'];['n-s---mn-']
123;Τιβέριον;['Τιβέριος'];['n-s---ma-']
124;Τιβέριος;['Τιβέριος'];['n-s---mn-']
125;Τιβερίου;['Τιβέριος'];['n-s---mg-']
126;Τιβερίῳ;['Τιβέριος'];['n-s---md-']
127;Τυρρηνίας;['Τυρρηνία'];['n-s---fg-']
128;Φάννιος;['Φάννιος'];['n-s---mn-']
129;Φιλομήτορος;['Φιλομήτωρ'];['n-s---mg-']
130;Φλάκκος;['Φλάκκος'];['n-s---mn-']
131;Φούλβιον;['Φούλβιος'];['n-s---ma-']
132;Φούλβιος;['Φούλβιος'];['n-s---mn-']
133;ἂν;['ἐάν', 'ἄν'];['c--------', 'g--------']
134;ἄκοντος;['ἄκων'];['a-s---mg-']
135;ἄκρας;['ἄκρος'];['a-s---fg-']
136;ἄκριτον;['ἄκριτος'];['a-s---ma-']
137;ἄλλας;['ἄλλος'];['p-p---fa-']
138;ἄλλην;['ἄλλος'];['p-s---fa-']
139;ἄλλοι;['ἄλλος'];['p-p---mn-']
140;ἄλλοις;['ἄλλος'];['p-p---md-']
141;ἄλλος;['ἄλλος'];['p-s---mn-']
142;ἄλλου;['ἄλλος'];['p-s---ng-']
143;ἄλλους;['ἄλλος'];['p-p---ma-']
144;ἄλλων;['ἄλλος'];['p-p---mg-', 'p-p---ng-']
145;ἄλλως;['ἄλλος'];['d--------']
146;ἄμαχος;['ἄμαχος'];['a-s---mn-']
147;ἄμφω;['ἄμφω'];['p-d---ma-']
148;ἄν;['ἄν'];['g--------']
149;ἄνδρας;['ἀνήρ'];['n-p---ma-']
150;ἄνδρες;['ἀνήρ'];['n-p---mn-']
151;ἄνευ;['ἄνευ'];['r--------']
152;ἄνθρωποι;['ἄνθρωπος'];['n-p---mn-']
153;ἄνθρωπον;['ἄνθρωπος'];['n-s---ma-']
154;ἄνθρωπος;['ἄνθρωπος'];['n-s---mn-']
155;ἄνω;['ἄνω'];['d--------']
156;ἄξει;['ἄγω'];['v3sfia---']
157;ἄοικοι;['ἄοικος'];['a-p---mn-']
158;ἄριστον;['ἀγαθός'];['a-s---nas']
159;ἄρξασαν;['ἄρχω'];['v-sapafa-']
160;ἄρρενα;['ἄρσην'];['a-s---ma-']
161;ἄρρην;['ἄρσην'];['a-s---mn-']
162;ἄρχοντα;['ἄρχων'];['n-s---ma-']
163;ἄρχοντας;['ἄρχων', 'ἄρχω'];['n-p---ma-', 'v-pppama-']
164;ἄρχοντος;['ἄρχω'];['v-sppamg-']
165;ἄρχων;['ἄρχων'];['n-s---mn-']
166;ἄστει;['ἄστυ'];['n-s---nd-']
167;ἄσυλον;['ἄσυλος'];['a-s---ma-', 'a-s---nn-', 'a-s---na-']
168;ἄτεγκτον;['ἄτεγκτος'];['a-s---na-']
169;ἄτιμον;['ἄτιμος'];['a-s---ma-']
170;ἄτοπον;['ἄτοπος'];['a-s---nn-']
171;ἄφθιτον;['ἄφθιτος'];['a-s---na-']
172;ἄχρι;['ἄχρι'];['r--------']
173;ἆρά;['ἆρα'];['g--------']
174;ἀγαπήσαντας;['ἀγαπάω'];['v-papama-']
175;ἀγαπῆσαι;['ἀγαπάω'];['v--ana---']
176;ἀγγεῖον;['ἀγγεῖον'];['n-s---na-']
177;ἀγεννῶς;['ἀγεννής'];['d--------']
178;ἀγνοοῦντος;['ἀγνοέω'];['v-sppamg-']
179;ἀγνοῶ;['ἀγνοέω'];['v1spia---']
180;ἀγνὼς;['ἀγνώς'];['n-s---mn-']
181;ἀγορὰν;['ἀγορά'];['n-s---fa-']
182;ἀγοράν;['ἀγορά'];['n-s---fa-']
183;ἀγῶνες;['ἀγών'];['n-p---mn-']
184;ἀγωνιζόμενος;['ἀγωνίζομαι'];['v-sppmmn-']
185;ἀδελφήν;['ἀδελφή'];['n-s---fa-']
186;ἀδελφὸν;['ἀδελφός'];['n-s---ma-']
187;ἀδελφὸς;['ἀδελφός'];['n-s---mn-']
188;ἀδελφός;['ἀδελφός'];['n-s---mn-']
189;ἀδελφῷ;['ἀδελφός'];['n-s---md-']
190;ἀδίκως;['ἄδικος'];['d--------']
191;ἀδικῇ;['ἀδικέω'];['v3spsa---']
192;ἀδικίαν;['ἀδικία'];['n-s---fa-']
193;ἀδικούμενος;['ἀδικέω'];['v-sppmmn-']
194;ἀδικοῦντα;['ἀδικέω'];['v-sppama-']
195;ἀδικοῦντας;['ἀδικέω'];['v-pppama-']
196;ἀδικῶν;['ἀδικέω'];['v-sppamn-']
197;ἀδόξως;['ἄδοξος'];['d--------']
198;ἀδοξίαν;['ἀδοξία'];['n-s---fa-']
199;ἀέρος;['ἀήρ'];['n-s---mg-']
200;ἀεὶ;['ἀεί'];['d--------']
201;ἀκολουθεῖτε;['ἀκολουθέω'];['v2ppia---']
202;ἀκρίτους;['ἄκριτος'];['a-p---ma-']
203;ἀκριβῶς;['ἀκριβής'];['d--------']
204;ἀκροᾶσθαι;['ἀκροάομαι'];['v--pnm---']
205;ἀκτήμοσι;['ἀκτήμων'];['a-p---md-']
206;ἀληθινοῦ;['ἀληθινός'];['a-s---ng-']
207;ἀλλὰ;['ἀλλά'];['c--------']
208;ἀλλήλοις;['ἀλλήλων'];['p-p---md-']
209;ἀλλήλους;['ἀλλήλων'];['p-p---ma-']
210;ἀλλήλων;['ἀλλήλων'];['p-p---mg-']
211;ἀλλοτρίας;['ἀλλότριος'];['a-s---fg-']
212;ἀλλ’;['ἀλλά'];['c--------']
213;ἀλοῆσαι;['ἀλοάω'];['v--ana---']
214;ἀλύων;['ἀλύω'];['v-sppamn-']
215;ἀμετάπειστος;['ἀμετάπειστος'];['a-s---mn-']
216;ἀμηχανῶν;['ἀμηχανάω'];['v-sppamn-']
217;ἀμύνεσθαι;['ἀμύνω'];['v--pnm---']
218;ἀμύνης;['ἄμυνα'];['n-s---fg-']
219;ἀμυνούμενοι;['ἀμύνω'];['v-pfpmmn-']
220;ἀμφοῖν;['ἄμφω'];['p-d---mg-']
221;ἀμφοτέρους;['ἀμφότερος'];['a-p---ma-']
222;ἀνάθημα;['ἀνάθημα'];['n-s---na-']
223;ἀνάλωμα;['ἀνάλωμα'];['n-s---na-']
224;ἀναβὰς;['ἀναβαίνω'];['v-sapamn-']
225;ἀναβαίνοντα;['ἀναβαίνω'];['v-sppama-']
226;ἀναβῇ;['ἀναβαίνω'];['v3sasa---']
227;ἀναβιβάζουσιν;['ἀναβιβάζω'];['v3ppia---']
228;ἀναγκαζόμενος;['ἀναγκάζω'];['v-sppmmn-']
229;ἀναγορεύειν;['ἀναγορεύω'];['v--pna---']
230;ἀναδασμὸν;['ἀναδασμός'];['n-s---ma-']
231;ἀναδοῦναι;['ἀναδίδωμι'];['v--ana---']
232;ἀναδώσειν;['ἀναδίδωμι'];['v--fna---']
233;ἀναζευγνύναι;['ἀναζεύγνυμι'];['v--pna---']
234;ἀναθήματα;['ἀνάθημα'];['n-p---nn-']
235;ἀναιρεθείς;['ἀναιρέω'];['v-sappmn-']
236;ἀναιρεῖ;['ἀναιρέω'];['v3spia---']
237;ἀναιρήσειν;['ἀναιρέω'];['v--fna---']
238;ἀναιρήσοντας;['ἀναιρέω'];['v-pfpama-']
239;ἀναλαβεῖν;['ἀναλαμβάνω'];['v--ana---']
240;ἀναλαβοῦσα;['ἀναλαμβάνω'];['v-sapafn-']
241;ἀναλύοι;['ἀναλύω'];['v3spoa---']
242;ἀναμιγνυμένους;['ἀναμίσγω'];['v-pppmma-']
243;ἀναπηδήσας;['ἀναπηδάω'];['v-sapamn-']
244;ἀναστὰς;['ἀνίστημι'];['v-sapamn-']
245;ἀνασχομένου;['ἀνέχω'];['v-sapmmg-']
246;ἀνατροφῆς;['ἀνατροφή'];['n-s---fg-']
247;ἀναφαίρετον;['ἀναφαίρετος'];['a-s---nn-']
248;ἀναφέροντες;['ἀναφέρω'];['v-pppamn-']
249;ἀναφέρουσιν;['ἀναφέρω'];['v3ppia---']
250;ἀνδράσι;['ἀνήρ'];['n-p---md-']
251;ἀνδραγαθία;['ἀνδραγαθία'];['n-s---fn-']
252;ἀνδρείᾳ;['ἀνδρεία'];['n-s---fd-']
253;ἀνδρείαν;['ἀνδρεία'];['n-s---fa-']
254;ἀνδρεῖον;['ἀνδρεῖος'];['a-s---nn-']
255;ἀνδρὶ;['ἀνήρ'];['n-s---md-']
256;ἀνδρὸς;['ἀνήρ'];['n-s---mg-']
257;ἀνδρός;['ἀνήρ'];['n-s---mg-']
258;ἀνδρῶν;['ἀνήρ'];['n-p---mg-']
259;ἀνέβαινον;['ἀναβαίνω'];['v3piia---']
260;ἀνέγγυον;['ἀνέγγυος'];['a-s---fa-']
261;ἀνέκδοτον;['ἀνέκδοτος'];['a-s---fa-']
262;ἀνέμνησεν;['ἀναμιμνῄσκω'];['v3saia---']
263;ἀνέστρεψε;['ἀναστρέφω'];['v3saia---']
264;ἀνεδύετο;['ἀναδύνω'];['v3siim---']
265;ἀνείργουσι;['ἀνείργω'];['v3ppia---']
266;ἀνεῖλεν;['ἀναιρέω'];['v3saia---']
267;ἀνελάμβανε;['ἀναλαμβάνω'];['v3siia---']
268;ἀνελέσθαι;['ἀναιρέω'];['v--anm---']
269;ἀνελεῖν;['ἀναιρέω'];['v--ana---']
270;ἀνεπιτήδειον;['ἀνεπιτήδειος'];['a-s---fa-']
271;ἀνεφώνησεν;['ἀναφωνέω'];['v3saia---']
272;ἀνὴρ;['ἀνήρ'];['n-s---mn-']
273;ἀνήκεστον;['ἀνήκεστος'];['a-s---na-']
274;ἀνήνεγκε;['ἀναφέρω'];['v3saia---']
275;ἀνήχθη;['ἀνάγω'];['v3saip---']
276;ἀνῃρῆσθαι;['ἀναιρέω'];['v--rnm---']
277;ἀνθρώποις;['ἄνθρωπος'];['n-p---md-']
278;ἀνθρώπου;['ἄνθρωπος'];['n-s---mg-']
