;form;lemmi;postag
0;;[None];[None]
1;,;[','];['u--------']
2;-δὲ;['δέ'];['c--------']
3;-δ’;['δέ'];['c--------']
4;-τε;['τε'];['c--------']
5;.;['.'];['u--------']
6;";";"[';']";['u--------']
7;E;['E'];['z--------']
8;G?;['G'];['z--------']
9;·;['·'];['u--------']
10;Ἄτλαντος;['Ἄτλας'];['n-s---mg-']
11;Ἄτλας;['Ἄτλας'];['n-s---mn-']
12;Ἀζάης;['Ἀζάης'];['n-s---mn-']
13;Ἀθηνᾶ;['Ἀθήνη'];['n-s---fn-']
14;Ἀθηνᾶς;['Ἀθήνη'];['n-s---fg-']
15;Ἀθηναίων;['Ἀθηναῖος'];['a-p---mg-']
16;Ἀμφήρη;['Ἀμφήρης'];['n-s---ma-']
17;Ἀσίαν;['Ἀσία'];['n-s---fa-']
18;Ἀσίας;['Ἀσία'];['n-s---fg-']
19;Ἀσωπόν;['Ἀσωπός'];['n-s---ma-']
20;Ἀτλαντίδα;['Ἀτλαντίς'];['n-s---fa-']
21;Ἀτλαντίδος;['Ἀτλαντίς'];['n-s---fg-']
22;Ἀτλαντικὸν;['Ἀτλαντικός'];['a-s---na-']
23;Ἀτλαντικῷ;['Ἀτλαντικός'];['a-s---nd-']
24;Αἰγύπτου;['Αἴγυπτος'];['n-s---fg-']
25;Αἰγυπτίους;['Αἰγύπτιος'];['a-p---ma-']
26;Αὐτόχθονα;['Αὐτόχθων'];['n-s---ma-']
27;Γάδειρον;['Γάδειρα'];['n-s---na-']
28;Γαδειρικῆς;['Γαδειρικός'];['a-s---fg-']
29;Δευκαλίωνος;['Δευκαλίων'];['n-s---mg-']
30;Διαπρέπης;['Διαπρέπης'];['n-s---mn-']
31;Διὸς;['Ζεύς'];['n-s---mg-']
32;Διός;['Ζεύς'];['n-s---mg-']
33;Ἐλάσιππον;['Ἐλάσιππος'];['n-s---ma-']
34;Ἐρεχθέως;['Ἐρεχθεύς'];['n-s---mg-']
35;Ἐριχθονίου;['Ἐριχθόνιος'];['n-s---mg-']
36;Ἐρυσίχθονος;['Ἐρυσίχθων'];['n-s---mg-']
37;Ἑλλάδα;['Ἑλλάς'];['n-s---fa-']
38;Ἑλλήνων;['Ἕλλην'];['n-p---mg-']
39;Ἑλληνικὰ;['Ἑλληνικός'];['a-p---na-']
40;Ἑλληνιστὶ;['Ἑλληνιστί'];['d--------']
41;Ἑρμόκρατες;['Ἑρμοκράτης'];['n-s---mv-']
42;Ἑρμοκράτει;['Ἑρμοκράτης'];['n-s---md-']
43;Εὔμηλον;['Εὔμηλος'];['n-s---ma-']
44;Εὐαίμονα;['Εὐαίμων'];['n-s---ma-']
