;form;lemmi;postag
0;"""";"['""']";['u--------']
1;,;[','];['u--------']
2;-δὲ;['δέ'];['c--------']
3;-δ’;['δέ'];['c--------']
4;-τε;['τε'];['c--------']
5;-τ’;['τε'];['c--------']
6;.;['.'];['u--------']
7;";";"[';']";['u--------']
8;E;['E'];['z--------']
9;·;['·'];['u--------']
10;Ἄρει;['Ἄρης'];['n-s---md-']
11;Ἀθηναίους;['Ἀθηναῖος'];['a-p---ma-']
12;Ἀλέξανδρον;['Ἀλέξανδρος'];['n-s---ma-']
13;Ἀλκαμένει;['Ἀλκαμένης'];['n-s---md-']
14;Ἀρτέμιδος;['Ἄρτεμις'];['n-s---fg-']
15;Ἀρχίλοχον;['Ἀρχίλοχος'];['n-s---ma-']
16;Ἀφροδίτην;['Ἀφροδίτη'];['n-s---fa-']
17;Διονύσιος;['Διονύσιος'];['n-s---mn-']
18;Ἕλληνες;['Ἕλλην'];['n-p---mn-']
19;Ἑλλάδος;['Ἑλλάς'];['n-s---fg-']
20;Ἑλλήνων;['Ἕλλην'];['n-p---mg-']
21;Εὐρώτᾳ;['Εὐρώτας'];['n-s---md-']
22;Θεοπόμπῳ;['Θεόπομπος'];['n-s---md-']
23;Θηβαίων;['Θηβαῖος'];['a-p---mg-']
24;Κάρνεια;['Κάρνεια'];['n-p---na-']
25;Κηφισοφῶντα;['Κηφισοφῶν'];['n-s---ma-']
26;Λάκωνες;['Λάκων'];['n-p---mn-']
27;Λακεδαίμονι;['Λακεδαίμων'];['n-s---fd-']
28;Λακεδαιμόνιοι;['Λακεδαιμόνιος'];['a-p---mn-']
29;Λακεδαιμονίοις;['Λακεδαιμόνιος'];['a-p---md-']
30;Λακωνικὸν;['Λακωνικός'];['a-s---ma-']
31;Λακωνικῶς;['Λακωνικός'];['d--------']
32;Λύσανδρος;['Λύσανδρος'];['n-s---mn-']
33;Λυκούργου;['Λυκοῦργος'];['n-s---mg-']
34;Λυκοῦργος;['Λυκοῦργος'];['n-s---mn-']
35;Μακεδόνος;['Μακεδών'];['n-s---mg-']
36;Μακεδονικοῖς;['Μακεδ ́νιος'];['a-p---md-']
37;Μούσαις;['Μοῦσα'];['n-p---fd-']
38;Ὀρθίας;['Ὀρθία'];['n-s---fg-']
39;Πυλαίαν;['Πυλαία'];['n-s---fa-']
40;Ῥωμαίοις;['Ῥωμαῖος'];['a-p---md-']
41;Σαΐων;['Σάϊος'];['a-p---mg-']
42;Σικελίας;['Σικελία'];['n-s---fg-']
43;Σκιραφίδαν;['Σκιραφίδας'];['n-s---ma-']
44;Σπάρταν;['Σπάρτη'];['n-s---fa-']
45;Σπάρτης;['Σπάρτη'];['n-s---fg-']
46;Τέρπανδρον;['Τέρπανδρος'];['n-s---ma-']
47;Τιμοθέου;['Τιμόθεος'];['n-s---mg-']
48;Φιλίππου;['Φίλιππος'];['n-s---mg-']
49;Χαιρωνείᾳ;['Χαιρωνεία'];['n-s---fd-']
50;ἂν;['ἄν'];['g--------']
51;ᾄδοντα;['ἀείδω'];['v-sppama-']
52;ἄγαν;['ἄγαν'];['d--------']
53;ἄζηλον;['ἄζηλος'];['a-s---ma-']
54;ἄθρυπτος;['ἄθρυπτος'];['a-s---fn-']
55;ἄκρα;['ἄκρον'];['n-p---na-']
56;ἄλκιμοι;['ἄλκιμος'];['a-p---mn-']
57;ἄλλαις;['ἄλλος'];['p-p---fd-']
58;ἄλλην;['ἄλλος'];['p-s---fa-']
59;ἄλλοι;['ἄλλος'];['p-p---mn-']
60;ἄλλοις;['ἄλλος'];['p-p---nd-', 'p-p---md-']
61;ἄλλων;['ἄλλος'];['p-p---ng-']
62;ἄλλως;['ἄλλος'];['d--------']
63;ἄμμες;['ἐγώ'];['p-p---cn-']
64;ἄνδρα;['ἀνήρ'];['n-s---ma-']
65;ἄνευ;['ἄνευ'];['r--------']
66;ἄνωθεν;['ἄνωθεν'];['d--------']
67;ἄργυρον;['ἄργυρος'];['n-s---ma-']
68;ἄριστον;['ἀγαθός'];['a-s---mas']
69;ἄρρενας;['ἄρσην'];['a-p---ma-']
70;ἄρχεσθαι;['ἄρχω'];['v--pnm---']
71;ἄσκησιν;['ἄσκησις'];['n-s---fa-']
72;ἄτιμον;['ἄτιμος'];['a-s---ma-']
73;ἄτιμος;['ἄτιμος'];['a-s---mn-']
74;ἀγάλλεται;['ἀγάλλω'];['v3spim---']
75;ἀγαθὸν;['ἀγαθός'];['a-s---ma-']
76;ἀγαθοῖς;['ἀγαθός'];['a-p---nd-']
77;ἀγέλην;['ἀγέλη'];['n-s---fa-']
78;ἀγρῷ;['ἀγρός'];['n-s---md-']
79;ἀγωγὴν;['ἀγωγή'];['n-s---fa-']
80;ἀγωγῆς;['ἀγωγή'];['n-s---fg-']
81;ἀγωνιζομένου;['ἀγωνίζομαι'];['v-sppmmg-']
82;ἀδεῶς;['ἀδεής'];['d--------']
83;ἀδικεῖσθαι;['ἀδικέω'];['v--pnm---']
84;ἀκμαζόντων;['ἀκμάζω'];['v-pppamg-']
85;ἀκούσαντα;['ἀκούω'];['v-sapama-']
86;ἀκούωσι;['ἀκούω'];['v3ppsa---']
87;ἀλγεινὸν;['ἀλγεινός'];['a-s---ma-']
88;ἀλειμμάτων;['ἄλειμμα'];['n-p---ng-']
89;ἀλεκτρυόνα;['ἀλεκτρυών'];['n-s---ma-']
90;ἀλλὰ;['ἀλλά'];['c--------']
91;ἀλλήλους;['ἀλλήλων'];['p-p---ma-']
92;ἀλλ’;['ἀλλά'];['c--------']
93;ἀμειβόμενος;['ἀμείβω'];['v-sppmmn-']
94;ἀμυνόμενοι;['ἀμύνω'];['v-pppmmn-']
95;ἀμώμητον;['ἀμώμητος'];['a-s---fa-']
96;ἀναγκάζωνται;['ἀναγκάζω'];['v3ppsm---']
97;ἀναγορευσάντων;['ἀναγορεύω'];['v-papamg-']
98;ἀναλώματος;['ἀνάλωμα'];['n-s---ng-']
99;ἀνδρείαν;['ἀνδρεία'];['n-s---fa-']
100;ἀνδρικὴ;['ἀνδρικός'];['a-s---fn-']
101;ἀνδρῶν;['ἀνήρ'];['n-p---mg-']
102;ἀνεῖλε;['ἀναιρέω'];['v3saia---']
103;ἀνεῖλον;['ἀναιρέω'];['v3paia---']
104;ἀνθρώπων;['ἄνθρωπος'];['n-p---mg-']
105;ἀνοίξας;['ἀνοίγνυμι'];['v-sapamn-']
106;ἀνοψίαν;['ἀνοψία'];['n-s---fa-']
107;ἀντιβαίνειν;['ἀντιβαίνω'];['v--pna---']
108;ἀντιλεγόντων;['ἀντιλέγω'];['v-pppamg-']
109;ἀξίας;['ἄξιος'];['a-p---fa-']
110;ἀπαιδεύτων;['ἀπαίδευτος'];['a-p---mg-']
111;ἀπέθεντο;['ἀποτίθημι'];['v3paim---']
112;ἀπέστησαν;['ἀφίστημι'];['v3paia---']
113;ἀπείρητο;['ἀπολέγω'];['v3slim---']
114;ἀπείροις;['ἄπειρος'];['a-p---md-']
115;ἀπεχόμενοι;['ἀπέχω'];['v-pppmmn-']
116;ἀπίασι;['ἀπέρχομαι'];['v3ppia---']
117;ἀπὸ;['ἀπό'];['r--------']
118;ἀποβαλεῖν;['ἀποβάλλω'];['v--ana---']
119;ἀποδημεῖν;['ἀποδημέω'];['v--pna---']
120;ἀποθανεῖν;['ἀποθνῄσκω'];['v--ana---']
121;ἀποθανόντων;['ἀποθνῄσκω'];['v-papamg-']
122;ἀποθνήσκειν;['ἀποθνῄσκω'];['v--pna---']
123;ἀποκρινόμενον;['ἀποκρίνω'];['v-sppmma-']
124;ἀποπτύσαι;['ἀποπτύω'];['v--ana---']
125;ἀποτέμῃ;['ἀποτέμνω'];['v3sasa---']
126;ἀποτροπὴν;['ἀποτροπή'];['n-s---fa-']
127;ἀποφέροντες;['ἀποφέρω'];['v-pppamn-']
128;ἀποφορὰν;['ἀποφορά'];['n-s---fa-']
129;ἀρετὴν;['ἀρετή'];['n-s---fa-']
130;ἀρχαίας;['ἀρχαῖος'];['a-s---fg-']
131;ἀρχαϊκώτατον;['ἀρχαικός'];['a-s---mas']
132;ἀρχῆθεν;['ἀρχῆθεν'];['d--------']
133;ἀρχόμενος;['ἄρχω'];['v-sppmmn-']
134;ἀσθενέστεροι;['ἀσθενής'];['a-p---mnc']
135;ἀσιτήσαντες;['ἀσιτέω'];['v-papamn-']
136;ἀσκήσει;['ἄσκησις'];['n-s---fd-']
137;ἀσπὶς;['ἀσπίς'];['n-s---fn-']
138;ἀσπίδι;['ἀσπίς'];['n-s---fd-']
139;ἀτείχιστον;['ἀτείχιστος'];['a-s---fa-']
140;ἀφελὴς;['ἀφελής'];['a-s---fn-']
141;ἀφθονίαν;['ἀφθονία'];['n-s---fa-']
142;ἁ;['ὁ'];['l-s---fn-']
143;ἃς;['ὅς'];['p-p---fa-']
144;ἅμα;['ἅμα'];['d--------']
145;ἅμιλλα;['ἅμιλλα'];['n-s---fn-']
146;ἅπαντας;['ἅπας'];['p-p---ma-']
147;ἅπασαν;['ἅπας'];['p-s---fa-']
148;ἅψασθαι;['ἅπτω'];['v--anm---']
149;ἁλόντι;['ἁλίσκομαι'];['v-sapamd-']
150;ἁμαρτάνοντα;['ἁμαρτάνω'];['v-sppama-']
151;ἁμαρτάνων;['ἁμαρτάνω'];['v-sppamn-']
152;ἁμαρτών;['ἁμαρτάνω'];['v-sapamn-']
153;ἁμιλλώμενοι;['ἁμιλλάομαι'];['v-pppmmn-']
154;ἁπάντων;['ἅπας'];['p-p---mg-']
155;ἁπλούστερα;['ἁπλόος'];['a-p---nac']
156;ἁρμονίαν;['ἁρμονία'];['n-s---fa-']
157;αἰ;['εἰ'];['c--------']
158;αἰδεῖσθαι;['αἰδέομαι'];['v--pnm---']
159;αἰσχρὸν;['αἰσχρός'];['a-s---nn-', 'a-s---na-']
160;αἰσχύνῃ;['αἰσχύνη'];['n-s---fd-']
161;αἱματῶδες;['αἱματώδης'];['a-s---nn-']
162;αὐγάζεο;['αὐγάζω'];['v2spmm---']
163;αὐλείους;['αὔλειος'];['a-p---fa-']
164;αὐλὸν;['αὐλός'];['n-s---ma-']
165;αὐτῆς;['αὐτός'];['p-s---fg-']
166;αὐτὸν;['αὐτός'];['p-s---ma-']
167;αὐτὸς;['αὐτός'];['p-s---mn-']
168;αὐτόν;['αὐτός'];['p-s---ma-']
169;αὐτοὶ;['αὐτός'];['p-p---mn-']
170;αὐτοῖς;['αὐτός'];['p-p---md-']
171;αὐτούς;['αὐτός'];['p-p---ma-']
172;αὐτοῦ;['αὐτός'];['p-s---mg-']
173;αὐτῷ;['αὐτός'];['p-s---md-']
174;αὐτῶν;['αὐτός'];['p-p---mg-']
175;αὐχμηροὶ;['αὐχμηρός'];['a-p---mn-']
176;αὑτοῦ;['ἑαυτοῦ'];['p-s---mg-']
177;αὑτῷ;['ἑαυτοῦ'];['p-s---md-']
178;αὑτῶν;['ἑαυτοῦ'];['p-p---mg-']
179;βάθος;['βάθος'];['n-s---na-']
180;βάρος;['βάρος'];['n-s---na-']
181;βαδίζειν;['βαδίζω'];['v--pna---']
182;βαναύσου;['βάναυσος'];['a-s---fg-']
183;βασιλεύς;['βασιλεύς'];['n-s---mn-']
184;βασιλεῦ;['βασιλεύς'];['n-s---mv-']
185;βασιλεῦσι;['βασιλεύς'];['n-p---md-']
186;βασιλεῦσιν;['βασιλεύς'];['n-p---md-']
187;βαστάσας;['βαστάζω'];['v-sapamn-']
188;βίον;['βίος'];['n-s---ma-']
189;βίου;['βίος'];['n-s---mg-']
190;βίων;['βίος'];['n-p---mg-']
191;βιούντων;['βιάζω'];['v-pppamg-']
192;βοᾶν;['βοάω'];['v--pna---']
193;βούλημα;['βούλημα'];['n-s---na-']
194;βοῦν;['βοῦς'];['n-s---ca-']
195;βραχέα;['βραχύς'];['a-p---na-']
196;βρῶμα;['βρῶμα'];['n-s---na-']
197;βωμόν;['βωμός'];['n-s---ma-']
198;βωμοῦ;['βωμός'];['n-s---mg-']
199;γὰρ;['γάρ'];['g--------']
200;γαῦροι;['γαῦρος'];['a-p---mn-']
201;γεννικῶς;['γεννικός'];['d--------']
202;γενόμενοι;['γίγνομαι'];['v-papmmn-']
203;γενόμενον;['γίγνομαι'];['v-sapmma-']
204;γενόμενος;['γίγνομαι'];['v-sapmmn-']
205;γερόντων;['γέρων'];['n-p---mg-']
206;γευσάμενον;['γεύω'];['v-sapmma-']
207;γῆν;['γῆ'];['n-s---fa-']
208;γίνεσθαι;['γίγνομαι'];['v--pnm---']
209;γίνεται;['γίγνομαι'];['v3spim---']
210;γλίσχρον;['γλίσχρος'];['a-s---nn-']
211;γράμματα;['γράμμα'];['n-p---na-']
212;γυμνασάμενον;['γυμνάζω'];['v-sapmma-']
213;γυμνασίου;['γυμνάσιον'];['n-s---ng-']
214;γ’;['γε'];['g--------']
215;δαπάνης;['δαπάνη'];['n-s---fg-']
216;δὲ;['δέ'];['c--------']
217;δέ;['δέ'];['c--------']
218;δέοιντο;['δέω'];['v3ppom---']
219;δέον;['δέω'];['v-sppana-']
220;δεηθείη;['δέω'];['v3saop---']
221;δεῖ;['δέω'];['v3spia---']
222;δεῖν;['δέω'];['v--pna---']
223;δεῖπνον;['δεῖπνον'];['n-s---nn-']
224;δεῖσθαι;['δέω'];['v--pnm---']
225;δεικνύων;['δείκνυμι'];['v-sppamn-']
226;δεισιδαιμονίαν;['δεισιδαιμονία'];['n-s---fa-']
227;δεσπόται;['δεσπότης'];['n-p---mn-']
228;δίχα;['δίχα'];['r--------']
229;διὰ;['διά'];['r--------']
230;διά;['διά'];['r--------']
231;διάγοιεν;['διάγω'];['v3ppoa---']
232;διάρθρωσιν;['διάρθρωσις'];['n-s---fa-']
233;διακαρτεροῦσιν;['διακαρτερέω'];['v3ppia---']
234;διακένους;['διάκενος'];['a-p---fa-']
235;διαλανθάνειν;['διαλανθάνω'];['v--pna---']
236;διαμαστίγωσις;['διαμαστίγωσις'];['n-s---fn-']
237;διασῴζοντες;['διασῴζω'];['v-pppamn-']
238;διατεταγμένης;['διατάσσω'];['v-srpmfg-']
239;διαφθειρόμενα;['διαφθείρω'];['v-pppmna-']
240;διδάσκαλοι;['διδάσκαλος'];['n-p---mn-']
241;διδόναι;['δίδωμι'];['v--pna---']
242;διετέλουν;['διατελέω'];['v3piia---']
243;δικαίων;['δίκαιος'];['a-p---ng-']
244;διὸ;['διό'];['d--------']
245;διότι;['διότι'];['c--------']
246;δι’;['διά'];['r--------']
247;δόξῃ;['δόξα'];['n-s---fd-']
248;δοκιμαζομένου;['δοκιμάζω'];['v-sppmmg-']
249;δοκούσης;['δοκέω'];['v-sppafg-']
250;δούλων;['δοῦλος'];['n-p---mg-']
251;δουλείαν;['δουλεία'];['n-s---fa-']
252;δύναιντο;['δύναμαι'];['v3ppom---']
253;δύνασθαι;['δύναμαι'];['v--pnm---']
254;δύνωνται;['δύναμαι'];['v3ppsm---']
255;δυνάμεως;['δύναμις'];['n-s---fg-']
256;δυσμενῶς;['δυσμενής'];['d--------']
257;δυσχεράναντα;['δυσχεραίνω'];['v-sapama-']
258;δυσχεραίνων;['δυσχεραίνω'];['v-sppamn-']
259;δ’;['δέ'];['c--------']
260;ἔδει;['δέω'];['v3siia---']
261;ἔθος;['ἔθος'];['n-s---nn-']
262;ἔλεγεν;['λέγω'];['v3siia---']
263;ἔν;['ἐν'];['r--------']
264;ἔνδειαν;['ἔνδεια'];['n-s---fa-']
265;ἔνιοι;['ἔνιοι'];['a-p---mn-']
266;ἔνοχος;['ἔνοχος'];['a-s---mn-']
267;ἔντος;['ἔντεα'];['n-s---nn-']
268;ἔξεστι;['ἔξεστι'];['v3spia---']
269;ἔξωθεν;['ἔξωθεν'];['d--------']
270;ἔπειτα;['ἔπειτα'];['d--------']
271;ἔργον;['ἔργον'];['n-s---nn-']
272;ἔσεσθαι;['εἰμί'];['v--fnm---']
273;ἔτι;['ἔτι'];['d--------']
274;ἔτος;['ἔτος'];['n-s---na-']
275;ἔφασαν;['φημί'];['v3piia---']
276;ἔφοροι;['ἔφορος'];['n-p---mn-']
277;ἔχειν;['ἔχω'];['v--pna---']
278;ἔχῃ;['ἔχω'];['v3spsa---']
279;ἔχοντας;['ἔχω'];['v-pppama-']
280;ἔχοντες;['ἔχω'];['v-pppamn-']
281;ἔχοντος;['ἔχω'];['v-sppamg-']
282;ἐάν;['ἐάν'];['c--------']
283;ἐγένοντο;['γίγνομαι'];['v3paim---']
284;ἐγερτικὸν;['ἐγερτικός'];['a-s---na-']
285;ἐγκληθεὶς;['ἐγκαλέω'];['v-sappmn-']
286;ἐγκρατεστέρους;['ἐγκρατής'];['a-p---mac']
287;ἐγχειρεῖν;['ἐγχειρέω'];['v--pna---']
288;ἐδίωξαν;['διώκω'];['v3paia---']
289;ἐδόθη;['δίδωμι'];['v3saip---']
290;ἐδόκει;['δοκέω'];['v3siia---']
291;ἐδοκίμαζον;['δοκιμάζω'];['v3piia---']
292;ἐζημίωσαν;['ζημιόω'];['v3paia---']
293;ἐθέλων;['ἐθέλω'];['v-sppamn-']
294;ἐθίζοντες;['ἐθίζω'];['v-pppamn-']
295;ἐθίζωνται;['ἐθίζω'];['v3ppsm---']
