;form;lemmi;postag
0;"""";"['""']";['u--------']
1;,;[','];['u--------']
2;-δὲ;['δέ'];['c--------']
3;-δ’;['δέ'];['c--------']
4;.;['.'];['u--------']
5;";";"[';']";['u--------']
6;";’";['ἒ'];['i--------']
7;E;['E'];['z--------']
8;·;['·'];['u--------']
9;Ἀκροτάτου;['Ἀκρότατος'];['n-s---mg-']
10;Ἀμφιπολιτῶν;['Ἀμφιπολίτης'];['n-p---mg-']
11;Ἀργιλεωνὶς;['Ἀργιλεωνίς'];['n-s---fn-']
12;Ἀρισταγόραν;['Ἀρισταγόρας'];['n-s---ma-']
13;Ἀρισταγόρου;['Ἀρισταγόρας'];['n-s---mg-']
14;Ἀττικῆς;['Ἀττική'];['n-s---fg-']
15;Ἅιδαν;['ᾍδης'];['n-s---ma-']
16;Βρασίδου;['Βρασίδας'];['n-s---mg-']
17;Γοργὼ;['Γοργώ'];['n-s---fn-']
18;Γυρτιάς;['Γυρτιάς'];['n-s---fn-']
19;Δαμάτριον;['Δαμάτριος'];['n-s---ma-']
20;Δαματρία;['Δαματρία'];['n-s---fn-']
21;Εὐρώτας;['Εὐρώτας'];['n-s---mn-']
22;Θερμοπύλας;['Θερμοπύλαι'];['n-p---fa-']
23;Ἰώνων;['Ἴων'];['n-p---mg-']
24;Ἰωνικῆς;['Ἰωνικός'];['a-s---fg-']
25;Κλεομένους;['Κλεομένης'];['n-s---mg-']
26;Κρήτης;['Κρήτη'];['n-s---fg-']
27;Λάκαινα;['Λάκαινα'];['n-s---fn-']
28;Λάκαιναι;['Λάκαινα'];['n-p---fn-']
29;Λάκων;['Λάκων'];['n-s---mn-']
30;Λακαίνῃ;['Λάκαινα'];['n-s---fd-']
31;Λακεδαίμων;['Λακεδαίμων'];['n-s---fn-']
32;Λακεδαιμόνιον;['Λακεδαιμόνιος'];['a-s---ma-']
33;Λακεδαιμονία;['Λακεδαιμόνιος'];['a-s---fn-']
34;Λακεδαιμονίων;['Λακεδαιμόνιος'];['a-p---mg-']
35;Λεωνίδαν;['Λεωνίδας'];['n-s---ma-']
36;Μιλησίου;['Μιλήσιος'];['a-s---mg-']
37;Ὀλύμπια;['Ὀλύμπιος'];['a-p---na-']
38;Παιδαρήτου;['Παιδάρητος'];['n-s---mg-']
39;Παιδαρήτῳ;['Παιδάρητος'];['n-s---md-']
40;Σπάρταν;['Σπάρτη'];['n-s---fa-']
41;Σπάρτας;['Σπάρτη'];['n-s---fg-']
42;Σπάρτην;['Σπάρτη'];['n-s---fa-']
43;Σπάρτης;['Σπάρτη'];['n-s---fg-']
44;Τελευτία;['Τελευτίας'];['n-s---mg-']
45;Χίων;['Χῖος'];['a-p---mg-']
46;ἂν;['ἐάν'];['c--------']
47;ἄγγελος;['ἄγγελος'];['n-s---mn-']
48;ἄδακρυς;['ἀδάκρυτος'];['a-s---fn-']
49;ἄλλη;['ἄλλος'];['p-s---fn-']
50;ἄλλους;['ἄλλος'];['p-p---ma-']
51;ἄνδρα;['ἀνήρ'];['n-s---ma-']
52;ἄνδρας;['ἀνήρ'];['n-p---ma-']
53;ἄξιον;['ἄξιος'];['a-s---ma-', 'a-s---na-']
54;ἄπει;['ἀπέρχομαι'];['v2spia---']
55;ἄπονος;['ἄπονος'];['a-s---mn-']
56;ἄρασα;['ἀείρω'];['v-sapafn-']
57;ἄριστον;['ἀγαθός'];['a-s---mas']
58;ἄρχετε;['ἄρχω'];['v2ppia---']
59;ἄχθομαι;['ἄχθομαι'];['v1spim---']
60;ἀγαθά;['ἀγαθός'];['a-p---na-']
61;ἀγαθή;['ἀγαθός'];['a-s---fn-']
62;ἀγαθῆς;['ἀγαθός'];['a-s---fg-']
63;ἀγαθὸν;['ἀγαθός'];['a-s---nn-']
64;ἀγαθοὺς;['ἀγαθός'];['a-p---ma-']
65;ἀγοράσῃ;['ἀγοράζω'];['v3sasa---']
66;ἀγοράσῃς;['ἀγοράζω'];['v2sasa---']
67;ἀδελφῇ;['ἀδελφή'];['n-s---fd-']
68;ἀδελφός;['ἀδελφός'];['n-s---mn-']
69;ἀδελφοῦ;['ἀδελφός'];['n-s---mg-']
70;ἀδικήματι;['ἀδίκημα'];['n-s---nd-']
71;ἀεὶ;['ἀεί'];['d--------']
72;ἀκούειν;['ἀκούω'];['v--pna---']
73;ἀκούσασα;['ἀκούω'];['v-sapafn-']
74;ἀκούσασά;['ἀκούω'];['v-sapafn-']
75;ἀλγηδόνων;['ἀλγηδών'];['n-p---fg-']
76;ἀλγοῦντος;['ἀλγέω'];['v-sppamg-']
77;ἀλλὰ;['ἀλλά'];['c--------']
78;ἀλλ’;['ἀλλά'];['c--------']
79;ἀνάξιον;['ἀνάξιος'];['a-s---ma-']
80;ἀναδιδοῦσα;['ἀναδίδωμι'];['v-sppafn-']
81;ἀναπληρωσάτω;['ἀναπληρόω'];['v3sama---']
82;ἀναστρέφοιτο;['ἀναστρέφω'];['v3spom---']
83;ἀνασυραμένη;['ἀνασύρομαι'];['v-sapmfn-']
84;ἀνδράποδα;['ἀνδράποδον'];['n-p---na-']
85;ἀνδράποδον;['ἀνδράποδον'];['n-s---nv-']
86;ἀνδραγαθήσας;['ἀνδραγαθέω'];['v-sapamn-']
87;ἀνδρείᾳ;['ἀνδρεία'];['n-s---fd-']
88;ἀνδρὶ;['ἀνήρ'];['n-s---md-']
89;ἀνδρί;['ἀνήρ'];['n-s---md-']
90;ἀνδρῶν;['ἀνήρ'];['n-p---mg-']
91;ἀνεῖλε;['ἀναιρέω'];['v3saia---']
92;ἀνεῖλεν;['ἀναιρέω'];['v3saia---']
93;ἀνὴρ;['ἀνήρ'];['n-s---mn-']
94;ἀνοήτῳ;['ἀνόητος'];['a-s---md-']
95;ἀντέλεγε;['ἀντιλέγω'];['v3siia---']
96;ἀξίως;['ἄξιος'];['d--------']
97;ἀπαγγέλλων;['ἀπαγγέλλω'];['v-sppamn-']
98;ἀπέθανε;['ἀποθνῄσκω'];['v3saia---']
99;ἀπέθανεν;['ἀποθνῄσκω'];['v3saia---']
100;ἀπενεχθέντος;['ἀπένειμι'];['v-sappmg-']
101;ἀπήγγειλε;['ἀπαγγέλλω'];['v3saia---']
102;ἀπὸ;['ἀπό'];['r--------']
103;ἀπόθευ;['ἀπόθομαι'];['v2spmm---']
104;ἀπόλυσον;['ἀπολύω'];['v2sama---']
105;ἀποβήσοιτο;['ἀποβαίνω'];['v3sfom---']
106;ἀπογνοὺς;['ἀπογιγνώσκω'];['v-sapamn-']
107;ἀποδειλιάσας;['ἀποδειλιάω'];['v-sapamn-']
108;ἀποθάνῃ;['ἀποθνῄσκω'];['v3sasa---']
109;ἀποθανεῖσθαι;['ἀποθνῄσκω'];['v--fnm---']
110;ἀποκυήσασα;['ἀποκυέω'];['v-sapafn-']
111;ἀπολειφθέντι;['ἀπολείπω'];['v-sappmd-']
112;ἀπολώλασι;['ἀπόλλυμι'];['v3pria---']
113;ἀποτυχείν;['ἀποτυχείν'];['v--anp---']
114;ἀρετῆς;['ἀρετή'];['n-s---fg-']
115;ἀσμένη;['ἄσμενος'];['a-s---fn-']
116;ἀσπίδα;['ἀσπίς'];['n-s---fa-']
117;ἀσχημοσύνῃ;['ἀσχημοσύνη'];['n-s---fd-']
118;ἀφικομένου;['ἀφικνέομαι'];['v-sapmmg-']
119;ἀχρεῖον;['ἀχρεῖος'];['a-s---nn-']
120;ἁ;['ὁ'];['l-s---fn-']
121;ἅπαντα;['ἅπας'];['p-s---ma-']
122;ἅπαντας;['ἅπας'];['p-p---ma-']
123;ἁμαρτάνειν;['ἁμαρτάνω'];['v--pna---']
124;ἁπάντων;['ἅπας'];['p-p---mg-']
125;ἁρμόζοντα;['ἁρμόζω'];['v-sppama-']
126;αἰσχρόν;['αἰσχρός'];['a-s---nn-']
127;αἰσχύνεσθαι;['αἰσχύνω'];['v--pnm---']
128;αἰσχυνομένῳ;['αἰσχύνω'];['v-sppmmd-']
129;αἰτίας;['αἰτία'];['n-s---fg-']
130;αἰχμαλωτευθεῖσα;['αἰχμαλωτεύω'];['v-sappfn-']
131;αἱ;['ὁ'];['l-p---fn-']
132;αἵματος;['αἷμα'];['n-s---ng-']
133;αὖθι;['αὖθι'];['d--------']
134;αὐτὴν;['αὐτός'];['p-s---fa-']
135;αὐτήν;['αὐτός'];['p-s---fa-']
136;αὐτῇ;['αὐτός'];['p-s---fd-']
137;αὐτῆς;['αὐτός'];['p-s---fg-']
138;αὐτὸν;['αὐτός'];['p-s---ma-']
139;αὐτὸς;['αὐτός'];['p-s---mn-']
140;αὐτόν;['αὐτός'];['p-s---ma-']
141;αὐτοῖς;['αὐτός'];['p-p---md-']
142;αὐτοῦ;['αὐτός'];['p-s---mg-']
143;αὐτῷ;['αὐτός'];['p-s---md-']
144;αὑτῆς;['ἑαυτοῦ'];['p-s---fg-']
145;βαδίζειν;['βαδίζω'];['v--pna---']
146;βασιλέα;['βασιλεύς'];['n-s---ma-']
147;βασιλέως;['βασιλεύς'];['n-s---mg-']
148;βέλτιον;['ἀγαθός'];['a-s---nnc']
149;βελτίονα;['ἀγαθός'];['a-p---nac']
150;βῆμα;['βῆμα'];['n-s---na-']
151;βοᾶν;['βοάω'];['v--pna---']
152;βρέφος;['βρέφος'];['n-s---na-']
153;γὰρ;['γάρ'];['g--------']
154;γάρ;['γάρ'];['g--------']
155;γαμεῖν;['γαμέω'];['v--pna---']
156;γαμοῦντι;['γαμέω'];['v-sppamd-']
157;γέγηθα;['γηθέω'];['v1sria---']
158;γέλωτι;['γέλως'];['n-s---md-']
159;γεγηθέναι;['γηθέω'];['v--rna---']
160;γελοίῳ;['γέλοιος'];['a-s---nd-']
161;γενναῖον;['γενναῖος'];['a-s---ma-']
162;γενομένη;['γίγνομαι'];['v-sapmfn-']
163;γενομένων;['γίγνομαι'];['v-papmng-']
164;γνωρίμων;['γνώριμος'];['a-p---mg-']
165;γράφει;['γράφω'];['v3spia---']
166;γραΐδιον;['γραΐδιον'];['a-s---na-']
167;γύναι;['γυνή'];['n-s---fv-']
168;γυναικὸς;['γυνή'];['n-s---fg-']
169;γυναικός;['γυνή'];['n-s---fg-']
170;γυνὴ;['γυνή'];['n-s---fn-']
171;γ’;['γε'];['g--------']
172;δὲ;['δέ'];['c--------']
173;δέ;['δέ'];['c--------']
174;δέχομαι;['δέχομαι'];['v1spim---']
175;δεῖ;['δέω'];['v3spia---']
176;δεῖν;['δέω'];['v--pna---']
177;δειλαῖς;['δειλός'];['a-p---fd-']
178;δειλὸν;['δειλός'];['a-s---ma-']
179;δειλοὶ;['δειλός'];['a-p---mn-']
180;δεῦρο;['δεῦρο'];['d--------']
181;δίδωσι;['δίδωμι'];['v3spia---']
182;δίκαιά;['δίκαιος'];['a-p---na-']
183;διὰ;['διά'];['r--------']
184;διαπαρθενευθεῖσα;['διαπαρθενεύω'];['v-sappfn-']
185;διαφθείρασα;['διαφθείρω'];['v-sapafn-']
186;διηγουμένου;['διηγέομαι'];['v-sppmmg-']
187;δοῦναί;['δίδωμι'];['v--ana---']
188;δραπετεύσαντες;['δραπετεύω'];['v-papamn-']
189;δυνάμενος;['δύναμαι'];['v-sppmmn-']
190;δ’;['δέ'];['c--------']
191;ἔγραψε;['γράφω'];['v3saia---']
192;ἔδειξε;['δείκνυμι'];['v3saia---']
193;ἔζη;['ζάω'];['v3siia---']
194;ἔκ;['ἐκ'];['r--------']
195;ἔκνιψαι;['ἐκνίζω'];['v2samm---']
196;ἔκτανε;['κτείνω'];['v3saia---']
197;ἔμαθον;['μανθάνω'];['v1saia---']
198;ἔμελλεν;['μέλλω'];['v3siia---']
199;ἔπεμψαν;['πέμπω'];['v3paia---']
200;ἔπραξα;['πράσσω'];['v1saia---']
201;ἔργα;['ἔργον'];['n-p---na-']
202;ἔργοις;['ἔργον'];['n-p---nd-']
203;ἔρρε;['ἔρρω'];['v2spma---']
204;ἔσῃ;['εἰμί'];['v2sfim---']
205;ἔσο;['εἰμί'];['v2spma---']
206;ἔσονται;['εἰμί'];['v3pfim---']
207;ἔσται;['εἰμί'];['v3sfim---']
208;ἔσῳζε;['σῴζω'];['v3siia---']
209;ἔτεκον;['τίκτω'];['v1saia---']
210;ἔφη;['φημί'];['v3siia---']
211;ἔχει;['ἔχω'];['v3spia---']
212;ἔχειν;['ἔχω'];['v--pna---']
213;ἐὰν;['ἐάν'];['c--------']
214;ἐγὼ;['ἐγώ'];['p-s---cn-']
215;ἐγώ;['ἐγώ'];['p-s---cn-']
216;ἐδίδαξε;['διδάσκω'];['v3saia---']
217;ἐδόκει;['δοκέω'];['v3siia---']
218;ἐκ;['ἐκ'];['r--------']
219;ἐκβάλῃς;['ἐκβάλλω'];['v2sasa---']
220;ἐκείνη;['ἐκεῖνος'];['p-s---fn-']
221;ἐκείνου;['ἐκεῖνος'];['p-s---mg-']
222;ἐκείνους;['ἐκεῖνος'];['p-p---ma-']
223;ἐκείνῳ;['ἐκεῖνος'];['p-s---md-']
224;ἐκείνων;['ἐκεῖνος'];['p-p---mg-']
225;ἐκπέμψασά;['ἐκπέμπω'];['v-sapafn-']
226;ἐκποθήσεται;['ἐκπίνω'];['v3sfip---']
227;ἐλάφοισι;['ἔλαφος'];['n-p---fd-']
228;ἐλευθέρα;['ἐλεύθερος'];['a-s---fn-']
229;ἐλευθέρᾳ;['ἐλεύθερος'];['a-s---fd-']
230;ἐλθόντες;['ἔρχομαι'];['v-papamn-']
231;ἐμὸν;['ἐμός'];['a-s---ma-', 'a-s---nn-']
232;ἐμὸς;['ἐμός'];['a-s---mn-']
233;ἐμός;['ἐμός'];['a-s---mn-']
234;ἐμοί;['ἐγώ'];['p-s---cd-']
235;ἐν;['ἐν'];['r--------']
236;ἐναρέτου;['ἐνάρετος'];['a-s---fg-']
237;ἐνεκάλουν;['ἐγκαλέω'];['v3piia---']
238;ἐνεκαρτέρησε;['ἐγκαρτερέω'];['v3saia---']
239;ἐνίκησε;['νικάω'];['v3saia---']
240;ἐντεῦθεν;['ἐντεῦθεν'];['d--------']
241;ἐξέδυτε;['ἐκδύω'];['v2paia---']
242;ἐξήγαγεν;['ἐξάγω'];['v3saia---']
243;ἐξιόντα;['ἐξέρχομαι'];['v-sppama-']
244;ἐπαίρεσθαι;['ἐπαίρω'];['v--pnm---']
245;ἐπαφῆκεν;['ἐπαφίημι'];['v3saia---']
246;ἐπέστειλεν;['ἐπιστέλλω'];['v3saia---']
247;ἐπεὶ;['ἐπεί'];['c--------']
248;ἐπὶ;['ἐπί'];['r--------']
249;ἐπί;['ἐπί'];['r--------']
250;ἐπίγραμμα;['ἐπίγραμμα'];['n-s---nn-']
251;ἐπίσταται;['ἐπίσταμαι'];['v3spim---']
252;ἐπιδείξασα;['ἐπιδείκνυμι'];['v-sapafn-']
253;ἐπύθετο;['πυνθάνομαι'];['v3saim---']
254;ἐπυθόμην;['πυνθάνομαι'];['v1saim---']
255;ἐπ’;['ἐπί'];['r--------']
256;ἐρωτηθεῖσα;['ἐρωτάω'];['v-sappfn-']
257;ἐρωτηθεῖσά;['ἐρωτάω'];['v-sappfn-']
258;ἐρωτωμένη;['ἐρωτάω'];['v-sppmfn-']
259;ἐς;['εἰς'];['r--------']
260;ἐστὶν;['εἰμί'];['v3spia---']
261;ἐτέτακτο;['τάσσω'];['v3slim---']
262;ἐτελεύτα;['τελευτάω'];['v3siia---']
263;ἐφ’;['ἐπί'];['r--------']
264;ἕνεκεν;['ἕνεκα'];['r--------']
265;ἑαυτήν;['ἑαυτοῦ'];['p-s---fa-']
266;ἑαυτῆς;['ἑαυτοῦ'];['p-s---fg-']
267;ἑτέρα;['ἕτερος'];['p-s---fn-']
268;ἑτέρου;['ἕτερος'];['p-s---mg-']
269;εἰ;['εἰ'];['c--------']
270;εἶναι;['εἰμί'];['v--pna---']
271;εἶπε;['λέγω'];['v3saia---']
272;εἶπεν;['λέγω'];['v3saia---']
273;εἶτ’;['εἶτα'];['d--------']
274;εἰπόντος;['λέγω'];['v-sapamg-']
275;εἰποῦσα;['λέγω'];['v-sapafn-']
276;εἰς;['εἰς'];['r--------']
277;εἱστήκει;['ἵστημι'];['v3slia---']
278;εὔσχημον;['εὐσχήμων'];['a-s---nn-']
279;εὖ;['εὖ'];['d--------']
280;εὐτελὲς;['εὐτελής'];['a-s---na-']
281;ζῆν;['ζάω'];['v--pna---']
282;ἢ;['ἤ'];['c--------']
283;ἤκουσεν;['ἀκούω'];['v3saia---']
284;ἦλθεν;['ἔρχομαι'];['v3saia---']
285;ἦμεν;['εἰμί'];['v1piia---']
286;ἦν;['εἰμί'];['v3siia---']
287;ἠρώτα;['ἐρωτάω'];['v3siia---']
288;ἠρώτησεν;['ἐρωτάω'];['v3saia---']
289;ἡ;['ὁ'];['l-s---fn-']
290;ἥδιον;['ἡδύς'];['a-s---nnc']
291;ἥκετε;['ἥκω'];['v2ppia---']
292;ἥκων;['ἥκω'];['v-sppamn-']
293;ἧκον;['ἥκω'];['v3piia---']
294;ἧς;['ὅς'];['p-s---fg-']
295;ἡμῖν;['ἐγώ'];['p-p---cd-']
296;θάνατον;['θάνατος'];['n-s---ma-']
297;θάπτουσά;['θάπτω'];['v-sppafn-']
298;θάπτω;['θάπτω'];['v1spia---']
