;form;lemmi;postag
0;,;[','];['u--------']
1;.;['.'];['u--------']
2;";";"[';']";['u--------']
3;E;['E'];['z--------']
4;·;['·'];['u--------']
5;Ἀμμὼν;['Ἀμμών'];['n-s---m--']
6;Ἀσσύριος;['Ἀσσύριος'];['a-s---mn-']
7;Αἴγυπτος;['Αἴγυπτος'];['n-s---fn-']
8;Αἰθιοπία;['Αἰθιοπία'];['n-s---fn-']
9;Βασανῖτις;['Βασανῖτις'];['n-s---fn-']
10;Ἐλκεσαίου;['Ἐλκεσαῖος'];['n-s---mg-']
11;Θεὸς;['θεός'];['n-s---mn-']
12;Θεοῦ;['θεός'];['n-s---mg-']
13;Ἰακώβ;['Ἰακώβ'];['n--------']
14;Ἰούδα;['Ἰούδας'];['n-s---mv-']
15;Ἰσραήλ;['Ἰσραήλ'];['n--------']
16;Κάρμηλος;['Κάρμηλος'];['n-s---mn-']
17;Κύριον;['κύριος'];['n-s---ma-']
18;Κύριος;['κύριος'];['n-s---mn-']
19;Κυρίου;['κύριος'];['n-s---mg-']
20;Λίβυες;['Λίβυς'];['n-p---mn-']
21;Λιβάνου;['Λίβανος'];['n-s---mg-']
22;Ναοὺμ;['Ναοῦμ'];['n--------']
23;Νινευή;['Νινευή'];['n-s----g-', 'n-s---fn-']
24;ἄνδρας;['ἀνήρ'];['n-p---ma-']
25;ἄνδρισαι;['ἀνδρίζω'];['v2samm---']
26;ἄστρα;['ἄστρον'];['n-p---na-']
27;ἀγγελίαν;['ἀγγελία'];['n-s---fa-']
28;ἀδικίας;['ἀδικία'];['n-s---fg-']
29;ἀθῷον;['ἀθῷος'];['a-s---na-']
30;ἀθῳώσει;['ἀθῳόω'];['v3sfia---']
31;ἀκαθαρσίας;['ἀκαθαρσία'];['n-p---fa-']
32;ἀκοή;['ἀκοή'];['n-s---fn-']
33;ἀκούοντες;['ἀκούω'];['v-pppamn-']
34;ἀκουσθῇ;['ἀκούω'];['v3sasp---']
35;ἀκρὶς;['ἀκρίς'];['n-s---fn-']
36;ἀκρίς;['ἀκρίς'];['n-s---fn-']
37;ἀναβαίνοντος;['ἀναβαίνω'];['v-sppamg-']
38;ἀναβράσσοντος;['ἀναβράσσω'];['v-sppamg-']
39;ἀνατιναγμὸς;['ἀνατιναγμός'];['n-s---mn-']
40;ἀνέβαινε;['ἀναβαίνω'];['v3siia---']
41;ἀνέβη;['ἀναβαίνω'];['v3saia---']
42;ἀνέτειλε;['ἀνατέλλω'];['v3saia---']
43;ἀνεστάλη;['ἀναστέλλω'];['v3saip---']
44;ἀνθρώπων;['ἄνθρωπος'];['n-p---mg-']
45;ἀνοιγόμεναι;['ἀνοίγνυμι'];['v-pppmfn-']
46;ἀνοιχθήσονται;['ἀνοίγνυμι'];['v3pfip---']
47;ἀντιστήσεται;['ἀνθίστημι'];['v3sfim---']
48;ἀπαγγέλλοντος;['ἀπαγγέλλω'];['v-sppamg-']
49;ἀπέπνιξε;['ἀποπνίγω'];['v3saia---']
50;ἀπέστρεψε;['ἀποστρέφω'];['v3saia---']
51;ἀπειλῶν;['ἀπειλέω'];['v-sppamn-']
52;ἀπεκαλύφθη;['ἀποκαλύπτω'];['v3saip---']
53;ἀπῇρεν;['ἀπαίρω'];['v3siia---']
54;ἀπὸ;['ἀπό'];['r--------']
55;ἀπόδος;['ἀποδίδωμι'];['v2sama---']
56;ἀποκαλύψω;['ἀποκαλύπτω'];['v1sfia---']
57;ἀπ’;['ἀπό'];['r--------']
58;ἀργύριον;['ἀργύριον'];['n-s---na-']
59;ἀρχὰς;['ἀρχή'];['n-p---fa-']
60;ἀρχάς;['ἀρχή'];['n-p---fa-']
61;ἀρχὴ;['ἀρχή'];['n-s---fn-']
62;ἀσθενήσουσιν;['ἀσθενέω'];['v3pfia---']
63;ἀστραπαὶ;['ἀστραπή'];['n-p---fn-']
64;ἀτιμίαν;['ἀτιμία'];['n-s---fa-']
65;ἀττέλεβος;['ἀττέλαβος'];['n-s---mn-']
66;ἀφήλατο;['ἀφάλλομαι'];['v3saim---']
67;ἀχύροις;['ἄχυρος'];['n-p---md-']
68;ἅρματα;['ἅρμα'];['n-p---nn-']
69;ἅρματος;['ἅρμα'];['n-s---ng-']
70;ἅρμοσαι;['ἁρμόζω'];['v2samm---']
71;ἁρμάτων;['ἅρμα'];['n-p---ng-']
72;ἁρπαγῆς;['ἁρπαγή'];['n-s---fg-']
73;αἰσχύνην;['αἰσχύνη'];['n-s---fa-']
74;αἰχμάλωτος;['αἰχμάλωτος'];['a-s---fn-']
75;αἱ;['ὁ'];['l-p---fn-']
76;αἱμάτων;['αἷμα'];['n-p---ng-']
77;αὐτὴ;['αὐτός'];['p-s---fn-']
78;αὐτὴν;['αὐτός'];['p-s---fa-']
79;αὐτήν;['αὐτός'];['p-s---fa-']
80;αὐτῇ;['αὐτός'];['p-s---fd-']
81;αὐτῆς;['αὐτός'];['p-s---fg-']
82;αὐτὸ;['αὐτός'];['p-s---na-']
83;αὐτὸν;['αὐτός'];['p-s---ma-']
84;αὐτὸς;['αὐτός'];['p-s---mn-']
85;αὐτόν;['αὐτός'];['p-s---ma-']
86;αὐτοὶ;['αὐτός'];['p-p---mn-']
87;αὐτοῖς;['αὐτός'];['p-p---md-']
88;αὐτοὺς;['αὐτός'];['p-p---ma-']
89;αὐτοῦ;['αὐτός'];['p-s---mg-']
90;αὐτῶν;['αὐτός'];['p-p---mg-', 'p-p---fg-']
91;αὕτη;['οὗτος'];['p-s---fn-']
92;βαλοῦσι;['βάλλω'];['v3pfia---']
93;βαρείας;['βαρύς'];['a-s---fg-']
94;βαρυνθήσῃ;['βαρύνω'];['v2sfip---']
95;βασίλεια;['βασίλεια'];['n-p---nn-']
96;βασιλείαις;['βασίλεια'];['n-p---fd-']
97;βασιλεὺς;['βασιλεύς'];['n-s---mn-']
98;βδελυγμὸν;['βδελυγμός'];['n-s---ma-']
99;βεβάρυνται;['βαρύνω'];['v3srim---']
100;βιβλίον;['βιβλίον'];['n-s---nn-']
101;βοηθοὶ;['βοηθός'];['a-p---mn-']
102;βουλευόμενος;['βουλεύω'];['v-sppmmn-']
103;βουνοὶ;['βουνός'];['n-p---mn-']
104;βροῦχος;['βροῦχος'];['n-s---mn-']
105;βρωθήσεται;['βιβρώσκω'];['v3sfip---']
106;γῆ;['γῆ'];['n-s---fn-']
107;γῆς;['γῆ'];['n-s---fg-']
108;γινώσκων;['γιγνώσκω'];['v-sppamn-']
109;γλυπτὰ;['γλυπτός'];['a-p---na-']
110;γονάτων;['γόνυ'];['n-p---ng-']
111;γυναῖκες;['γυνή'];['n-p---fn-']
112;δεθήσονται;['δέω'];['v3pfip---']
113;δείξω;['δείκνυμι'];['v1sfia---']
114;δειλαία;['δείλαιος'];['a-s---fn-']
115;δεσμούς;['δεσμός'];['n-p---ma-']
116;δὶς;['δίς'];['d--------']
117;διὰ;['διά'];['r--------']
118;διαπαντός;['διαπαντός'];['d--------']
119;διαρρήξω;['διαρρήγνυμι'];['v1sfia---']
120;διασταλήσονται;['διαστέλλω'];['v3pfim---']
121;διατρέχουσαι;['διατρέχω'];['v-pppafn-']
122;διέπεσε;['διαπίπτω'];['v3saia---']
123;διέφθειραν;['διαφθείρω'];['v3paia---']
124;διεθρύβησαν;['διαθρύπτω'];['v3paip---']
125;διελθεῖν;['διέρχομαι'];['v--ana---']
126;διήρπαζον;['διαρπάζω'];['v3piia---']
127;διηνοίχθησαν;['διανοίγνυμι'];['v3paip---']
128;διότι;['διότι'];['c--------']
129;διώκοντος;['διώκω'];['v-sppamg-']
130;διώξεται;['διώκω'];['v3sfim---']
131;δοῦλαι;['δούλη'];['n-p---fn-']
132;δυνάστας;['δυνάστης'];['n-p---ma-']
133;δυναστείας;['δυναστεία'];['n-s---fg-']
134;δυνατοὺς;['δυνατός'];['a-p---ma-']
135;ἔγνω;['γιγνώσκω'];['v3saia---']
136;ἔθνεσι;['ἔθνος'];['n-p---nd-']
137;ἔθνεσιν;['ἔθνος'];['n-p---nd-']
138;ἔθνη;['ἔθνος'];['n-p---na-']
139;ἔμβηθι;['ἐμβαίνω'];['v2sama---']
140;ἔνδοξα;['ἔνδοξος'];['a-p---na-']
141;ἔπλησε;['πίμπλημι'];['v3saia---']
142;ἔργα;['ἔργον'];['n-p---nn-']
143;ἔσῃ;['εἰμί'];['v2sfim---']
144;ἔσθοντος;['ἔσθω'];['v-sppamg-']
145;ἔσται;['εἰμί'];['v3sfim---']
146;ἔστη;['ἵστημι'];['v3saia---']
147;ἔστησαν;['ἵστημι'];['v3paia---']
148;ἔστιν;['εἰμί'];['v3spia---']
149;ἔτι;['ἔτι'];['d--------']
150;ἔχουσαι;['ἔχω'];['v-pppafn-']
151;ἐὰν;['ἐάν'];['c--------']
152;ἐγένοντο;['γίγνομαι'];['v3paim---']
153;ἐγὼ;['ἐγώ'];['p-s---cn-']
154;ἐδαφιοῦσιν;['ἐδαφίζω'];['v3pfia---']
155;ἐκ;['ἐκ'];['r--------']
156;ἐκβρασμὸς;['ἐκβρασμός'];['n-s---mn-']
157;ἐκδεχόμενος;['ἐκδέχομαι'];['v-sppmmn-']
158;ἐκδικήσει;['ἐκδικέω'];['v3sfia---']
159;ἐκδικῶν;['ἐκδικέω'];['v-sppamn-']
160;ἐκεῖ;['ἐκεῖ'];['d--------']
161;ἐκκαύσω;['ἐκκαίω'];['v1sfia---']
162;ἐκοίμισε;['κοιμίζω'];['v3saia---']
163;ἐκτινάσσοντες;['ἐκτινάσσω'];['v-pppamn-']
164;ἐκτιναγμὸς;['ἐκτιναγμός'];['n-s---mn-']
165;ἐκφοβῶν;['ἐκφοβέω'];['v-sppamn-']
166;ἐμπαίζοντας;['ἐμπαίζω'];['v-pppama-']
167;ἐμπορίας;['ἐμπορία'];['n-p---fa-']
168;ἐμφυσῶν;['ἐμφυσάω'];['v-sppamn-']
169;ἐν;['ἐν'];['r--------']
170;ἐνακουσθήσεται;['ἐνακούω'];['v3sfip---']
171;ἐναντία;['ἐναντίος'];['a-p---na-']
172;ἐντελεῖται;['ἐντέλλω'];['v3spim---']
173;ἐνύσταξαν;['νυστάζω'];['v3paia---']
174;ἐξ;['ἐκ'];['r--------']
175;ἐξαίρων;['ἐξαίρω'];['v-sppamn-']
176;ἐξαιρούμενος;['ἐξαιρέω'];['v-sppmmn-']
177;ἐξανθοῦντα;['ἐξανθέω'];['v-pppann-']
178;ἐξαστραπτόντων;['ἐξαστράπτω'];['v-pppang-']
179;ἐξέλιπε;['ἐκλείπω'];['v3saia---']
180;ἐξελεύσεται;['ἐξέρχομαι'];['v3sfim---']
181;ἐξεπετάσθη;['ἐκπετάννυμι'];['v3saip---']
182;ἐξερημῶν;['ἐξερημόω'];['v-sppamn-']
183;ἐξετίναξαν;['ἐκτινάσσω'];['v3paia---']
184;ἐξήλατο;['ἐξάλλομαι'];['v3saim---']
185;ἐξῇρται;['ἐξαίρω'];['v3srim---']
186;ἐξολοθρεύσει;['ἐξολοθρεύω'];['v3sfia---']
187;ἐξολοθρεύσω;['ἐξολοθρεύω'];['v1sfia---']
188;ἐπεγειρομένους;['ἐπεγείρω'];['v-pppmma-']
189;ἐπῆλθεν;['ἐπέρχομαι'];['v3saia---']
190;ἐπὶ;['ἐπί'];['r--------']
191;ἐπίσπασαι;['ἐπισπάω'];['v2samm---']
192;ἐπίχαρις;['ἐπίχαρις'];['n-s---fn-']
193;ἐπιβεβηκυῖα;['ἐπιβαίνω'];['v-srpafn-']
194;ἐπιβλέπων;['ἐπιβλέπω'];['v-sppamn-']
195;ἐπιθυμητὰ;['ἐπιθυμητός'];['a-p---nn-']
196;ἐπιρρίψω;['ἐπιρριπτέω'];['v1sfia---']
197;ἐπλήθυνας;['πληθύνω'];['v2saia---']
198;ἐπορεύθη;['πορεύω'];['v3saip---']
199;ἐπ’;['ἐπί'];['r--------']
200;ἐρεῖ;['λέγω'];['v3sfia---']
201;ἐσαλεύθησαν;['σαλεύω'];['v3paip---']
202;ἐσείσθησαν;['σείω'];['v3paip---']
203;ἐστι;['εἰμί'];['v3spia---']
204;ἐφλέγμανεν;['φλεγμαίνω'];['v3saia---']
205;ἐχθροῖς;['ἐχθρός'];['a-p---md-']
206;ἐχθροὺς;['ἐχθρός'];['a-p---ma-']
207;ἐχθρῶν;['ἐχθρός'];['a-p---mg-']
208;ἕως;['ἕως'];['r--------']
209;ἑόρταζε;['ἑορτάζω'];['v2spma---']
210;ἑορτάς;['ἑορτή'];['n-p---fa-']
211;ἑτοίμασαι;['ἑτοιμάζω'];['v2samm---']
212;ἑτοιμάσουσι;['ἑτοιμάζω'];['v3pfia---']
213;ἑτοιμασίας;['ἑτοιμασία'];['n-s---fg-']
214;εἰρήνην;['εἰρήνη'];['n-s---fa-']
215;εἰς;['εἰς'];['r--------']
216;εἰσελθεῖν;['εἰσέρχομαι'];['v--ana---']
217;εὐαγγελιζομένου;['εὐαγγελίζομαι'];['v-sppmmg-']
218;εὐλαβουμένους;['εὐλαβέομαι'];['v-pppmma-']
219;εὐχάς;['εὐχή'];['n-p---fa-']
220;ζηλωτὴς;['ζηλωτής'];['n-s---mn-']
221;ζητήσεις;['ζητέω'];['v2sfia---']
222;ζητήσω;['ζητέω'];['v1sasa---']
223;ἤγοντο;['ἄγω'];['v3piim---']
224;ἦν;['εἰμί'];['v3siia---']
225;ἡ;['ὁ'];['l-s---fn-']
226;ἥλιος;['ἥλιος'];['n-s---mn-']
227;ἥρπασε;['ἁρπάζω'];['v3saia---']
228;ἧς;['ὅς'];['p-s---fg-']
229;ἡγουμένη;['ἡγέομαι'];['v-sppmfn-']
230;ἡμέρᾳ;['ἡμέρα'];['n-s---fd-']
231;ἡμέρας;['ἡμέρα'];['n-p---fa-']
232;ἡνίαι;['ἡνία'];['n-p---fn-']
233;θάλασσα;['θάλασσα'];['n-s---fn-']
234;θαλάσσῃ;['θάλασσα'];['n-s---fd-']
235;θεμελίου;['θεμέλιος'];['a-s---ng-']
236;θήρα;['θήρα'];['n-s---fn-']
237;θήραν;['θήρα'];['n-s---fa-']
238;θήρας;['θήρα'];['n-p---fa-']
239;θήσομαι;['τίθημι'];['v1sfim---']
240;θήσομαί;['τίθημι'];['v1sfim---']
241;θλίψει;['θλῖψις'];['n-s---fd-']
242;θλίψεως;['θλῖψις'];['n-s---fg-']
243;θορυβηθήσονται;['θορυβέω'];['v3pfip---']
244;θραυσμὸς;['θραυσμός'];['n-s---mn-']
245;θυμὸς;['θυμός'];['n-s---mn-']
246;θυμοῦ;['θυμός'];['n-s---mg-']
247;ἴασις;['ἴασις'];['n-s---fn-']
248;ἰδοὺ;['ἰδού'];['i--------']
249;ἰσχὺς;['ἰσχύς'];['n-s---fn-']
250;ἰσχύϊ;['ἰσχύς'];['n-s---fd-']
251;ἵππου;['ἵππος'];['n-s---mg-']
252;ἱκανὰ;['ἱκανός'];['a-p---na-']
253;ἱππέως;['ἱππεύς'];['n-s---mg-']
254;ἱππεῖς;['ἱππεύς'];['n-p---mn-']
255;καθὼς;['καθώς'];['d--------']
256;καὶ;['καί'];['c--------']
257;καί;['καί'];['c--------']
258;κακία;['κακία'];['n-s---fn-']
259;καλάμη;['καλάμη'];['n-s---fn-']
260;καλὴ;['καλός'];['a-s---fn-']
261;καπνῷ;['καπνός'];['n-s---md-']
262;καρδίαις;['καρδία'];['n-p---fd-']
263;καρδίας;['καρδία'];['n-s---fg-']
264;κατὰ;['κατά'];['r--------']
265;κατάρχων;['κατάρχω'];['v-sppamn-']
266;καταβήσεται;['καταβαίνω'];['v3sfim---']
267;κατακλυσμῷ;['κατακλυσμός'];['n-s---md-']
268;κατακράτησον;['κατακρατέω'];['v2sama---']
269;καταφάγεται;['κατεσθίω'];['v3sfim---']
270;καταφάγεταί;['κατεσθίω'];['v3sfim---']
271;κατοικητήριον;['κατοικητήριον'];['n-s---nn-', 'n-s---na-']
272;κατοικοῦντες;['κατοικέω'];['v-pppamn-']
273;κατοικοῦσα;['κατοικέω'];['v-sppafn-']
274;κλήματα;['κλῆμα'];['n-p---na-']
275;κλήρους;['κλῆρος'];['n-p---ma-']
276;κόσμου;['κόσμος'];['n-s---mg-']
277;κολυμβήθρα;['κολυμβήθρα'];['n-s---fn-']
278;κονιορτὸς;['κονιορτός'];['n-s---mn-']
279;κράτησον;['κρατέω'];['v2sama---']
280;κροτήσουσι;['κροτέω'];['v3pfia---']
281;κύκλῳ;['κύκλος'];['n-s---md-']
282;λαμπάδες;['λαμπάς'];['n-p---fn-']
283;λαός;['λαός'];['n-s---mn-']
284;λαοὺς;['λαός'];['n-p---ma-']
285;λέγει;['λέγω'];['v3spia---']
286;λέοντάς;['λέων'];['n-p---ma-']
287;λέοντος;['λέων'];['n-s---mg-']
288;λέουσιν;['λέων'];['n-p---md-']
289;λέων;['λέων'];['n-s---mn-']
290;λεόντων;['λέων'];['n-p---mg-']
291;λῆμμα;['λῆμμα'];['n-s---nn-']
292;λογίζεσθε;['λογίζομαι'];['v2ppim---']
293;λογισμὸς;['λογισμός'];['n-s---mn-']
294;μακρόθυμος;['μακρόθυμος'];['a-s---mn-']
295;μαστίγων;['μάστιξ'];['n-p---fg-']
296;μεγάλη;['μέγας'];['a-s---fn-']
