;form;lemmi;postag
0;,;[','];['u--------']
1;-δὲ;['δέ'];['c--------']
2;-τε;['τε'];['c--------']
3;.;['.'];['u--------']
4;";";"[';']";['u--------']
5;E;['E'];['z--------']
6;·;['·'];['u--------']
7;Ἀσκληπιέ;['Ἀσκληπιός'];['n-s---mv-']
8;ἄλλα;['ἄλλος'];['p-p---na-']
9;ἄλληλα;['ἀλλήλων'];['p-p---na-']
10;ἄλλοις;['ἄλλος'];['p-p---nd-', 'p-p---md-']
11;ἄλλως;['ἄλλος'];['d--------']
12;ἄνθρωπον;['ἄνθρωπος'];['n-s---ma-']
13;ἄνθρωπος;['ἄνθρωπος'];['n-s---mn-']
14;ἄπιστα;['ἄπιστος'];['a-p---na-', 'a-p---nn-']
15;ἀγαθὰ;['ἀγαθός'];['a-p---na-']
16;ἀγαθά;['ἀγαθός'];['a-p---nn-']
17;ἀγαθὸς;['ἀγαθός'];['a-s---mn-']
18;ἀγαθοποιεῖ;['ἀγαθοποιέω'];['v3spia---']
19;ἀγαθοῦ;['ἀγαθός'];['a-s---ng-']
20;ἀγαθῶι;['ἀγαθός'];['a-s---nd-']
21;ἀγαθῶν;['ἀγαθός'];['a-p---ng-']
22;ἀγνοοῦντι;['ἀγνοέω'];['v-sppamd-']
23;ἀγχόνας;['ἀγχόνη'];['n-p---fa-']
24;ἀδελφὴ;['ἀδελφή'];['n-s---fn-']
25;ἀδιαλείπτωι;['ἀδιάλειπτος'];['a-s---nd-']
26;ἀέρος;['ἀήρ'];['n-s---mg-']
27;ἀεὶ;['ἀεί'];['d--------']
28;ἀκόλουθον;['ἀκόλουθος'];['a-s---na-']
29;ἀκοπιάστωι;['ἀκοπίαστος'];['a-s---nd-']
30;ἀληθὲς;['ἀληθής'];['a-s---na-']
31;ἀληθείας;['ἀλήθεια'];['n-s---fg-']
32;ἀληθῆ;['ἀληθής'];['a-p---nn-']
33;ἀλλὰ;['ἀλλά'];['c--------']
34;ἀλλήλαις;['ἀλλήλων'];['p-p---fd-']
35;ἀλλήλων;['ἀλλήλων'];['p-p---ng-']
36;ἀλλ’;['ἀλλά'];['c--------']
37;ἀμφότερα;['ἀμφότερος'];['a-p---nn-']
38;ἀμφότεραι;['ἀμφότερος'];['a-p---fn-']
39;ἀμφοτέρας;['ἀμφότερος'];['a-p---fa-']
40;ἀνάγκης;['ἀνάγκη'];['n-s---fg-']
41;ἀναγκαίως;['ἀναγκαῖος'];['d--------']
42;ἀναγκαῖον;['ἀναγκαῖος'];['a-s---na-']
43;ἀναίσθητός;['ἀναίσθητος'];['a-s---mn-']
44;ἀνανέωσιν;['ἀνανέωσις'];['n-s---fa-']
45;ἀνανεοῖ;['ἀνανεόομαι'];['v3spia---']
46;ἀναφέρει;['ἀναφέρω'];['v3spia---']
47;ἀνθρώπινον;['ἀνθρώπινος'];['a-s---nn-']
48;ἀνθρώποις;['ἄνθρωπος'];['n-p---md-']
49;ἀνθρωπείαι;['ἀνθρώπειος'];['a-s---fd-']
50;ἀνόητος;['ἀνόητος'];['a-s---mn-']
51;ἀπιστῆσαι;['ἀπιστέω'];['v--ana---']
52;ἀπὸ;['ἀπό'];['r--------']
53;ἀποδέδωκα;['ἀποδίδωμι'];['v1sria---']
54;ἀποκυηθεῖσαν;['ἀποκυέω'];['v-sappfa-']
55;ἀπολαύει;['ἀπολαύω'];['v3spia---']
56;ἀπολειφθήσεταί;['ἀπολείπω'];['v3sfip---']
57;ἀποποιεῖν;['ἀποποιέω'];['v--pna---']
58;ἀποφαίνομαι;['ἀποφαίνω'];['v1spim---']
59;ἀρέσκουσιν;['ἀρέσκω'];['v3ppia---']
60;ἀρετὴ;['ἀρετή'];['n-s---fn-']
61;ἀσεβείας;['ἀσέβεια'];['n-p---fa-']
62;ἅμα;['ἅμα'];['d--------']
63;ἅπαντά;['ἅπας'];['p-p---nn-']
64;ἅπαξ;['ἅπαξ'];['d--------']
65;ἁπλούστερα;['ἁπλόος'];['a-p---nnc']
66;ἁπλουστέραν;['ἁπλόος'];['a-s---fac']
67;αἴσθησιν;['αἴσθησις'];['n-s---fa-']
68;αἴσθησις;['αἴσθησις'];['n-s---fn-']
69;αἰσθήσει;['αἴσθησις'];['n-s---fd-']
70;αἰσθήσεως;['αἴσθησις'];['n-s---fg-']
71;αἰσθῆναι;['αἴδομαι'];['v--ana---']
72;αἰσθόμενος;['αἰσθάνομαι'];['v-sapmmn-']
73;αὐτὰ;['αὐτός'];['p-p---na-']
74;αὐτῆς;['αὐτός'];['p-s---fg-']
75;αὐτὸς;['αὐτός'];['p-s---mn-']
76;αὐτοῖς;['αὐτός'];['p-p---md-']
77;αὐτοῦ;['αὐτός'];['p-s---mg-']
78;αὐτῶι;['αὐτός'];['p-s---md-']
79;βαρύτερα;['βαρύς'];['a-p---nnc']
80;βλασφημοῦντες;['βλασφημέω'];['v-pppamn-']
81;βλασφημοῦσι;['βλασφημέω'];['v3ppia---']
82;βουλήσεως;['βούλησις'];['n-s---fg-']
83;γὰρ;['γάρ'];['g--------']
84;γάρ;['γάρ'];['g--------']
85;γε;['γε'];['g--------']
86;γέλωτα;['γέλως'];['n-s---ma-']
87;γεγονέναι;['γίγνομαι'];['v--rna---']
88;γενέσεις;['γένεσις'];['n-p---fa-']
89;γενέσεων;['γένεσις'];['n-p---fg-']
90;γενέσεως;['γένεσις'];['n-s---fg-']
91;γενέσθαι;['γίγνομαι'];['v--anm---']
92;γενόμενα;['γίγνομαι'];['v-papmna-']
93;γενόμενος;['γίγνομαι'];['v-sapmmn-']
94;γεωργὸς;['γεωργός'];['n-s---mn-']
95;γῆ;['γῆ'];['n-s---fn-']
96;γῆς;['γῆ'];['n-s---fg-']
97;γίνεται;['γίγνομαι'];['v3spim---']
98;γινόμενα;['γίγνομαι'];['v-pppmnn-']
99;γινομένων;['γίγνομαι'];['v-pppmng-']
100;γνώσει;['γνῶσις'];['n-s---fd-']
101;γνώσεως;['γνῶσις'];['n-s---fg-']
102;γνῶσιν;['γνῶσις'];['n-s---fa-']
103;γνῶσις;['γνῶσις'];['n-s---fn-']
104;δαίμονι;['δαίμων'];['n-s---md-']
105;δαίμονος;['δαίμων'];['n-s---mg-']
106;δαιμόνων;['δαίμων'];['n-p---mg-']
107;δαιμονίων;['δαιμόνιον'];['n-p---ng-']
108;δὲ;['δέ'];['c--------']
109;δέ;['δέ'];['c--------']
110;δεῖν;['δέω'];['v--pna---']
111;δεισιδαιμονίας;['δεισιδαιμονία'];['n-s---fg-']
112;δημιουργὸς;['δημιουργός'];['n-s---mn-']
113;δημιουργός;['δημιουργός'];['n-s---mn-']
114;δημιουργῶν;['δημιουργέω'];['v-sppamn-']
115;διὰ;['διά'];['r--------']
116;διάφορα;['διάφορος'];['a-p---na-']
117;διαιρεῖσθαι;['διαιρέω'];['v--pnm---']
118;διαλύων;['διαλύω'];['v-sppamn-']
119;διαφέρει;['διαφέρω'];['v3spia---']
120;διαφορὰν;['διαφορά'];['n-s---fa-']
