;form;lemmi;postag
0;;[None];[None]
1;"""";"['""']";['u--------']
2;(;['('];['u--------']
3;);[')'];['u--------']
4;,;[','];['u--------']
5;-δὲ;['δέ'];['c--------']
6;-δ’;['δέ'];['c--------']
7;-τε;['τε'];['c--------']
8;-τ’;['τε'];['c--------']
9;.;['.'];['u--------']
10;";";"[';']";['u--------']
11;E;['E'];['z--------']
12;G_L;['G'];['z--------']
13;·;['·'];['u--------']
14;Ἄμαξαν;['Ἄμαξα'];['n-s---fa-']
15;Ἄρηος;['Ἄρης'];['n-s---mg-']
16;Ἄρης;['Ἄρης'];['n-s---mn-']
17;Ἄρκτος;['Ἄρκτος'];['n-s---mn-']
18;Ἄττιν;['Ἄττις'];['n-s---ma-']
19;Ἀδώνιδος;['Ἄδωνις'];['n-s---mg-']
20;Ἀθήνης;['Ἀθήνη'];['n-s---fg-']
21;Ἀθηνῶν;['Ἀθῆναι'];['n-p---fg-']
22;Ἀλκμέων;['Ἀλκμέων'];['n-s---mn-']
23;Ἀμάξας;['Ἄμαξα'];['n-p---fa-', 'n-s---fg-']
24;Ἀνάκρεον;['Ἀνακρέων'];['n-s---mv-']
25;Ἀνακρέοντι;['Ἀνακρέων'];['n-s---md-']
26;Ἀνακρέοντος;['Ἀνακρέων'];['n-s---mg-']
27;Ἀνακρέων;['Ἀνακρέων'];['n-s---mn-']
28;Ἀπόλλωνα;['Ἀπόλλων'];['n-s---ma-']
29;Ἀτρείδας;['Ἀτρείδης'];['n-p---ma-']
30;Ἀχαΐης;['Ἀχαία'];['n-s---fg-']
31;Ἀχιλλεύς;['Ἀχιλλεύς'];['n-s---mn-']
32;Αἴας;['Αἴας'];['n-s---mn-']
33;Αἰδοῦς;['αἰδώς'];['n-s---fg-']
34;Βάθυλλον;['Βάθυλλος'];['n-s---ma-']
35;Βάκχαι;['Βάκχη'];['n-p---fn-']
36;Βαθύλλου;['Βάθυλλος'];['n-s---mg-']
37;Βακτρίων;['Βάκτριος'];['a-p---mg-']
38;Βοώτεω;['Βοώτης'];['n-s---mg-']
39;Βοώτου;['Βοώτης'];['n-s---mg-']
40;Βρομίου;['Βρόμιος'];['n-s---mg-']
41;Γαδείρων;['Γάδειρα'];['n-p---ng-']
42;Γύγεω;['Γύγης'];['n-s---mg-']
43;Διόνυσος;['Διόνυσος'];['n-s---mn-']
44;Διονυσίην;['Διονύσιος'];['a-s---fa-']
45;Ἔπειθ’;['Ἔπειτα'];['d--------']
46;Ἔρως;['Ἔρως'];['n-s---mn-', 'n-s---mv-']
47;Ἔρωτα;['Ἔρως'];['n-s---ma-']
48;Ἔρωτας;['Ἔρως'];['n-p---ma-']
