;form;lemmi;postag
0;;[None];[None]
1;"""";"['""']";['u--------']
2;,;[','];['u--------']
3;.;['.'];['u--------']
4;E;['E'];['z--------']
5;G?;['G'];['z--------']
6;·;['·'];['u--------']
7;Ἄθως;['Ἄθως'];['n-s---mn-']
8;Ἀθήνῃσιν;['Ἀθῆναι'];['n-p---fd-']
9;Ἀθηναῖος;['Ἀθηναῖος'];['a-s---mn-']
10;Ἀρκτούρου;['Ἀρκτοῦρος'];['n-s---mg-']
11;Ἀρκτούρῳ;['Ἀρκτοῦρος'];['n-s---md-']
12;Ἀρκτοῦρος;['Ἀρκτοῦρος'];['n-s---mn-']
13;Ἀρχίλοχος;['Ἀρχίλοχος'];['n-s---mn-']
14;Αἰγίνῃ;['Αἰγίνη'];['n-s---fd-']
15;Αἰγύπτιοι;['Αἰγύπτιος'];['a-p---mn-']
16;Βρίληττον;['Βρίληττος'];['n-s---ma-']
17;Γυρῶν;['Γυραί'];['n-p---fg-']
18;Διὸς;['Ζεύς'];['n-s---mg-']
19;Ἑλλανίου;['Ἑλλάνιος'];['a-s---mg-']
20;Ἑρμοῦ;['Ἑρμῆς'];['n-s---mg-']
21;Εὔβοια;['Εὔβοια'];['n-s---fn-']
22;Ἴδης;['Ἴδη'];['n-s---fg-']
23;Καρκίνῳ;['Καρκίνος'];['n-s---md-']
24;Κλεόστρατος;['Κλεόστρατος'];['n-s---mn-']
25;Κυνὶ;['Κύων'];['n-s---fd-']
26;Κυνός;['Κυνός'];['n-s---mn-']
27;Λεπετύμνου;['Λεπέτυμνος'];['n-s---mg-']
28;Λυκαβηττοῦ;['Λυκαβησσός'];['n-s---mg-']
29;Ματρικέτας;['Ματρικέτας'];['n-s---mn-']
30;Μέτων;['Μέτων'];['n-s---mn-']
31;Μηθύμνῃ;['Μηθύμνη'];['n-s---fd-']
32;Ὄλυμπος;['Ὄλυμπος'];['n-s---mn-']
33;Ὄνοι;['Ὄνος'];['n-p---mn-']
34;Πάρνηθα;['Πάρνης'];['n-s---fa-', 'n-s---ma-']
35;Πάρνηθος;['Πάρνης'];['n-s---fg-']
36;Πήλιον;['Πήλιον'];['n-s---na-']
37;Πλειάδι;['Πλειάς'];['n-s---fd-']
38;Πλειάδος;['Πλειάς'];['n-s---fg-']
39;Πλειάς;['Πλειάς'];['n-s---fn-']
40;Πόντος;['Πόντος'];['n-s---mn-']
41;Πόντῳ;['Πόντος'];['n-s---md-']
42;Σῆμα;['Σῆμα'];['n-s---nn-']
43;Τενέδῳ;['Τένεδος'];['n-s---fd-']
44;Ὕμηττον;['Ὕμηττος'];['n-s---ma-']
45;Ὕμηττος;['Ὕμηττος'];['n-s---mn-']
