;form;lemmi;postag
0;;[None];[None]
1;,;[','];['u--------']
2;-δ’;['δέ'];['c--------']
3;-θ’;['τε'];['c--------']
4;-τε;['τε'];['c--------']
5;.;['.'];['u--------']
6;";";"[';']";['u--------']
7;E;['E'];['z--------']
8;G?;['G'];['z--------']
9;·;['·'];['u--------']
10;Αἰγίνῃ;['Αἰγίνη'];['n-s---fd-']
11;Αἰγύπτιον;['Αἰγύπτιος'];['a-s---ma-', 'a-s---nn-', 'a-s---na-']
12;Αἰγυπτίας;['Αἰγύπτιος'];['a-s---fg-']
13;Δημόκριτος;['Δημόκριτος'];['n-s---mn-']
14;Ἐρετρικὸν;['Ἐρετρικός'];['a-s---nn-']
15;Ἐρυθραῖας;['Ἐρυθραῖος'];['a-s---mn-']
16;Ἐρυθραῖον;['Ἐρυθραῖος'];['a-s---ma-']
17;Ἑλλάδι;['Ἑλλάς'];['n-s---fd-']
18;Ἡρακλεώτην;['Ἡρακλεώτης'];['n-s---ma-']
19;Θάσῳ;['Θάσος'];['n-s---fd-']
20;Κεδροπόλιος;['Κεδρόπολις'];['n-s---fg-']
21;Κιλικίᾳ;['Κιλικία'];['n-s---fd-']
22;Κιλικίαν;['Κιλικία'];['n-s---fa-']
23;Κύπρῳ;['Κύπρος'];['n-s---fd-']
24;Κυκλάδων;['Κυκλάδες'];['n-p---fg-']
25;Συρίας;['Συρία'];['n-s---fg-']
26;Φὰρ;['Φάρ'];['n-s---m--']
27;ἂν;['ἐάν', 'ἄν'];['c--------', 'g--------']
28;ἄγαν;['ἄγαν'];['d--------']
29;ἄγονοι;['ἄγονος'];['a-p---mn-']
30;ἄγουσιν;['ἄγω'];['v3ppia---']
31;ἄκρατον;['ἄκρατος'];['a-s---na-']
32;ἄλας;['ἄλη'];['n-p---fa-']
33;ἄλλα;['ἄλλος'];['p-p---na-', 'p-p---nn-']
34;ἄλλας;['ἄλλος'];['p-p---fa-']
35;ἄλληλα;['ἀλλήλων'];['p-p---na-']
36;ἄλλο;['ἄλλος'];['p-s---nn-']
37;ἄλλοις;['ἄλλος'];['p-p---nd-', 'p-p---md-']
38;ἄλλον;['ἄλλος'];['p-s---ma-']
39;ἄλλος;['ἄλλος'];['p-s---mn-']
40;ἄλλους;['ἄλλος'];['p-p---ma-']
41;ἄλλων;['ἄλλος'];['p-p---mg-', 'p-p---ng-']
42;ἄλλως;['ἄλλος'];['d--------']
43;ἄλλ’;['ἄλλος'];['p-p---nn-']
44;ἄλογον;['ἄλογος'];['a-s---nn-']
45;ἄμα;['ἅμα'];['d--------']
46;ἄμικτα;['ἄμικτος'];['a-p---nn-']
