;form;lemmi;postag
0;"""";"['""']";['u--------']
1;,;[','];['u--------']
2;-δὲ;['δέ'];['c--------']
3;-δ’;['δέ'];['c--------']
4;-τε;['τε'];['c--------']
5;-τ’;['τε'];['c--------']
6;.;['.'];['u--------']
7;";";"[';']";['u--------']
8;E;['E'];['z--------']
9;·;['·'];['u--------']
10;Ἀβεντῖνον;['Ἀβεντῖνος'];['n-s---ma-']
11;Ἀντύλλιος;['Ἀντύλλιος'];['n-s---mn-']
12;Ἀντυλλίου;['Ἀντύλλιος'];['n-s---mg-']
13;Ἀρτέμιδος;['Ἄρτεμις'];['n-s---fg-']
14;Ἀφρικανὸς;['Ἀφρικανός'];['n-s---mn-']
15;Ἀφρικανοῦ;['Ἀφρικανός'];['n-s---mg-']
16;Βετουρίου;['Βετούριος'];['n-s---mg-']
17;Βεττίῳ;['Βέττιος'];['n-s---md-']
18;Γάϊον;['Γάϊος'];['n-s---ma-']
19;Γάϊος;['Γάϊος'];['n-s---mn-']
20;Γάιε;['Γαῗος'];['n-s---mv-']
21;Γάιον;['Γάιος'];['n-s---ma-']
22;Γάιος;['Γάιος'];['n-s---mn-']
23;Γαΐου;['Γάϊος'];['n-s---mg-']
24;Γαΐῳ;['Γαῖος'];['n-s---md-']
25;Γαλάτας;['Γαλάτης'];['n-p---ma-']
26;Γενυκίου;['Γενύκιος'];['n-s---mg-']
27;Γράγχον;['Γράγχος'];['n-s---ma-']
28;Γράγχος;['Γράγχος'];['n-s---mn-']
29;Γράγχου;['Γράγχος'];['n-s---mg-']
30;Γράγχων;['Γράγχος'];['n-p---mg-']
31;Δρούσου;['Δροῦσος'];['n-s---mg-']
32;Δρούσῳ;['Δροῦσος'];['n-s---md-']
33;Δροῦσος;['Δροῦσος'];['n-s---mn-']
34;Ἐριννύων;['Ἐριννύς'];['n-p---fg-']
35;Ἑλλήνων;['Ἕλλην'];['n-p---mg-']
36;Ἡραίαν;['Ἡραῖος'];['a-s---fa-']
37;Ἰβηρίας;['Ἰβηρία'];['n-s---fg-']
38;Ἰουγούρθαν;['Ἰουγούρθας'];['n-s---ma-']
39;Ἰουνωνίαν;['Ἰουνωνία'];['n-s---fa-']
40;Ἰταλίας;['Ἰταλία'];['n-s---fg-']
41;Ἰταλιώτας;['Ἰταλιώτης'];['n-p---ma-']
42;Καπετώλιον;['Καπετώλιον'];['n-s---nn-']
43;Καπετωλίου;['Καπετώλιον'];['n-s---ng-']
44;Καπετωλίῳ;['Καπετώλιον'];['n-s---nd-']
45;Καπύην;['Καπύη'];['n-s---fa-']
46;Καρχηδόνα;['Καρχηδών'];['a-s---fa-']
47;Καρχηδόνος;['Καρχηδών'];['a-s---fg-']
48;Κικέρων;['Κικέρων'];['n-s---mn-']
49;Κόιντος;['Κόιντος'];['n-s---mn-']
50;Κορνηλία;['Κορνηλία'];['n-s---fn-']
51;Κορνηλίᾳ;['Κορνηλία'];['n-s---fd-']
52;Κορνηλίαν;['Κορνηλία'];['n-s---fa-']
53;Κορνηλίας;['Κορνηλία'];['n-s---fg-']
54;Κράσσον;['Κράσσος'];['n-s---ma-']
55;Κρητῶν;['Κρής'];['n-p---mg-']
56;Λατίνοις;['Λατῖνος'];['n-p---md-']
57;Λατίνους;['Λατῖνος'];['n-p---ma-']
58;Λατίνων;['Λατῖνος'];['n-p---mg-']
59;Λεύκιος;['Λεύκιος'];['n-s---mn-']
60;Λίβιος;['Λίβιος'];['n-s---mn-']
61;Λιβίῳ;['λιvιυς'];['n-s---md-']
62;Λιβύῃ;['Λιβύη'];['n-s---fd-']
63;Λιβύην;['Λιβύη'];['n-s---fa-']
64;Λιβύης;['Λιβύη'];['n-s---fg-']
65;Λικιννίαν;['Λικιννίας'];['n-s---ma-']
66;Λικιννίας;['Λικιννίας'];['n-s---mn-']
67;Λικιννίου;['Λικίννιος'];['n-s---mg-']
68;Μᾶρκον;['Μάρκος'];['n-s---ma-']
69;Μικίψα;['Μικίψας'];['n-s---mg-']
70;Μισηνοὺς;['Μισηνός'];['n-p---ma-']
71;Νομάδα;['Νομάς'];['n-s---ma-']
72;Νομαντίαν;['Νουμαντία'];['n-s---fa-']
73;Ὀκτάβιον;['Ὀκτάβιος'];['n-s---ma-']
74;Ὀπίμιον;['Ὀπίμιος'];['n-s---ma-']
75;Ὀπίμιος;['Ὀπίμιος'];['n-s---mn-']
76;Ὀπιμίου;['Ὀπίμιος'];['n-s---mg-']
77;Ὀπιμίῳ;['Ὀπίμιος'];['n-s---md-']
78;Ὀρέστῃ;['Ὀρέστης'];['n-s---md-']
79;Ὀρέστην;['Ὀρέστης'];['n-s---ma-']
80;Ὁμονοίας;['Ὁμονοία'];['n-s---fg-']
81;Παλατίου;['Παλάτιον'];['n-s---ng-']
82;Πομπωνίου;['Πομπώνιος'];['n-s---mg-']
83;Ποπίλλιος;['Ποπίλλιος'];['n-s---mn-']
84;Ῥουβρίου;['Ῥουβρίος'];['n-s---mg-']
85;Ῥώμῃ;['Ῥώμη'];['n-s---fd-']
86;Ῥώμην;['Ῥώμη'];['n-s---fa-']
87;Ῥωμαίοις;['Ῥωμαῖος'];['a-p---md-']
88;Ῥωμαίων;['Ῥωμαῖος'];['a-p---mg-']
89;Ῥωμαῖοι;['Ῥωμαῖος'];['a-p---mn-']
90;Σαρδόνα;['Σαρδώ'];['n-s---fa-']
91;Σαρδόνι;['Σαρδώ'];['n-s---fd-']
92;Σαρδόνιον;['Σαρδώ'];['a-s---ma-']
93;Σαρδὼ;['Σαρδώ'];['a-s---fa-']
94;Σεπτουμουλήιον;['Σεπτουμουλήϊον'];['n-s---nn-']
95;Σεπτουμουληίου;['Σεπτουμουλήϊος'];['n-s---mg-']
96;Σεπτουμουληΐου;['Σεπτουμουλήϊος'];['n-s---mg-']
97;Σκηπίων;['Σκιπίων'];['n-s---mn-']
98;Σκηπίωνι;['Σκιπίων'];['n-s---md-']
99;Σκηπίωνος;['Σκηπίων'];['n-s---mg-']
100;Τάραντα;['Τάρας'];['n-s---ma-']
101;Τιβέριον;['Τιβέριος'];['n-s---ma-']
102;Τιβερίου;['Τιβέριος'];['n-s---mg-']
103;Φάβιον;['Φάβιος'];['n-s---ma-']
104;Φάβιος;['Φάβιος'];['n-s---mn-']
105;Φάννιον;['Φάννιος'];['n-s---ma-']
106;Φαλίσκοις;['Φαλίσκος'];['n-p---md-']
107;Φαννίου;['Φάννιος'];['n-s---mg-']
108;Φαννίῳ;['Φάννιος'];['n-s---md-']
109;Φιλοκράτης;['Φιλοκράτης'];['n-s---mn-']
110;Φιλοκράτους;['Φιλοκράτης'];['n-s---mg-']
111;Φλάκκον;['Φλάκκος'];['n-s---ma-']
112;Φούλβιον;['Φούλβιος'];['n-s---ma-']
113;Φούλβιος;['Φούλβιος'];['n-s---mn-']
114;Φουλβίου;['Φούλβιος'];['n-s---mg-']
115;Φρέγελλαν;['Φρέγελλα'];['n-s---fa-']
116;ἂν;['ἐάν', 'ἄν'];['c--------', 'g--------']
117;ἄγειν;['ἄγω'];['v--pna---']
118;ἄγοντες;['ἄγω'];['v-pppamn-']
119;ἄκρατον;['ἄκρατος'];['a-s---ma-']
120;ἄκριτοι;['ἄκριτος'];['a-p---mn-']
121;ἄκριτον;['ἄκριτος'];['a-s---ma-']
122;ἄλλα;['ἄλλος'];['p-p---na-']
123;ἄλλας;['ἄλλος'];['p-p---fa-']
124;ἄλλοθεν;['ἄλλοθεν'];['d--------']
125;ἄλλοις;['ἄλλος'];['p-p---md-']
126;ἄλλον;['ἄλλος'];['p-s---ma-']
127;ἄλλος;['ἄλλος'];['p-s---mn-']
128;ἄλλους;['ἄλλος'];['p-p---ma-']
129;ἄλλων;['ἄλλος'];['p-p---mg-']
130;ἄλσος;['ἄλσος'];['n-s---na-']
131;ἄμαχος;['ἄμαχος'];['a-s---fn-']
132;ἄμμου;['ἄμμος'];['n-s---fg-']
133;ἄμυναν;['ἄμυνα'];['n-s---fa-']
134;ἄν;['ἄν'];['g--------']
135;ἄναυδος;['ἄναυδος'];['a-s---fn-']
136;ἄνδρα;['ἀνήρ'];['n-s---ma-']
137;ἄνδρας;['ἀνήρ'];['n-p---ma-']
138;ἄνθρωπον;['ἄνθρωπος'];['n-s---ma-']
139;ἄνοπλον;['ἄνοπλος'];['a-s---ma-']
140;ἄντικρυς;['ἄντικρυς'];['d--------']
141;ἄρα;['ἄρα'];['g--------']
142;ἄρχοντα;['ἄρχω'];['v-sppama-']
143;ἄρχοντος;['ἄρχων', 'ἄρχω'];['n-s---mg-', 'v-sppamg-']
144;ἄρχων;['ἄρχων'];['n-s---mn-']
145;ἀγαθοῖς;['ἀγαθός'];['a-p---md-']
146;ἀγγέλων;['ἄγγελος'];['n-p---mg-']
147;ἀγορὰν;['ἀγορά'];['n-s---fa-']
148;ἀγοράν;['ἀγορά'];['n-s---fa-']
149;ἀγορᾷ;['ἀγορά'];['n-s---fd-']
150;ἀγορᾶς;['ἀγορά'];['n-s---fg-']
151;ἀγοραίως;['ἀγοραῖος'];['d--------']
152;ἀγῶσι;['ἀγών'];['n-p---md-']
153;ἀδάκρυτος;['ἀδάκρυτος'];['a-s---fn-']
154;ἀδείας;['ἄδεια'];['n-s---fg-']
155;ἀδελφὸν;['ἀδελφός'];['n-s---ma-']
156;ἀδελφὸς;['ἀδελφός'];['n-s---mn-']
157;ἀδελφόν;['ἀδελφός'];['n-s---ma-']
158;ἀδίκως;['ἄδικος'];['d--------']
159;ἀεὶ;['ἀεί'];['d--------']
160;ἀεί;['ἀεί'];['d--------']
161;ἀήθους;['ἀήθης'];['a-s---ng-']
162;ἀηδῶς;['ἀηδής'];['d--------']
163;ἀθρόοι;['ἀθρόος'];['a-p---mn-']
164;ἀκουσάντων;['ἀκούω'];['v-papamg-']
165;ἀκρίτους;['ἄκριτος'];['a-p---ma-']
166;ἀλαλαγμοῖς;['ἀλαλαγμός'];['n-p---md-']
167;ἀληθές;['ἀληθής'];['a-s---na-']
168;ἀληθῶς;['ἀληθής'];['d--------']
169;ἀλλὰ;['ἀλλά'];['c--------']
170;ἀλλά;['ἀλλά'];['c--------']
171;ἀλλήλων;['ἀλλήλων'];['p-p---mg-']
172;ἀλλόκοτον;['ἀλλόκοτος'];['a-s---na-']
173;ἀλλότριον;['ἀλλότριος'];['a-s---ma-']
174;ἀλλοκότου;['ἀλλόκοτος'];['a-s---ng-']
175;ἀλλ’;['ἀλλά'];['c--------']
176;ἀλυπίαν;['ἀλυπία'];['n-s---fa-']
177;ἀμβλὺν;['ἀμβλύς'];['a-s---ma-']
178;ἀμισθὶ;['ἀμισθί'];['d--------']
179;ἀμφιέζειν;['ἀμφιάζω'];['v--pna---']
180;ἀμφισβήτησιν;['ἀμφισβήτησις'];['n-s---fa-']
181;ἀμφότεροι;['ἀμφότερος'];['a-p---mn-']
182;ἀμφορεῖς;['ἀμφορεύς'];['n-p---ma-']
183;ἀμφοτέροις;['ἀμφότερος'];['a-p---md-']
184;ἀμφοτέρων;['ἀμφότερος'];['a-p---mg-']
185;ἀνάγκαις;['ἀνάγκη'];['n-p---fd-']
186;ἀνάγκης;['ἀνάγκη'];['n-s---fg-']
187;ἀνάδειξιν;['ἀνάδειξις'];['n-s---fa-']
188;ἀναβολέως;['ἀναβολεύς'];['n-s---mn-']
189;ἀναγόρευσιν;['ἀναγόρευσις'];['n-s---fa-']
190;ἀναγορευθῆναι;['ἀναγορεύω'];['v--anp---']
191;ἀναδείξαντες;['ἀναδείκνυμι'];['v-papamn-']
192;ἀναίσθητος;['ἀναίσθητος'];['a-s---mn-']
193;ἀναιρεθέντων;['ἀναιρέω'];['v-pappmg-']
194;ἀναιρεθείη;['ἀναιρέω'];['v3saop---']
195;ἀναιρεθῆναι;['ἀναιρέω'];['v--anp---']
196;ἀναισθήτοις;['ἀναίσθητος'];['a-p---md-']
197;ἀνακαλεῖσθαι;['ἀνακαλέω'];['v--pnm---']
198;ἀνακλαιομένῳ;['ἀνακλάω'];['v-sppmmd-']
199;ἀναμείνας;['ἀναμένω'];['v-sapamn-']
200;ἀναμιμνῄσκων;['ἀναμιμνῄσκω'];['v-sppamn-']
201;ἀνανέμων;['ἀνανέμω'];['v-sppamn-']
202;ἀναπαυόμενοι;['ἀναπαύω'];['v-pppmmn-']
203;ἀναπέμψαι;['ἀναπέμπω'];['v--ana---']
204;ἀναποδείκτως;['ἀναπόδεικτος'];['d--------']
205;ἀνατείνας;['ἀνατείνω'];['v-sapamn-']
206;ἀνδρὶ;['ἀνήρ'];['n-s---md-']
207;ἀνδριάντα;['ἀνδριάς'];['n-s---ma-']
208;ἀνδρὸς;['ἀνήρ'];['n-s---mg-']
209;ἀνδρῶν;['ἀνήρ'];['n-p---mg-']
210;ἀνέμου;['ἄνεμος'];['n-s---mg-']
211;ἀνέσπασαν;['ἀνασπάω'];['v3paia---']
212;ἀνέχεσθαι;['ἀνέχω'];['v--pnm---']
213;ἀνελέγκτως;['ἀνέλεγκτος'];['d--------']
214;ἀνελεῖν;['ἀναιρέω'];['v--ana---']
215;ἀνελόντες;['ἀναιρέω'];['v-papamn-']
216;ἀνελόντος;['ἀναιρέω'];['v-sapamg-']
217;ἀνενεγκοῦσι;['ἀναφέρω'];['v-papamd-']
218;ἀνευρεθεὶς;['ἀνευρίσκω'];['v-sappmn-']
219;ἀνεχώρησεν;['ἀναχωρέω'];['v3saia---']
220;ἀνὴρ;['ἀνήρ'];['n-s---mn-']
221;ἀνῃρέθησαν;['ἀναιρέω'];['v3paip---']
222;ἀνῃρημένην;['ἀναλέγω'];['v-srpmfa-']
223;ἀνηνέχθη;['ἀναφέρω'];['v3saip---']
224;ἀνθρώποις;['ἄνθρωπος'];['n-p---md-']
225;ἀνταράμενον;['ἀνταίρω'];['v-sapmma-']
226;ἀντέχειν;['ἀντέχω'];['v--pna---']
227;ἀντεξέθηκεν;['ἀντεκτίθημι'];['v3saia---']
228;ἀντεχομένου;['ἀντέχω'];['v-sppmmg-']
229;ἀντὶ;['ἀντί'];['r--------']
230;ἀντιδημαγωγοῦσα;['ἀντιδημαγωγέω'];['v-sppafn-']
231;ἀντικρούοντα;['ἀντικρούω'];['v-sppama-']
232;ἀντιπαρεσκευάζετο;['ἀντιπαρασκευάζομαι'];['v3siim---']
233;ἀντιστράτηγος;['ἀντιστράτηγος'];['n-s---mn-']
234;ἀντιταξομένους;['ἀντιτάσσω'];['v-pfpmma-']
235;ἀνύσιμον;['ἀνύσιμος'];['a-s---na-']
236;ἀξίους;['ἄξιος'];['a-p---ma-']
237;ἀπαγγελλόμενα;['ἀπαγγέλλω'];['v-pppmnn-']
238;ἀπέδειξε;['ἀποδείκνυμι'];['v3saia---']
239;ἀπέδοντο;['ἀποδίδωμι'];['v3paim---']
240;ἀπέθανεν;['ἀποθνῄσκω'];['v3saia---']
241;ἀπέθανον;['ἀποθνῄσκω'];['v3paia---']
242;ἀπέθνῃσκον;['ἀποθνῄσκω'];['v3piia---']
243;ἀπέκοψε;['ἀποκόπτω'];['v3saia---']
244;ἀπέσχετο;['ἀπέχω'];['v3saim---']
245;ἀπέχοντας;['ἀπέχω'];['v-pppama-']
246;ἀπεδείκνυε;['ἀποδείκνυμι'];['v3siia---']
247;ἀπεδείχθη;['ἀποδείκνυμι'];['v3saip---']
248;ἀπεδόθη;['ἀποδίδωμι'];['v3saip---']
249;ἀπεῖπαν;['ἀπολέγω'];['v3paia---']
250;ἀπειλῆς;['ἀπειλή'];['n-s---fg-']
251;ἀπελθεῖν;['ἀπέρχομαι'];['v--ana---']
252;ἀπελθόντες;['ἀπέρχομαι'];['v-papamn-']
253;ἀπενθὴς;['ἀπενθής'];['a-s---fn-']
254;ἀπερχόμενος;['ἀπέρχομαι'];['v-sppmmn-']
255;ἀπεστέρησαν;['ἀποστερέω'];['v3paia---']
256;ἀπεχθάνεσθαι;['ἀπεχθάνομαι'];['v--pnm---']
257;ἀπῄει;['ἀπέρχομαι'];['v3siia---']
258;ἀπήρχοντο;['ἀπέρχομαι'];['v3piim---']
259;ἀπηρτήσατο;['ἀπαρτάω'];['v3saim---']
260;ἀπηχθάνοντο;['ἀπεχθάνομαι'];['v3piim---']
261;ἀπὸ;['ἀπό'];['r--------']
262;ἀπόδειξιν;['ἀπόδειξις'];['n-s---fa-']
263;ἀπόδρασις;['ἀπόδρασις'];['n-s---fn-']
264;ἀπόντος;['ἄπειμι'];['v-sppamg-']
265;ἀπόρων;['ἄπορος'];['a-p---mg-']
266;ἀπόστασιν;['ἀπόστασις'];['n-s---fa-']
267;ἀποδεῖ;['ἀποδέω'];['v3spia---']
268;ἀποδημίαν;['ἀποδημία'];['n-s---fa-']
269;ἀποδομένην;['ἀποδίδωμι'];['v-sapmfa-']
270;ἀποθνῄσκει;['ἀποθνῄσκω'];['v3spia---']
271;ἀποικίας;['ἀποικία'];['n-p---fa-']
272;ἀποικίδας;['ἀποικίς'];['n-p---fa-']
273;ἀποκαλοῦντας;['ἀποκαλέω'];['v-pppama-']
274;ἀποκόψαι;['ἀποκόπτω'];['v--ana---']
275;ἀπολαύοντα;['ἀπολαύω'];['v-sppama-']
276;ἀπολεῖ;['ἀπόλλυμι'];['v3sfia---']
