;form;lemmi;postag
0;;[None];[None]
1;"""";"['""']";['u--------']
2;(;['('];['u--------']
3;);[')'];['u--------']
4;,;[','];['u--------']
5;-δὲ;['δέ'];['b--------', 'c--------']
6;-δ’;['δέ'];['c--------']
7;-τε;['τε'];['b--------', 'c--------']
8;.;['.'];['u--------']
9;";";"[';']";['u--------']
10;E;['E'];['z--------']
11;G?;['G'];['z--------']
12;·;['·'];['u--------']
13;Ἄπολλον;['Ἀπόλλων'];['n-s---mv-']
14;Ἄραβες;['Ἄραψ'];['n-p---mn-']
15;Ἀθήναις;['Ἀθῆναι'];['n-p---fd-']
16;Ἀθήνησι;['Ἀθήνησι'];['d--------']
17;Ἀθηνᾶ;['Ἀθήνη'];['n-s---fn-']
18;Ἀθηνᾷ;['Ἀθήνη'];['n-s---fd-']
19;Ἀθηνᾶν;['Ἀθήνη'];['n-s---fa-']
20;Ἀθηναία;['Ἀθήνη', 'Ἀθηναῖος'];['a-s---fn-', 'n-s---fn-']
21;Ἀθηναίων;['Ἀθηναῖος'];['a-p---mg-']
22;Ἀθηναῖός;['Ἀθηναῖος'];['a-s---mn-']
23;Ἀθηναῖος;['Ἀθηναῖος'];['a-s---mn-']
24;Ἀθηνῶν;['Ἀθῆναι'];['n-p---fg-']
25;Ἀμαλθείας;['Ἀμαλθεία'];['n-s---fg-']
26;Ἀνάγγειλόν;['Ἀναγγέλλω'];['v2sama---']
27;Ἀπόλλων;['Ἀπόλλων'];['n-s---mn-']
28;Ἀπόλλωνα;['Ἀπόλλων'];['n-s---ma-']
29;Ἀπόλλωνι;['Ἀπόλλων'];['n-s---md-']
30;Ἀπόλλωνος;['Ἀπόλλων'];['n-s---mg-']
31;Ἀράβων;['Ἄραψ'];['n-p---mg-']
32;Ἀττικῆς;['Ἀττική'];['n-s---fg-']
33;Ἀφροδίτη;['Ἀφροδίτη'];['n-s---fn-']
34;Ἀφροδίτῃ;['Ἀφροδίτη'];['n-s---fd-']
35;Ἀφροδίτην;['Ἀφροδίτη'];['n-s---fa-']
36;Ἀφροδίτης;['Ἀφροδίτη'];['n-s---fg-']
37;Ἅιδην;['ᾍδης'];['n-s---ma-']
38;Ἅιδης;['ᾍδης'];['n-s---mn-']
39;Αἴσωπος;['Αἴσωπος'];['n-s---mn-']
40;Αἰθίοπά;['Αἰθίοψ'];['n-s---ma-']
41;Αἰσώπειον;['Αἰσώπειος'];['a-s---ma-']
42;Αἰσωπείων;['Αἰσώπειος'];['a-p---mg-']
43;Βορέας;['Βορέας'];['n-s---mn-']
44;Βορρᾶ;['Βορέας'];['n-s---mg-']
45;Βορρᾶς;['Βορέας'];['n-s---mn-']
