@id,@form,@lemma,@postag
1,Αἰνείας,Αἰνείας,n-s---mn-
2,δὲ,δέ,d--------
3,μαθὼν,μανθάνω,v-sapamn-
4,ὅτι,ὅτι2,c--------
5,ταύτην,οὗτος,a-s---fa_
6,ἄρα,ἄρα,d--------
7,τὴν,ὁ,l-s---fa-
8,τετράποδα,τετράπους,a-s---fa-
9,ἡγεμόνα,ἡγεμών,n-s---fa-
10,τὸ,ὁ,l-s---nn-
11,θέσφατον,θέσφατος,a-s---nn-
12,αὐτοῖς,αὐτός,p-p---md-
13,ἐδήλου,δηλόω,v3siia---
14,παρηκολούθει,παρακολουθέω,v3siia---
15,σὺν,σύν,r--------
16,ὀλίγοις,ὀλίγος,a-p---md-
17,μικρὸν,μικρός,a-s---na-
18,ὑπολειπόμενος,ὑπολείπω,v-sppemn-
19,",",punc1,u--------
20,δεδοικὼς,δείδω,v-srpamn-
21,μὴ,μή,c--------
22,ὑπὸ,ὑπό,r--------
23,θορύβου,θόρυβος,n-s---mg-
24,τῶν,ὁ,l-p---mg-
25,διωκόντων,διώκω,v-pppamg-
26,ἀποτραπείη,ἀποτρέπω,v3saop---
27,τῆς,ὁ,l-s---fg-
28,κατὰ,κατά,r--------
29,δαίμονα,δαίμων,n-s---ma-
30,ὁδοῦ,ὁδός2,n-s---fg-
31,.,punc1,u--------
