,@id,@form,@lemma,@postag,@relation
0,1,προκαλεσαμένου,προκαλέω,v-sapmmg-,ADV_CO
1,2,δὲ,δέ,d--------,AuxY
2,3,τούτου,οὗτος,p-s---mg-,SBJ
3,4,πρὸς,πρός,r--------,AuxP
4,5,τῷ,ὁ,l-s---md-,ATR
5,6,διαιτητῇ,διαιτητής,n-s---md-,ADV
6,7,καὶ,καί,d--------,AuxY
7,8,κελεύοντος,κελεύω,v-sppamg-,ADV_CO
8,9,ἐνεγκεῖν,φέρω,v--ana---,OBJ
9,10,τὰ,ὁ,l-p---na-,ATR
10,11,γράμματα,γράμμα,n-p---na-,OBJ
11,12,ἀπὸ,ἀπό,r--------,AuxP
12,13,τῆς,ὁ,l-s---fg-,ATR
13,14,τραπέζης,τράπεζα,n-s---fg-,ADV
14,15,καὶ,καί,c--------,COORD
15,16,ἀντίγραφα,ἀντίγραφον,a-p---na-,OBJ
16,17,αἰτοῦντος,αἰτέω,v-sppamg-,ADV_CO
17,18,",",",",u--------,AuxX
18,19,πέμψαντος,πέμπω,v-sapamg-,ADV
19,20,Φρασιηρίδην,Φρασιηρίδης,n-s---ma-,OBJ
20,21,ἐπὶ,ἐπί,r--------,AuxP
21,22,τὴν,ὁ,l-s---fa-,ATR
22,23,τράπεζαν,τράπεζα,n-s---fa-,OBJ
23,24,",",",",u--------,AuxX
24,25,τῷ,ὁ,l-s---md-,ATR
25,26,τε,τε,d--------,AuxY
26,27,Φρασιηρίδῃ,Φρασιηρίδης,n-s---md-,OBJ
27,28,ἐξενέγκας,ἐκφέρω,v-sapamn-,ADV
28,29,ἔδωκα,δίδωμι,v1saia---,PRED_CO
29,30,ζητεῖν,ζητέω,v--pna---,OBJ_CO
30,31,τὰ,ὁ,l-p---na-,ATR
31,32,γράμματα,γράμμα,n-p---na-,OBJ
32,33,καὶ,καί,c--------,COORD
33,34,ἐκγράφεσθαι,ἐκγράφω,v--pne---,OBJ_CO
34,35,ὅσα,ὅσος,a-p---na-,OBJ
35,36,οὗτος,οὗτος,p-s---mn-,SBJ
36,37,ὤφειλε,ὀφέλλω,v3saia---,OBJ
37,38,",",",",u--------,AuxX
38,39,καὶ,καί,c--------,COORD
39,40,ὡς,ὡς,c--------,AuxC
40,41,ὡμολόγει,ὁμολογέω,v3siia---,ATR
41,42,λαβεῖν,λαμβάνω,v--ana---,OBJ
42,43,οὗτος,οὗτος,p-s---mn-,SBJ
43,44,τὰ,ὁ,l-p---na-,ATR
44,45,ἀντίγραφα,ἀντίγραφον,a-p---na-,OBJ
45,46,",",",",u--------,AuxX
46,47,ἀνάγνωθί,ἀναγιγνώσκω,v2sama---,PRED_CO
47,48,μοι,ἐγώ,p1s---md-,ADV
48,49,τὴν,ὁ,l-s---fa-,ATR
49,50,μαρτυρίαν,μαρτυρία,n-s---fa-,OBJ
50,51,.,.,u--------,AuxK
