@id;@form;@lemma;@postag;@relation
1;καὶ;καί;d--------;AuxY
2;γὰρ;γάρ;d--------;AuxY
3;τὸν;ὁ;l-s---ma-;ATR
4;πλοῦτον;πλοῦτος;n-s---ma-;OCOMP
5;πολλάκις;πολλάκις;d--------;ADV
6;τιθέασι;τίθημι;v3ppia---;PRED
7;νομίσματος;νόμισμα;n-s---ng-;ATR
8;πλῆθος;πλῆθος;n-s---na-;OBJ
9;,;punc;u--------;AuxX
10;διὰ;διά;r--------;AuxP
11;τὸ;ὁ;l-s---na-;ATR
12;περὶ;περί;r--------;AuxP
13;τοῦτ᾽;οὗτος;p-s---na-;ADV
14;εἶναι;εἰμί;v--pna---;ADV
15;τὴν;ὁ;l-s---fa-;ATR
16;χρηματιστικὴν;χρηματιστικός;a-s---fa-;SBJ_CO
17;καὶ;καί;c--------;COORD
18;τὴν;ὁ;l-s---fa-;ATR
19;καπηλικήν;καπηλικός;a-s---fa-;SBJ_CO
20;.;punc;u--------;AuxK
