,@id,@form,@lemma,@postag,@relation
0,1,καὶ,καί,d--------,AuxZ
1,2,μὴν,μήν,d--------,AuxZ
2,3,καὶ,καί,d--------,AuxY
3,4,κατ᾽,κατά,r--------,AuxP
4,5,αὐτὸ,αὐτός,a-s---na-,ATR
5,6,τοῦτ᾽,οὗτος,p-s---na-,ADV
6,7,ἄξιός,ἄξιος,a-s---mn-,PNOM
7,8,εἰμ᾽,εἰμί,v1spia---,PRED
8,9,ἐπαίνου,ἔπαινος,n-s---mg-,OBJ
9,10,τυχεῖν,τυγχάνω,v--ana---,ADV
10,11,",",punc1,u--------,AuxX
11,12,ὅτι,ὅτι2,c--------,AuxC
12,13,πάντα,πᾶς,a-p---na-,ATR
13,14,τὰ,ὁ,l-p---na-,ATR
14,15,τοιαῦτα,τοιοῦτος,a-p---na-,ATR
15,16,προῃρούμην,προαιρέω,v1siie---,ADV
16,17,πολιτεύματα,πολίτευμα,n-p---na-,OBJ
17,18,",",punc1,u--------,AuxX
18,19,ἀφ᾽,ἀπό,r--------,AuxP
19,20,ὧν,ὅς,p-p---ng-,ADV
20,21,ἅμα,ἅμα,d--------,AuxZ
21,22,δόξαι,δόξα,n-p---fn-,SBJ_CO
22,23,καὶ,καί,d--------,AuxY
23,24,τιμαὶ,τιμή,n-p---fn-,SBJ_CO
24,25,καὶ,καί,c--------,COORD
25,26,δυνάμεις,δύναμις,n-p---fn-,SBJ_CO
26,27,συνέβαινον,συμβαίνω,v3piia---,ATR
27,28,τῇ,ὁ,l-s---fd-,ATR
28,29,πόλει,πόλις,n-s---fd-,OBJ
29,30,:,punc1,u--------,AuxK
