@ref,@id,@form,@lemma,@postag,@relation
Leuven|0041-001|50|1,1,καὶ,καί,c--------,AuxY
Leuven|0041-001|50|2,2,γὰρ,γάρ,d--------,AuxY
Leuven|0041-001|50|3,3,δὴ,δή,d--------,AuxY
Leuven|0041-001|50|4,4,γέγονε,γίγνομαι,v3sria---,PRED
Leuven|0041-001|50|5,5,καὶ,καί,d--------,AuxZ
Leuven|0041-001|50|6,6,τὰ,ὁ,l-p---nn-,ATR
Leuven|0041-001|50|7,7,τῶν,ὁ,l-p---mg-,ATR
Leuven|0041-001|50|8,8,ἀνέμων,ἄνεμος,n-p---mg-,ATR
Leuven|0041-001|50|9,9,αἰσιώτερα,αἴσιος,a-p---nnc,PNOM
Leuven|0041-001|50|10,10,.,.,u--------,AuxK
"""""",11,[0],"""""","""""",PRED
