@ref,@id,@form,@lemma,@postag,@relation
Leuven|0041-001|191|1,1,ὅταν,ὅταν,c--------,AuxC
Leuven|0041-001|191|2,2,δέ,δέ,d--------,AuxY
Leuven|0041-001|191|3,3,τις,τις,p-s---cn-,SBJ
Leuven|0041-001|191|4,4,δουλωσάμενος,δουλόω,v-sapmmn-,ADV
Leuven|0041-001|191|5,5,ἐκδημοκοπήσῃ,ἐκδημοκοπέω,v3sasa---,ADV
Leuven|0041-001|191|6,6,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0041-001|191|7,7,δουλωθέντας,δουλόω,v-pappma-,OBJ
Leuven|0041-001|191|8,8,",",",",u--------,AuxX
Leuven|0041-001|191|9,9,κἂν,κἄν,c--------,AuxC
Leuven|0041-001|191|10,10,ἀναιρεθῇ,ἀναιρέω,v3sasp---,ADV
Leuven|0041-001|191|11,11,ταχέως,ταχύς,d--------,ADV
Leuven|0041-001|191|12,12,",",",",u--------,AuxX
Leuven|0041-001|191|13,13,πολλὰ,πολύς,a-p---na-,ATR
Leuven|0041-001|191|14,14,ὅμως,ὅμως,d--------,AuxY
Leuven|0041-001|191|15,15,ἐγκαταλείπει,ἐγκαταλείπω,v3spia---,PRED
Leuven|0041-001|191|16,16,τυραννίδος,τυραννίς,n-s---fg-,ATR
Leuven|0041-001|191|17,17,ἐν,ἐν,r--------,AuxP
Leuven|0041-001|191|18,18,ἑκάστοις,ἕκαστος,a-p---md-,ADV
Leuven|0041-001|191|19,19,κακά,κακός,a-p---na-,OBJ
Leuven|0041-001|191|20,20,",",",",u--------,AuxX
Leuven|0041-001|191|21,21,ὧν,ὅς,p-p---mg-,ATR
Leuven|0041-001|191|22,22,οἳ,ὁ,l-p---mn-,SBJ
Leuven|0041-001|191|23,23,μὲν,μέν,d--------,AuxY
Leuven|0041-001|191|24,24,εὖ,εὖ,d--------,ATR
Leuven|0041-001|191|25,25,τι,τις,p-s---na-,OBJ
Leuven|0041-001|191|26,26,ποθοῦντες,ποθέω,v-pppamn-,ADV_CO
Leuven|0041-001|191|27,27,πείσεσθαι,πάσχω,v--fnm---,OBJ
Leuven|0041-001|191|28,28,",",",",u--------,AuxX
Leuven|0041-001|191|29,29,οἳ,ὁ,l-p---mn-,SBJ
Leuven|0041-001|191|30,30,δὲ,δέ,d--------,COORD
Leuven|0041-001|191|31,31,ἄλλως,ἄλλως,d--------,ADV
Leuven|0041-001|191|32,32,δημαγωγηθέντες,δημαγωγέω,v-pappmn-,ADV_CO
Leuven|0041-001|191|33,33,τυφλοὶ,τυφλός,a-p---mn-,PNOM
Leuven|0041-001|191|34,34,τῶν,ὁ,l-p---ng-,ATR
Leuven|0041-001|191|35,35,κοινῇ,κοινῇ,d--------,ADV
Leuven|0041-001|191|36,36,συμφερόντων,συμφέρω,v-pppang-,ADV
Leuven|0041-001|191|37,37,εἰσί,εἰμί,v3ppia---,ATR_CO
Leuven|0041-001|191|38,38,",",",",u--------,AuxX
Leuven|0041-001|191|39,39,καὶ,καί,c--------,COORD
Leuven|0041-001|191|40,40,τόν,ὁ,l-s---ma-,OBJ
Leuven|0041-001|191|41,41,τε,τε,c--------,AuxY
Leuven|0041-001|191|42,42,ἀναιρεθέντα,ἀναιρέω,v-sappma-,ADV
Leuven|0041-001|191|43,43,οἰκτείρουσιν,οἰκτείρω,v3pasa---,ATR_CO
Leuven|0041-001|191|44,44,ὡς,ὡς,c--------,AuxC
Leuven|0041-001|191|45,45,δὴ,δή,d--------,AuxY
Leuven|0041-001|191|46,46,μέτριον,μέτριος,a-s---ma-,PNOM
Leuven|0041-001|191|47,47,καὶ,καί,c--------,COORD
Leuven|0041-001|191|48,48,τὴν,ὁ,l-s---fa-,ATR
Leuven|0041-001|191|49,49,τυραννίδα,τυραννίς,n-s---fa-,OBJ
Leuven|0041-001|191|50,50,οὐχ,οὐ,d--------,AuxZ
Leuven|0041-001|191|51,51,ὡς,ὡς,c--------,AuxC
Leuven|0041-001|191|52,52,ἀνήκεστόν,ἀνήκεστος,a-s---na-,ATR
Leuven|0041-001|191|53,53,τι,τις,p-s---na-,ATR
Leuven|0041-001|191|54,54,φυλάττονται,φυλάσσω,v3ppie---,ATR_CO
Leuven|0041-001|191|55,55,κακόν,κακός,a-s---na-,OBJ
Leuven|0041-001|191|56,56,",",",",u--------,AuxX
Leuven|0041-001|191|57,57,ἀγνοοῦντες,ἀγνοέω,v-pppamn-,ADV
Leuven|0041-001|191|58,58,ὅτι,ὅτι,c--------,AuxC
Leuven|0041-001|191|59,59,",",",",u--------,AuxX
Leuven|0041-001|191|60,60,κἂν,κἄν,c--------,AuxC
Leuven|0041-001|191|61,61,πάντα,πᾶς,a-p---na-,ADV
Leuven|0041-001|191|62,62,τις,τις,p-s---cn-,ATR
Leuven|0041-001|191|63,63,ᾖ,εἰμί,v3spsa---,ADV
Leuven|0041-001|191|64,64,μέτριος,μέτριος,a-s---mn-,PNOM
Leuven|0041-001|191|65,65,τύραννος,τύραννος,n-s---mn-,SBJ
Leuven|0041-001|191|66,66,",",",",u--------,AuxX
Leuven|0041-001|191|67,67,διὰ,διά,r--------,AuxP
Leuven|0041-001|191|68,68,τοῦτο,οὗτος,p-s---na-,ADV
Leuven|0041-001|191|69,69,καταλυτέος,καταλυτέος,a-s---mn-,PNOM
Leuven|0041-001|191|70,70,ἐστίν,εἰμί,v3spia---,OBJ
Leuven|0041-001|191|71,71,",",",",u--------,AuxX
Leuven|0041-001|191|72,72,ὅτι,ὅτι,c--------,AuxC
Leuven|0041-001|191|73,73,ἔξεστιν,ἔξεστι,v3spia---,ADV
Leuven|0041-001|191|74,74,αὐτῷ,αὐτός,p-s---md-,OBJ
Leuven|0041-001|191|75,75,καὶ,καί,d--------,AuxZ
Leuven|0041-001|191|76,76,χαλεπῷ,χαλεπός,a-s---md-,PNOM
Leuven|0041-001|191|77,77,εἶναι,εἰμί,v--pna---,SBJ
Leuven|0041-001|191|78,78,.,.,u--------,AuxK
Leuven|0041-001|191|79,79,[0],"""""","""""",ADV
"""""",80,[1],"""""","""""",PRED
