@ref,@id,@form,@lemma,@postag,@relation
Leuven|0041-001|189|1,1,τὸ,ὁ,l-s---nn-,ATR
Leuven|0041-001|189|2,2,δὲ,δέ,d--------,AuxY
Leuven|0041-001|189|3,3,αἴτιον,αἴτιος,a-s---nn-,PNOM
Leuven|0041-001|189|4,4,",",",",u--------,AuxX
Leuven|0041-001|189|5,5,ὅτε,ὅτε,c--------,AuxC
Leuven|0041-001|189|6,6,οἱ,ὁ,l-p---mn-,ATR
Leuven|0041-001|189|7,7,μὲν,μέν,d--------,AuxY
Leuven|0041-001|189|8,8,χαλεποὶ,χαλεπός,a-p---mn-,SBJ
Leuven|0041-001|189|9,9,διαφθείρονται,διαφθείρω,v3ppie---,SBJ
Leuven|0041-001|189|10,10,ταχέως,ταχύς,d--------,ADV
Leuven|0041-001|189|11,11,",",",",u--------,COORD
Leuven|0041-001|189|12,12,καὶ,καί,d--------,COORD
Leuven|0041-001|189|13,13,ἂν,ἐάν,c--------,AuxC
Leuven|0041-001|189|14,14,μὴ,μή,d--------,AuxZ
Leuven|0041-001|189|15,15,καταλυθῶσι,καταλύω,v3pasp---,ADV
Leuven|0041-001|189|16,16,",",",",u--------,AuxX
Leuven|0041-001|189|17,17,μῖσος,μῖσος,n-s---na-,OBJ
Leuven|0041-001|189|18,18,ὅμως,ὅμως,d--------,AuxY
Leuven|0041-001|189|19,19,τυραννίδος,τυραννίς,n-s---fg-,ATR
Leuven|0041-001|189|20,20,κατέλιπον,καταλείπω,v3paia---,PRED_CO
Leuven|0041-001|189|21,21,τῷ,ὁ,l-s---nd-,ATR
Leuven|0041-001|189|22,22,πλήθει,πλῆθος,n-s---nd-,ADV
Leuven|0041-001|189|23,23,καὶ,καί,c--------,COORD
Leuven|0041-001|189|24,24,παντελῶς,παντελής,d--------,ADV
Leuven|0041-001|189|25,25,τὴν,ὁ,l-s---fa-,ATR
Leuven|0041-001|189|26,26,μοναρχίαν,μοναρχία,n-s---fa-,OBJ
Leuven|0041-001|189|27,27,ἀφ’,ἀπό,r--------,AuxP
Leuven|0041-001|189|28,28,ἑαυτῶν,ἑαυτοῦ,p-p---mg-,ADV
Leuven|0041-001|189|29,29,διέβαλον,διαβάλλω,v3paia---,PRED_CO
Leuven|0041-001|189|30,30,.,.,u--------,AuxK
"""""",31,[0],"""""","""""",PRED
