@ref,@id,@form,@lemma,@postag,@relation
Leuven|0041-001|97|1,1,οἶδα,οἶδα,v1sria---,PRED_CO
Leuven|0041-001|97|2,2,μὲν,μέν,d--------,AuxY
Leuven|0041-001|97|3,3,οὖν,οὖν,d--------,AuxY
Leuven|0041-001|97|4,4,ὅτι,ὅτι,c--------,AuxC
Leuven|0041-001|97|5,5,οὐδὲν,οὐδείς,p-s---na-,ADV
Leuven|0041-001|97|6,6,πείσεται,πείθω,v3sfim---,OBJ
Leuven|0041-001|97|7,7,ἄτρωτος,ἄτρωτος,a-s---mn-,PNOM
Leuven|0041-001|97|8,8,ὢν,εἰμί,v-sppamn-,ADV
Leuven|0041-001|97|9,9,τὴν,ὁ,l-s---fa-,ATR
Leuven|0041-001|97|10,10,ψυχὴν,ψυχή,n-s---fa-,ADV
Leuven|0041-001|97|11,11,ὑπὸ,ὑπό,r--------,AuxP
Leuven|0041-001|97|12,12,μωρίας,μωρία,n-s---fg-,ADV
Leuven|0041-001|97|13,13,",",",",u--------,AuxX
Leuven|0041-001|97|14,14,ὅμως,ὅμως,d--------,AuxY
Leuven|0041-001|97|15,15,δ’,δέ,d--------,COORD
Leuven|0041-001|97|16,16,οὖν,οὖν,d--------,AuxY
Leuven|0041-001|97|17,17,ἡμῶν,ἐγώ,p1p---cg-,ADV
Leuven|0041-001|97|18,18,αὐτῶν,αὐτός,p-p---mg-,ATR
Leuven|0041-001|97|19,19,χάριν,χάρις,r--------,AuxP
Leuven|0041-001|97|20,20,γενέσθω,γίγνομαι,v3samm---,PRED_CO
Leuven|0041-001|97|21,21,τοῦτο,οὗτος,p-s---nn-,ATR
Leuven|0041-001|97|22,22,τὸ,ὁ,l-s---nn-,ATR
Leuven|0041-001|97|23,23,πολίτευμα,πολίτευμα,n-s---nn-,SBJ
Leuven|0041-001|97|24,24,.,.,u--------,AuxK
