@ref,@id,@form,@lemma,@postag,@relation
Leuven|0041-001|4|1,1,ἐγὼ,ἐγώ,p1s---cn-,SBJ
Leuven|0041-001|4|2,2,δὲ,δέ,d--------,AuxY
Leuven|0041-001|4|3,3,τοῦτ’,οὗτος,p-s---na-,SBJ
Leuven|0041-001|4|4,4,αὐτὸ,αὐτός,p-s---na-,ATR
Leuven|0041-001|4|5,5,ἀξιῶ,ἀξιόω,v1spia---,PRED
Leuven|0041-001|4|6,6,παρ’,παρά,r--------,AuxP
Leuven|0041-001|4|7,7,ὑμῶν,σύ,p2p---cg-,OBJ
Leuven|0041-001|4|8,8,γενέσθαι,γίγνομαι,v--anm---,OBJ
Leuven|0041-001|4|9,9,",",",",u--------,AuxX
Leuven|0041-001|4|10,10,ὅπως,ὅπως,c--------,AuxC
Leuven|0041-001|4|11,11,ἆθλόν,ἆθλον,n-s---na-,OCOMP
Leuven|0041-001|4|12,12,μοι,ἐγώ,p1s---cd-,OBJ
Leuven|0041-001|4|13,13,τῆς,ὁ,l-s---fg-,ATR
Leuven|0041-001|4|14,14,ἐλπιζομένης,ἐλπίζω,v-sppefg-,ATR
Leuven|0041-001|4|15,15,ἀρετῆς,ἀρετή,n-s---fg-,ATR
Leuven|0041-001|4|16,16,καταστήσητε,καθίστημι,v2pasa---,ADV
Leuven|0041-001|4|17,17,τὸ,ὁ,l-s---na-,ATR
Leuven|0041-001|4|18,18,μακαρίους,μακάριος,a-p---ma-,OCOMP
Leuven|0041-001|4|19,19,ὑμᾶς,σύ,p2p---ca-,SBJ
Leuven|0041-001|4|20,20,ποιῆσαι,ποιέω,v--ana---,OBJ_CO
Leuven|0041-001|4|21,21,γονεῖς,γονεύς,n-p---ma-,APOS
Leuven|0041-001|4|22,22,",",",",u--------,AuxX
Leuven|0041-001|4|23,23,ἀλλὰ,ἀλλά,c--------,COORD
Leuven|0041-001|4|24,24,μὴ,μή,d--------,AuxZ
Leuven|0041-001|4|25,25,τὸ,ὁ,l-s---na-,ATR
Leuven|0041-001|4|26,26,παραμυθίαν,παραμυθία,n-s---fa-,OBJ
Leuven|0041-001|4|27,27,ἐκ,ἐκ,r--------,AuxP
Leuven|0041-001|4|28,28,τῆς,ὁ,l-s---fg-,ATR
Leuven|0041-001|4|29,29,ἐμῆς,ἐμός,a-s---fg-,ATR
Leuven|0041-001|4|30,30,παιδείας,παιδεία,n-s---fg-,ADV
Leuven|0041-001|4|31,31,προσδέχεσθαι,προσδέχομαι,v--pne---,OBJ_CO
Leuven|0041-001|4|32,32,",",",",u--------,AuxX
Leuven|0041-001|4|33,33,μὴ,μή,d--------,AuxZ
Leuven|0041-001|4|34,34,λυπούμενοι,λυπέω,v-pppemn-,ADV
Leuven|0041-001|4|35,35,δὲ,δέ,d--------,AuxY
Leuven|0041-001|4|36,36,εὐτυχίαν,εὐτυχία,n-s---fa-,OBJ
Leuven|0041-001|4|37,37,.,.,u--------,AuxK
