@ref,@id,@form,@lemma,@postag,@relation
Leuven|0041-001|194|1,1,ἔπεμψα,πέμπω,v1saia---,PRED
Leuven|0041-001|194|2,2,δέ,δέ,d--------,AuxY
Leuven|0041-001|194|3,3,σοι,σύ,p2s---cd-,OBJ
Leuven|0041-001|194|4,4,καὶ,καί,d--------,AuxZ
Leuven|0041-001|194|5,5,τὸ,ὁ,l-s---na-,ATR
Leuven|0041-001|194|6,6,ἀντίγραφον,ἀντίγραφον,n-s---na-,OBJ
Leuven|0041-001|194|7,7,τῆς,ὁ,l-s---fg-,ATR
Leuven|0041-001|194|8,8,πρὸς,πρός,r--------,AuxP
Leuven|0041-001|194|9,9,τὸν,ὁ,l-s---ma-,ATR
Leuven|0041-001|194|10,10,Κλέαρχον,Κλέαρχος,n-s---ma-,ATR
Leuven|0041-001|194|11,11,ἐπιστολῆς,ἐπιστολή,n-s---fg-,ATR
Leuven|0041-001|194|12,12,",",",",u--------,AuxX
Leuven|0041-001|194|13,13,διθυραμβικωτέραν,διθυραμβικός,a-s---fac,OCOMP
Leuven|0041-001|194|14,14,ποιήσας,ποιέω,v-sapamn-,ADV
Leuven|0041-001|194|15,15,ἐπίτηδες,ἐπίτηδες,d--------,ADV
Leuven|0041-001|194|16,16,αὐτήν,αὐτός,p-s---fa-,OBJ
Leuven|0041-001|194|17,17,",",",",u--------,AuxX
Leuven|0041-001|194|18,18,ἵν’,ἵνα,c--------,AuxC
Leuven|0041-001|194|19,19,ἡμῶν,ἐγώ,p1p---cg-,OBJ
Leuven|0041-001|194|20,20,καταφρονῇ,καταφρονέω,v3spsa---,ADV
Leuven|0041-001|194|21,21,ὡς,ὡς,c--------,AuxC
Leuven|0041-001|194|22,22,λογομανούντων,λογομανέω,v-pppamg-,ADV
Leuven|0041-001|194|23,23,τελέως,τέλειος,d--------,ADV
Leuven|0041-001|194|24,24,.,.,u--------,AuxK
"""""",25,[0],"""""","""""",PRED
