@ref,@id,@form,@lemma,@postag,@relation
Leuven|0041-001|21|1,1,θαυμαστὰ,θαυμαστός,a-p---nn-,PNOM
Leuven|0041-001|21|2,2,μὲν,μέν,d--------,AuxY
Leuven|0041-001|21|3,3,οὖν,οὖν,d--------,AuxY
Leuven|0041-001|21|4,4,καὶ,καί,d--------,AuxZ
Leuven|0041-001|21|5,5,ταῦτα,οὗτος,p-p---nn-,SBJ
Leuven|0041-001|21|6,6,",",",",u--------,AuxX
Leuven|0041-001|21|7,7,πολὺ,πολύς,a-s---na-,ADV
Leuven|0041-001|21|8,8,δὲ,δέ,d--------,COORD
Leuven|0041-001|21|9,9,τούτων,οὗτος,p-p---ng-,ADV
Leuven|0041-001|21|10,10,θαυμαστότερόν,θαυμαστός,a-s---nac,PNOM_CO
Leuven|0041-001|21|11,11,τε,τε,c--------,AuxY
Leuven|0041-001|21|12,12,καὶ,καί,c--------,COORD
Leuven|0041-001|21|13,13,μεῖζον,μέγας,a-s---nac,PNOM_CO
Leuven|0041-001|21|14,14,ὅπερ,ὅς,p-s---na-,OBJ
Leuven|0041-001|21|15,15,αὐτὸς,αὐτός,p-s---mn-,ADV
Leuven|0041-001|21|16,16,ἐγὼ,ἐγώ,p1s---cn-,SBJ
Leuven|0041-001|21|17,17,νῦν,νῦν,d--------,ADV
Leuven|0041-001|21|18,18,ἐθεασάμην,θεάομαι,v1saim---,SBJ
Leuven|0041-001|21|19,19,.,.,u--------,AuxK
Leuven|0041-001|21|20,20,[0],"""""","""""",PRED_CO
"""""",21,[1],"""""","""""",PRED
