@id,@form,@lemma,@postag,@relation
1,πῶς,πως,d--------,ADV
2,δὴ,δή,d--------,AuxY
3,ἄνδρες,ἀνήρ,n-p---mn-,SBJ
4,γεωργοὶ,γεωργός,a-p---mn-,ATR_CO
5,καὶ,καί,c--------,COORD
6,οὐ,οὐ,d--------,AuxZ
7,θαλάσσιοι,θαλάσσιος,a-p---mn-,ATR_CO
8,",",punc1,u--------,AuxX
9,καὶ,καί,d--------,AuxZ
10,προσέτι,προσέτι,d--------,ADV
11,οὐ,οὐ,d--------,AuxZ
12,-δὲ,δέ,d--------,AuxZ
13,μελετῆσαι,μελετάω,v--ana---,OBJ
14,ἐασόμενοι,ἐάω,v-pfpmmn-,ADV
15,διὰ,διά,r--------,AuxP
16,τὸ,ὁ,l-s---na-,ATR
17,ὑφ᾽,ὑπό,r--------,AuxP
18,ἡμῶν,ἐγώ,p1p---mg-,OBJ
19,πολλαῖς,πολύς,a-p---fd-,ATR
20,ναυσὶν,ναῦς,n-p---fd-,ADV
21,αἰεὶ,ἀεί,d--------,ADV
22,ἐφορμεῖσθαι,ἐφορμάω,v--pne---,ADV
23,",",punc1,u--------,AuxX
24,ἄξιον,ἄξιος,a-s---na-,ATR
25,ἄν,ἄν1,d--------,AuxY
26,τι,τις,p-s---na-,OBJ
27,δρῷεν,δράω,v3ppoa---,PRED
28,;,punc1,u--------,AuxK
