@id,@form,@lemma,@postag
1,τά,ὁ,l-p---na-
2,τε,τε,d--------
3,γενόμενα,γίγνομαι,v-papmna-
4,περὶ,περί,r--------
5,ταύτης,οὗτος,p-s---fg-
6,αὐτῷ,αὐτός,p-s---md-
7,σημεῖα,σημεῖον,n-p---na-
8,καὶ,καί,d--------
9,τὰς,ὁ,l-p---fa-
10,ἐπὶ,ἐπί,r--------
11,Ῥώμης,Ῥώμη,n-s---fg-
12,μεταβολάς,μεταβολή,n-p---fa-
13,",",punc1,u--------
14,καὶ,καί,d--------
15,ὡς,ὡς,c--------
16,αὐτὸς,αὐτός,p-s---mn-
17,ὑπὸ,ὑπό,r--------
18,τῶν,ὁ,l-p---mg-
19,στρατιωτῶν,στρατιώτης,n-p---mg-
20,ἄκων,ἀέκων,a-s---mn-
21,αὐτοκράτωρ,αὐτοκράτωρ,n-s---mn-
22,ἀποδείκνυται,ἀποδείκνυμι,v3spie---
23,",",punc1,u--------
24,καὶ,καί,c--------
25,ἀποχωρήσαντος,ἀποχωρέω,v-sapamg-
26,ἐπὶ,ἐπί,r--------
27,διοικήσει,διοίκησις,n-s---fd-
28,τῶν,ὁ,l-p---ng-
29,ὅλων,ὅλος,a-p---ng-
30,εἰς,εἰς,r--------
31,τὴν,ὁ,l-s---fa-
32,Αἴγυπτον,Αἴγυπτος,n-s---fa-
33,ἐστασιάσθη,στασιάζω,v3saip---
34,τὰ,ὁ,l-p---nn-
35,τῶν,ὁ,l-p---mg-
36,Ἰουδαίων,Ἰουδαῖος,n-p---mg-
37,",",punc1,u--------
38,ὅπως,ὅπως,c--------
39,τε,τε,d--------
40,ἐπανέστησαν,ἐπανίστημι,v3paia---
41,αὐτοῖς,αὐτός,p-p---md-
42,οἱ,ὁ,l-p---mn-
43,τύραννοι,τύραννος,n-p---mn-
44,",",punc1,u--------
45,καὶ,καί,c--------
46,τὰς,ὁ,l-p---fa-
47,τούτων,οὗτος,p-p---mg-
48,πρὸς,πρός,r--------
49,ἀλλήλους,ἀλλήλων,p-p---ma-
50,διαφοράς,διαφορά,n-p---fa-
51,.,punc1,u--------
52,[0],,
