@id,@form,@lemma,@postag
1,τὸ,ὁ,l-s---na-
2,δὲ,δέ,d--------
3,κινδυνεύει,κινδυνεύω,v3spia---
4,",",punc1,u--------
5,ὦ,ὦ,i--------
6,ἄνδρες,ἀνήρ,n-p---mv-
7,",",punc1,u--------
8,τῷ,ὁ,l-s---nd-
9,ὄντι,εἰμί,v-sppand-
10,ὁ,ὁ,l-s---mn-
11,θεὸς,θεός,n-s---mn-
12,σοφὸς,σοφός,a-s---mn-
13,εἶναι,εἰμί,v--pna---
14,",",punc1,u--------
15,καὶ,καί,c--------
16,ἐν,ἐν,r--------
17,τῷ,ὁ,l-s---md-
18,χρησμῷ,χρησμός,n-s---md-
19,τούτῳ,οὗτος,a-s---md_
20,τοῦτο,οὗτος,p-s---na-
21,λέγειν,λέγω3,v--pna---
22,",",punc1,u--------
23,ὅτι,ὅτι2,c--------
24,ἡ,ὁ,l-s---fn-
25,ἀνθρωπίνη,ἀνθρώπινος,a-s---fn-
26,σοφία,σοφία,n-s---fn-
27,ὀλίγου,ὀλίγος,a-s---ng-
28,τινὸς,τις,p-s---ng-
29,ἀξία,ἄξιος,a-s---fnp
30,ἐστὶν,εἰμί,v3spia---
31,καὶ,καί,c--------
32,οὐδενός,οὐδείς,p-s---ng-
33,.,punc1,u--------
