@id,@form,@lemma,@postag
1,καὶ,καί,d--------
2,ἐπειδάν,ἐπειδάν,c--------
3,τις,τις,p-s---mn-
4,αὐτοὺς,αὐτός,p-p---ma-
5,ἐρωτᾷ,ἐρωτάω,v3spia---
6,ὅτι,ὅστις,p-s---na-
7,ποιῶν,ποιόω,v-sppamn_
8,καὶ,καί,c--------
9,ὅτι,ὅστις,p-s---na-
10,διδάσκων,διδάσκω,v-sppamn-
11,",",punc1,u--------
12,ἔχουσι,ἔχω,v3ppia---
13,μὲν,μέν,d--------
14,οὐδὲν,οὐδείς,p-s---na-
15,εἰπεῖν,εἶπον,v--ana---
16,ἀλλʼ,ἀλλά,c--------
17,ἀγνοοῦσιν,ἀγνοέω,v3ppia---
18,",",punc1,u--------
19,ἵνα,ἵνα,c--------
20,δὲ,δέ,c--------
21,μὴ,μή,d--------
22,δοκῶσιν,δοκάω,v3ppsa---
23,ἀπορεῖν,ἀφοράω,v--pna---
24,",",punc1,u--------
25,τὰ,ὁ,l-p---na-
26,κατὰ,κατά,r--------
27,πάντων,πᾶς,a-p---mg-
28,τῶν,ὁ,l-p---mg-
29,φιλοσοφούντων,φιλοσοφέω,v-pppamg-
30,πρόχειρα,πρόχειρον,n-p---na-
31,ταῦτα,οὗτος,a-p---na_
32,λέγουσιν,λέγω3,v3ppia---
33,",",punc1,u--------
34,ὅτι,ὅτι2,c--------
35,τὰ,ὁ,l-p---na-
36,μετέωρα,μετέωρος,a-p---na-
37,καὶ,καί,c--------
38,τὰ,ὁ,l-p---na-
39,ὑπὸ,ὑπό,r--------
40,γῆς,γῆ,n-s---fg-
41,καὶ,καί,d--------
42,θεοὺς,θεός,n-p---ma-
43,μὴ,μή,d--------
44,νομίζειν,νομίζω,v--pna---
45,καὶ,καί,c--------
46,τὸν,ὁ,l-s---ma-
47,ἥττω,ἥσσων,a-s---mac
48,λόγον,λόγος,n-s---ma-
49,κρείττω,κρείσσων,a-s---mac
50,ποιεῖν,ποιέω,v--pna---
51,.,punc1,u--------
52,[0],,
