@id,@form,@lemma,@postag
1,Σωκράτης,Σωκράτης,n-s---mn-
2,ἀδικεῖ,ἀδικέω,v3spia---
3,καὶ,καί,c--------
4,περιεργάζεται,περιεργάζομαι,v3spie---
5,ζητῶν,ζητέω,v-sppamn-
6,τά,ὁ,l-p---na-
7,τε,τε,d--------
8,ὑπὸ,ὑπό,r--------
9,γῆς,Γαῖα,n-s---fg-
10,καὶ,καί,c--------
11,οὐράνια,οὐράνιος,a-p---na-
12,καὶ,καί,d--------
13,τὸν,ὁ,l-s---ma-
14,ἥττω,ἥσσων,a-s---mac
15,λόγον,λόγος,n-s---ma-
16,κρείττω,κρείσσων,a-s---mac
17,ποιῶν,ποιόω,v-sppamn_
18,καὶ,καί,c--------
19,ἄλλους,ἄλλος,p-p---ma-
20,τ-,ὁ,l-p---na-
21,αὐτὰ,αὐτός,a-p---na_
22,ταῦτα,οὗτος,p-p---na-
23,διδάσκων,διδάσκω,v-sppamn-
24,.,punc1,u--------
