,@id,@form,@lemma,@postag,@relation
0,1,πρῶτοι,πρῶτος,a-p---mn-,ATV
1,2,δὲ,δέ,d--------,AuxY
2,3,Συβαρῖται,Συβαρίτης,n-p---mn-,SBJ
3,4,καὶ,καί,d--------,AuxZ
4,5,τὰς,ὁ,l-p---fa-,ATR
5,6,ποιούσας,ποιέω,v-pppafa-,ATR
6,7,ψόφον,ψόφος,n-s---ma-,OBJ
7,8,τέχνας,τέχνη,n-p---fa-,SBJ_AP
8,9,οὐκ,οὐ,d--------,AuxZ
9,10,ἐῶσιν,ἐάω,v3ppia---,PRED
10,11,ἐπιδημεῖν,ἐπιδημέω,v--pna---,OBJ
11,12,τῇ,ὁ,l-s---fd-,ATR
12,13,πόλει,πόλις,n-s---fd-,ADV
13,14,",",punc1,u--------,AuxX
14,15,οἷον,οἷος,a-s---na-,AuxZ
15,16,χαλκέων,χαλκεύς,n-p---mg-,ATR_CO
16,17,καὶ,καί,d--------,AuxY
17,18,τεκτόνων,τέκτων,n-p---mg-,ATR_CO
18,19,καὶ,καί,c--------,COORD
19,20,τῶν,ὁ,l-p---mg-,ATR
20,21,ὁμοίων,ὅμοιος,a-p---mg-,ATR_CO
21,22,",",punc1,u--------,AuxX
22,23,ὅπως,ὅπως,c--------,AuxC
23,24,αὐτοῖς,αὐτός,p-p---md-,ADV
24,25,πανταχόθεν,πανταχόθεν,d--------,ADV
25,26,ἀθόρυβοι,ἀθόρυβος,a-p---mn-,PNOM
26,27,ὦσιν,εἰμί,v3ppsa---,ADV
27,28,οἱ,ὁ,l-p---mn-,ATR
28,29,ὕπνοι,ὕπνος,n-p---mn-,SBJ
29,30,:,punc1,u--------,AuxK
