,@id,@form,@lemma,@postag,@relation
0,1,δίπυρον,δίπυρος,a-s---na-,OBJ_CO
1,2,παραθήσω,παρατίθημι,v1sfia---,PRED_CO
2,3,κᾠὸν,ᾠόν,n-s---na-,OBJ_CO
3,4,ἐπιτετμημένον,ἐπιτέμνω,v-srpena-,ATR
4,5,",",punc1,u--------,AuxX
5,6,πῦον,πυός,n-s---ma-,OBJ_CO
6,7,",",punc1,u--------,AuxX
7,8,μέλιτος,μέλι,n-s---ng-,ATR
8,9,ὀξύβαφον,ὀξύβαφον,n-s---na-,OBJ_CO
9,10,ἐπὶ,ἐπί,r--------,AuxP
10,11,ταγηνιῶν,ταγηνίας,n-p---mg-,ATR
11,12,",",punc1,u--------,AuxX
12,13,τυροῦ,τυρός,n-s---mg-,ATR
13,14,τροφάλια,τροφάλιον,n-p---na-,OBJ
14,15,χλωρὰ,χλωρός,a-p---na-,ATR
15,16,Κυθνίου,Κύθνιος,a-s---mg-,ATR
16,17,παρατεμὼν,παρά-τέμνω,v-sapamn-,ADV
17,18,",",punc1,u--------,COORD
18,19,βοτρύδιόν,βοτρύδιον,n-s---na-,OBJ_CO
19,20,τι,τις,a-s---na-,ATR
20,21,",",punc1,u--------,AuxX
21,22,χόριον,χόριον,n-s---na-,OBJ_CO
22,23,",",punc1,u--------,COORD
23,24,ἐν,ἐν,r--------,AuxP
24,25,ποτηρίῳ,ποτήριον,n-s---nd-,ATR
25,26,γλυκὺν,γλυκύς,a-s---ma-,OBJ_CO
26,27,:,punc1,u--------,AuxK
27,28,παραθήσω,παραθέω,v1sasa---,PRED_CO
