,@id,@form,@lemma,@postag,@relation
0,1,μαρτυροῦσι,μαρτυρέω,v3ppia---,PRED
1,2,παρεῖναι,πάρειμι,v--pna---,OBJ_CO
2,3,πρὸς,πρός,r--------,AuxP
3,4,τῷ,ὁ,l-s---md-,ATR
4,5,διαιτητῇ,διαιτητής,n-s---md-,ATR
5,6,Τεισίᾳ,Τεισίας,n-s---md-,ADV
6,7,",",",",u--------,AuxX
7,8,ὅτε,ὅτε,c--------,AuxC
8,9,προὐκαλεῖτο,προκαλέω,v3siie---,ADV
9,10,Φορμίων,Φορμίων,n-s---mn-,SBJ
10,11,Ἀπολλόδωρον,Ἀπολλόδωρος,n-s---ma-,OBJ
11,12,ἀνοίγειν,ἀνοίγνυμι,v--pna---,OBJ
12,13,τὸ,ὁ,l-s---na-,ATR
13,14,γραμματεῖον,γραμματεῖον,n-s---na-,OBJ
14,15,",",",",u--------,AuxX
15,16,ὃ,ὅς,p-s---na-,OBJ
16,17,παρεῖχεν,παρέχω,v3siia---,ATR
17,18,Ἀμφίας,Ἀμφίας,n-s---mn-,SBJ
18,19,ὁ,ὁ,l-s---mn-,ATR
19,20,Κηφισοφῶντος,Κηφισοφῶν,n-s---mg-,ATR
20,21,κηδεστής,κηδεστής,n-s---mn-,ATR
21,22,",",",",u--------,AuxX
22,23,Ἀπολλόδωρον,Ἀπολλόδωρος,n-s---ma-,SBJ
23,24,δ’,δέ,c--------,COORD
24,25,οὐκ,οὐ,d--------,AuxZ
25,26,ἐθέλειν,ἐθέλω,v--pna---,OBJ_CO
26,27,ἀνοίγειν,ἀνοίγνυμι,v--pna---,OBJ
27,28,.,.,u--------,AuxK
