@id;@form;@lemma;@postag;@relation
1;βουλοίμην;βούλομαι;v1spoe---;PRED
2;δʼ;δέ;d--------;AuxY
3;ἂν;ἄν;d--------;AuxY
4;ὑμᾶς;σύ;p2p---ma-;SBJ
5;καὶ;καί;d--------;AuxZ
6;τοῦτο;οὗτος;p-s---na-;OBJ_AP
7;κατανοῆσαι;κατανοέω;v--ana---;OBJ
8;ὅτι;ὅτι;c--------;AuxC
9;τούτων;οὗτος;p-p---ng-;ATR
10;ὧν;ὅς;p-p---ng-;OBJ
11;νῦν;νῦν;d--------;ADV
12;ὑμῖν;σύ;p2p---md-;OBJ
13;παρακελεύομαι;παρακελεύομαι;v1spie---;ATR
14;οὐδὲν;οὐδείς;p-s---na-;OBJ
15;τοῖς;ὁ;l-p---md-;ATR
16;δούλοις;δοῦλος;n-p---md-;OBJ
17;προστάττω;προστάσσω;v1spia---;OBJ_AP
18;·;punc;u--------;AuxK
19;,;punc;u--------;APOS
