@id,@form,@lemma,@postag
1,ἐπεὶ,ἐπεί,c--------
2,μέντοι,μέντοι,d--------
3,Τισσαφέρνης,Τισσαφέρνης,n-s---mn-
4,",",punc1,u--------
5,πολλοῦ,πολύς,a-s---ng-
6,ἄξιος,ἄξιος,a-s---mn-
7,βασιλεῖ,βασιλεύς,n-s---md-
8,δόξας,δοκέω,v-sapamn-
9,γεγενῆσθαι,γίγνομαι,v--rne---
10,ἐν,ἐν,r--------
11,τῷ,ὁ,l-s---md-
12,πρὸς,πρός,r--------
13,τὸν,ὁ,l-s---ma-
14,ἀδελφὸν,ἀδελφός,n-s---ma-
15,πολέμῳ,πόλεμος,n-s---md-
16,",",punc1,u--------
17,σατράπης,σατράπης,n-s---mn-
18,κατεπέμφθη,καταπέμπω,v3saip---
19,ὧν,ὅς,p-p---ng-
20,τε,τε,d--------
21,αὐτὸς,αὐτός,p-s---mn-
22,πρόσθεν,πρόσθεν,d--------
23,ἦρχε,ἄρχω,v3siia---
24,καὶ,καί,c--------
25,ὧν,ὅς,p-p---ng-
26,Κῦρος,Κῦρος,n-s---mn-
27,",",punc1,u--------
28,εὐθὺς,εὐθύς2,d--------
29,ἠξίου,ἀξιόω,v3siia---
30,τὰς,ὁ,l-p---fa-
31,Ἰωνικὰς,Ἰωνικός,a-p---fa-
32,πόλεις,πόλις,n-p---fa-
33,ἁπάσας,ἅπας,a-p---fa-
34,ἑαυτῷ,ἑαυτοῦ,p-s---md-
35,ὑπηκόους,ὑπήκους,a-p---ma-
36,εἶναι,εἰμί,v--pna---
37,.,punc1,u--------
38,ἦρχε,ἄρχω,v3siia---
