@id,@form,@lemma,@postag
1,αἱ,ὁ,l-p---fn-
2,δὲ,δέ,d--------
3,ἅμα,ἅμα,d--------
4,μὲν,μέν,d--------
5,ἐλεύθεραι,ἐλεύθερος,a-p---fn-
6,βουλόμεναι,βούλομαι,v-pppefn-
7,εἶναι,εἰμί,v--pna---
8,",",punc1,u--------
9,ἅμα,ἅμα,d--------
10,δὲ,δέ,c--------
11,φοβούμεναι,φοβέω,v-pppefn-
12,τὸν,ὁ,l-s---ma-
13,Τισσαφέρνην,Τισσαφέρνης,n-s---ma-
14,",",punc1,u--------
15,ὅτι,ὅτι2,c--------
16,Κῦρον,Κῦρος,n-s---ma-
17,",",punc1,u--------
18,ὅτʼ,ὅτι,c--------
19,ἔζη,ζάω,v3siia---
20,",",punc1,u--------
21,ἀντʼ,ἀντέ,r--------
22,ἐκείνου,ἐκεῖνος,p-s---mg-
23,ᾑρημέναι,αἱρέω,v-prpefn-
24,ἦσαν,εἰμί,v3piia---
25,",",punc1,u--------
26,εἰς,εἰς,r--------
27,μὲν,μέν,d--------
28,τὰς,ὁ,l-p---fa-
29,πόλεις,πόλις,n-p---fa-
30,οὐκ,οὐ,d--------
31,ἐδέχοντο,δέχομαι,v3piie---
32,αὐτόν,αὐτός,p-s---ma-
33,",",punc1,u--------
34,εἰς,εἰς,r--------
35,Λακεδαίμονα,Λακεδαίμων,n-s---fa-
36,δὲ,δέ,c--------
37,ἔπεμπον,πέμπω,v3piia---
38,πρέσβεις,πρέσβυς,n-p---ma-
39,",",punc1,u--------
40,καὶ,καί,c--------
41,ἠξίουν,ἀξιόω,v3piia---
42,",",punc1,u--------
43,ἐπεὶ,ἐπεί,c--------
44,πάσης,πᾶς,a-s---fg-
45,τῆς,ὁ,l-s---fg-
46,Ἑλλάδος,Ἑλλάς,n-s---fg-
47,προστάται,προστάτης,n-p---mn-
48,εἰσίν,εἰμί,v3ppia---
49,",",punc1,u--------
50,ἐπιμεληθῆναι,ἐπιμελέομαι,v--ane---
51,καὶ,καί,d--------
52,σφῶν,σφεῖς,p-p---mg-
53,τῶν,ὁ,l-p---mg-
54,ἐν,ἐν,r--------
55,τῇ,ὁ,l-s---fd-
56,Ἀσίᾳ,Ἀσία,n-s---fd-
57,Ἑλλήνων,Ἕλλην,n-p---mg-
58,",",punc1,u--------
59,ὅπως,ὅπως,c--------
60,ἥ,ὁ,l-s---fn-
61,τε,τε,d--------
62,χώρα,χώρα,n-s---fn-
63,μὴ,μή,d--------
64,δῃοῖτο,δηιόω,v3spoe---
65,αὐτῶν,αὐτός,p-p---mg-
66,καὶ,καί,c--------
67,αὐτοὶ,αὐτός,p-p---mn-
68,ἐλεύθεροι,ἐλεύθερος,a-p---mn-
69,εἶεν,εἰμί,v3ppoa---
70,.,punc1,u--------
