@id,@form,@lemma,@postag
1,ὅσοι,ὅσος,a-p---mn-
2,δὲ,δέ,d--------
3,ἦσαν,εἰμί,v3piia---
4,ἀπὸ,ἀπό,r--------
5,Πριήνης,Πριήνη,n-s---fg-
6,τε,τε,d--------
7,καὶ,καί,c--------
8,Ἀχιλλείου,Ἀχίλλειον,n-s---ng-
9,καὶ,καί,c--------
10,ἀπὸ,ἀπό,r--------
11,νήσων,νῆσος,n-p---fg-
12,καὶ,καί,c--------
13,τῶν,ὁ,l-p---fg-
14,Ἰωνικῶν,Ἰωνικός,a-p---fg-
15,πόλεων,πόλις,n-p---fg-
16,",",punc1,u--------
17,οἱ,ὁ,l-p---mn-
18,μέν,μέν,d--------
19,τινες,τις,p-p---mn-
20,καταλιπόντες,καταλιμπάνω,v-papamn-
21,ἐν,ἐν,r--------
22,τῷ,ὁ,l-s---md-
23,σίτῳ,σῖτος,n-s---md-
24,τὰ,ὁ,l-p---na-
25,ὅπλα,ὅπλον,n-p---na-
26,ἀπεδίδρασκον,ἀποδιδράσκω,v3piia---
27,·,punc1,u--------
