,@id,@form,@lemma,@postag,@relation
0,1,λέγεις,λέγω3,v2spia---,PRED
1,2,σύ,σύ,p2s---mn-,SBJ
2,3,",",punc1,u--------,AuxX
3,4,ὦ,ὦ,i--------,AuxZ
4,5,πάτερ,πατήρ,n-s---mv-,ExD
5,6,",",punc1,u--------,AuxX
6,7,εἰς,εἰς,r--------,AuxP
7,8,τὸ,ὁ,l-s---na-,ATR
8,9,πειθομένους,πείθω,v-pppema-,OBJ
9,10,ἔχειν,ἔχω,v--pna---,ADV
10,11,οὐδὲν,οὐδείς,p-s---na-,SBJ
11,12,εἶναι,εἰμί,v--pna---,OBJ
12,13,ἀνυσιμώτερον,ἀνύσιμος,a-s---nac,PNOM
13,14,τοῦ,ὁ,l-s---ng-,ATR
14,15,φρονιμώτερον,φρόνιμος,a-s---mac,PNOM
15,16,δοκεῖν,δοκέω,v--pna---,ADV
16,17,εἶναι,εἰμί,v--pna---,OBJ
17,18,τῶν,ὁ,l-p---mg-,ATR
18,19,ἀρχομένων,ἄρχω,v-pppemg-,ADV
19,20,.,punc1,u--------,AuxK
