@id,@form,@lemma,@postag
1,διὸ,διό,d--------
2,καὶ,καί,d--------
3,μετὰ,μετά,r--------
4,ταῦτα,οὗτος,p-p---na-
5,",",punc1,u--------
6,τῶν,ὁ,l-p---mg-
7,ἐκπηδησάντων,ἐκπηδάω,v-papamg-
8,[,punc1,u--------
9,ἐκ,ἐκ,r--------
10,τοῦ,ὁ,l-s---mg-
11,προφανοῦς,προφανής,a-s---mg-
12,ἐρχομένων,ἔρχομαι,v-pppemg-
13,],punc1,u--------
14,πρὸς,πρός,r--------
15,τὰ,ὁ,l-p---na-
16,τείχη,τεῖχος,n-p---na-
17,καὶ,καί,c--------
18,βουλομένων,βούλομαι,v-pppemg-
19,παρακαλεῖν,παρακαλέω,v--pna---
20,καὶ,καί,c--------
21,λέγειν,λέγω3,v--pna---
22,τι,τις,p-s---na-
23,περὶ,περί,r--------
24,τῆς,ὁ,l-s---fg-
25,τῶν,ὁ,l-p---mg-
26,Ῥωμαίων,Ῥωμαῖος,n-p---mg-
27,ἐπαγγελίας,ἐπαγγελία,n-s---fg-
28,",",punc1,u--------
29,οὐχ,οὐ,d--------
30,οἷον,οἷος,a-s---na-
31,προσεῖχον,προσέχω,v3piia---
32,αὐτοῖς,αὐτός,p-p---md-
33,",",punc1,u--------
34,ἀλλ᾽,ἀλλά,c--------
35,ἁπλῶς,ἁπλῶς,d--------
36,ἀκούειν,ἀκούω,v--pna---
37,ἠξίουν,ἐξιόω,v3piia---
38,",",punc1,u--------
39,βάλλοντες,βάλλω,v-pppamn-
40,δὲ,δέ,c--------
41,τοῖς,ὁ,l-p---md-
42,λίθοις,λίθος,n-p---md-
43,καὶ,καί,c--------
44,συνακοντίζοντες,συνακοντίζω,v-pppamn-
45,ἀπεδίωξαν,ἀποδιώκω,v3paia---
46,ἀπὸ,ἀπό,r--------
47,τοῦ,ὁ,l-s---ng-
48,τείχους,τεῖχος,n-s---ng-
49,.,punc1,u--------
