@ref,@id,@form,@lemma,@postag
Leuven|0058-001|246|1,1,ἄλλος,ἄλλος,p-s---mn-
Leuven|0058-001|246|2,2,δὲ,δέ,d--------
Leuven|0058-001|246|3,3,προετοιμάσας,προετοιμάζω,v-sapamn-
Leuven|0058-001|246|4,4,ἐν,ἐν,r--------
Leuven|0058-001|246|5,5,γυργάθῳ,γύργαθος,a-s---nd-
Leuven|0058-001|246|6,6,λεπτῷ,λεπτόν,n-s---nd-
Leuven|0058-001|246|7,7,ἐνέβαλεν,ἐμβάλλω,v3saia---
Leuven|0058-001|246|8,8,προσημμένου,προσάπτω,v-srpemg-
Leuven|0058-001|246|9,9,λίνου,λίνος,n-s---mg-
Leuven|0058-001|246|10,10,",",",",u--------
Leuven|0058-001|246|11,11,καὶ,καί,c--------
Leuven|0058-001|246|12,12,ὕστερον,ὕστερον,d-------c
Leuven|0058-001|246|13,13,ἀνέσπασεν,ἀνασπάω,v3saia---
Leuven|0058-001|246|14,14,.,.,u--------
