@id,@form,@lemma,@postag
1,οὐ,οὐ,d--------
2,γὰρ,γάρ,d--------
3,δὴ,δή,d--------
4,χάριν,χάρις,n-s---fa-
5,γε,γε,d--------
6,ὑμῖν,σύ,p2p---md-
7,ἀποδώσει,ἀποδίδωμι,v3sfia---
8,τῇ,ὁ,l-s---fd-
9,ψήφῳ,ψῆφος,n-s---fd-
10,κρύβδην,κρύβδην,d--------
11,εὖ,εὖ,d--------
12,παθών,πάσχω,v-sapamn-
13,",",punc1,u--------
14,ὃς,ὅς,p-s---mn-
15,τῶν,ὁ,l-p---mg-
16,φίλων,φίλος,a-p---mg-
17,τοὺς,ὁ,l-p---ma-
18,φανερῶς,φανερός,d-------_
19,αὐτὸν,αὐτός,p-s---ma-
20,εὖ,εὖ,d--------
21,ποιήσαντας,ποιέω,v-papama-
22,κακῶς,κακός,d-------p
23,ποιεῖ,ποιέω,v3spia---
24,.,punc1,u--------
