@id,@form,@lemma,@postag
1,νῦν,νῦν,d--------
2,δὲ,δέ,d--------
3,τούτων,οὗτος,p-p---ng-
4,οὐδὲν,οὐδείς,p-s---na-
5,ἐποίησαν,ποιέω,v3paia---
6,",",punc1,u--------
7,ἀλλʼ,ἀλλά,c--------
8,ἐν,ἐν,r--------
9,μὲν,μέν,d--------
10,τῷ,ὁ,l-s---nd-
11,στρατοπέδῳ,στρατόπεδον,n-s---nd-
12,περιεώρων,περιοράω,v3piia---
13,αὐτὸν,αὐτός,p-s---ma-
14,ὑπὸ,ὑπό,r--------
15,πάντων,πᾶς,a-p---mg-
16,προπηλακιζόμενον,προπηλακίζω,v-sppema-
17,κ-,καί,c--------
18,ἀν,ἔν,r--------
19,τοῖς,ὁ,l-p---md-
20,ἱπποτοξόταις,ἱπποτοξότης,n-p---md-
21,ἱππεύοντα,ἱππεύω,v-sppama-
22,",",punc1,u--------
23,ἐπειδὴ,ἐπεί,c--------
24,δὲ,δέ,c--------
25,ὑμᾶς,σύ,p2p---ma-
26,δεῖ,δέω2,v3spia---
27,παρὰ,παρά,r--------
28,τῶν,ὁ,l-p---mg-
29,ἀδικούντων,ἀδικέω,v-pppamg-
30,δίκην,δίκη,n-s---fa-
31,λαμβάνειν,λαμβάνω,v--pna---
32,",",punc1,u--------
33,χαριζόμενοι,χαρίζω,v-pppemn-
34,μαρτυροῦσιν,μαρτυρέω,v3ppia---
35,ὑφʼ,ὑπό,r--------
36,ἑαυτῶν,ἑαυτοῦ,p-p---mg-
37,αὐτὸν,αὐτός,p-s---ma-
38,τετάχθαι,τάσσω,v--rne---
39,.,punc1,u--------
