,@id,@form,@lemma,@postag,@relation
0,1,ἐξ,ἐκ,r--------,AuxP
1,2,ὧν,ὅς,p-p---ng-,ADV
2,3,ἀνάγκη,ἀνάγκη,n-s---fn-,PNOM
3,4,πάθη,πάθος,n-p---na-,SBJ_CO
4,5,πολλὰ,πολύς,a-p---na-,ATR
5,6,φύεσθαι,φύω,v--pne---,SBJ
6,7,καὶ,καί,c--------,COORD
7,8,προαιρέσεις,προαίρεσις,n-p---fa-,SBJ_CO
8,9,ἀπᾳδούσας,ἀπᾴδω,v-pppafa-,ATR
9,10,πρὸς,πρός,r--------,AuxP
10,11,τὴν,ὁ,l-s---fa-,ATR
11,12,καθεστῶσαν,καθίστημι,v-srpafa-,ATR
12,13,πολιτείαν,πολιτεία,n-s---fa-,ADV
13,14,",",punc1,u--------,AuxX
14,15,ὥσπερ,ὥσπερ,c--------,AuxC
15,16,ἁρμονίαν,ἁρμονία,n-s---fa-,OBJ
16,17,.,punc1,u--------,AuxK
17,18,ἐστιν,εἰμί,v3spia---,PRED
