,@id,@form,@lemma,@postag,@relation
0,1,τεκμήρια,τεκμήριον,n-p---nn-,SBJ
1,2,δὲ,δέ,d--------,AuxY
2,3,τῆς,ὁ,l-s---fg-,ATR
3,4,εἰς,εἰς,r--------,AuxP
4,5,Σικελοὺς,Σικελοί,n-p---ma-,ATR
5,6,Αἰνείου,Αἰνείας,n-s---mg-,ATR_CO
6,7,τε,τε,d--------,AuxY
7,8,καὶ,καί,c--------,COORD
8,9,Τρώων,Τρώς,n-p---mg-,ATR_CO
9,10,ἀφίξεως,ἄφιξις,n-s---fg-,ATR
10,11,πολλὰ,πολύς,a-p---nn-,ATR_CO
11,12,μὲν,μέν,d--------,AuxY
12,13,καὶ,καί,c--------,COORD
13,14,ἄλλα,ἄλλος,a-p---nn-,ATR_CO
14,15,",",punc1,u--------,AuxX
15,16,περιφανέστατα,περιφανής,a-p---nns,PNOM
16,17,δὲ,δέ,c--------,COORD
17,18,τῆς,ὁ,l-s---fg-,ATR
18,19,Αἰνειάδος,Αἰνείας,a-s---fg-,ATR
19,20,Ἀφροδίτης,Ἀφροδίτη,n-s---fg-,ATR
20,21,ὁ,ὁ,l-s---mn-,ATR
21,22,βωμὸς,βωμός,n-s---mn-,SBJ_CO
22,23,ἐπὶ,ἐπί,r--------,AuxP
23,24,τῇ,ὁ,l-s---fd-,ATR
24,25,κορυφῇ,κορυφή,n-s---fd-,ADV
25,26,τοῦ,ὁ,l-s---mg-,ATR
26,27,Ἐλύμου,Ἔλυμος,n-s---mg-,ATR
27,28,ἱδρυμένος,ἱδρύω,v-srpemn-,ATR
28,29,καὶ,καί,c--------,COORD
29,30,ἱερὸν,ἱερόν,n-s---na-,SBJ_CO
30,31,Αἰνείου,Αἰνείας,n-s---mg-,ATR
31,32,ἱδρυμένον,ἱδρύω,v-srpenn-,ATR
32,33,ἐν,ἐν,r--------,AuxP
33,34,Αἰγέστῃ,Αἴγεστα,n-s---fd-,ADV
34,35,",",punc1,u--------,AuxX
35,36,τὸν,ὁ,l-s---ma-,ATR
36,37,μὲν,μέν,d--------,AuxY
37,38,αὐτοῦ,αὐτός,a-s---mg-,ATR
38,39,κατασκευάσαντος,κατασκευάζω,v-sapamg-,ADV_CO
39,40,Αἰνείου,Αἰνείας,n-s---mg-,SBJ
40,41,τῇ,ὁ,l-s---fd-,ATR
41,42,μητρί,μήτηρ,n-s---fd-,OBJ
42,43,",",punc1,u--------,AuxX
43,44,τὸ,ὁ,l-s---na-,ATR
44,45,δὲ,δέ,c--------,COORD
45,46,ἱερὸν,ἱερόν,n-s---na-,OBJ
46,47,τῶν,ὁ,l-p---mg-,ATR
47,48,ὑπολειφθέντων,ὑπολείπω,v-pappmg-,SBJ
48,49,ἀπὸ,ἀπό,r--------,AuxP
49,50,τοῦ,ὁ,l-s---mg-,ATR
50,51,στόλου,στόλος,n-s---mg-,ADV
51,52,τῇ,ὁ,l-s---fd-,ATR
52,53,μνήμῃ,μνήμη,n-s---fd-,ADV
53,54,τοῦ,ὁ,l-s---mg-,ATR
54,55,σώσαντος,σώζω,v-sapamg-,ATR
55,56,σφᾶς,σφεῖς,p3p---ma-,OBJ
56,57,ἀνάθημα,ἀνάθημα,n-s---na-,ATV
57,58,ποιησαμένων,ποιέω,v-papmmg-,ADV_CO
58,59,.,punc1,u--------,AuxK
