,@id,@form,@lemma,@postag,@relation
0,1,ἔπειτα,ἔπειτα,d--------,AuxY
1,2,ἄριστον,ἄριστον,n-s---na-,OBJ
2,3,αὐτοῖς,αὐτός,p-p---md-,OBJ
3,4,αἱρουμένοις,αἱρέω,v-pppemd-,ATR
4,5,ἐπὶ,ἐπί,r--------,AuxP
5,6,τοῦ,ὁ,l-s---ng-,ATR
6,7,δαπέδου,δάπεδον,n-s---ng-,ADV
7,8,σέλινα,σέλινον,n-p---nn-,SBJ
8,9,μὲν,μέν,d--------,AuxY
9,10,πολλοῖς,πολύς,a-p---md-,ATR
10,11,ὑπέστρωτο,ὑπό-στόρεννυμι,v3slie---,PRED_CO
11,12,καὶ,καί,c--------,COORD
12,13,ἦν,εἰμί,v3siia---,PRED_CO
13,14,ταῦτα,οὗτος,p-p---nn-,SBJ
14,15,ὥσπερ,ὥσπερ,c--------,AuxC
15,16,τράπεζα,τράπεζα,n-s---fn-,SBJ
16,17,τῶν,ὁ,l-p---ng-,ATR
17,18,ἐδεσμάτων,ἔδεσμα,n-p---ng-,ATR
18,19,:,punc1,u--------,AuxK
