@id,@form,@lemma,@postag,@relation
1,οὗτοι,οὗτος,p-p---mn-,SBJ
2,γάρ,γάρ,d--------,AuxY
3,",",",",u--------,AuxX
4,ὅτε,ὅτε,c--------,AuxC
5,οἱ,ὁ,l-p---mn-,ATR
6,δικασταὶ,δικαστής,n-p---mn-,SBJ
7,ἐβούλοντο,βούλομαι,v3piie---,ADV
8,θανάτου,θάνατος,n-s---mg-,OBJ
9,τιμῆσαι,τιμάω,v--ana---,OBJ
10,τῷ,ὁ,l-s---md-,ATR
11,Ἀρεθουσίῳ,Ἀρεθούσιος,n-s---md-,OBJ
12,",",",",u--------,AuxX
13,ἐδέοντο,δέω,v3piie---,PRED_CO
14,τῶν,ὁ,l-p---mg-,ATR
15,δικαστῶν,δικαστής,n-p---mg-,OBJ
16,χρημάτων,χρῆμα,n-p---ng-,OBJ
17,τιμῆσαι,τιμάω,v--ana---,OBJ
18,καὶ,καί,c--------,COORD
19,ἐμοῦ,ἐγώ,p-s----g-,OBJ
20,συγχωρῆσαι,συγχωρέω,v--ana---,OBJ
21,",",",",u--------,AuxX
22,καὶ,καί,c--------,COORD
23,ὡμολόγησαν,ὁμολογέω,v3paia---,PRED_CO
24,αὐτοὶ,αὐτός,p-p---mn-,SBJ
25,συνεκτείσειν,συνεκτίνω,v--fna---,OBJ
26,.,.,u--------,AuxK
27,ἐδέοντο,δέω1,v3piie---,PRED_CO
