@ref,@id,@form,@lemma,@postag,@relation
Leuven|0585-001|55|1,1,συγγνώμην,συγγνώμη,n-s---fa-,OBJ
Leuven|0585-001|55|2,2,μὲν,μέν,d--------,AuxY
Leuven|0585-001|55|3,3,οὖν,οὖν,d--------,AuxY
Leuven|0585-001|55|4,4,ὑμῖν,σύ,p2p---cd-,ADV
Leuven|0585-001|55|5,5,ἔχω,ἔχω,v1spia---,PRED
Leuven|0585-001|55|6,6,",",",",u--------,AuxX
Leuven|0585-001|55|7,7,ὅτι,ὅτι,c--------,AuxC
Leuven|0585-001|55|8,8,τοιαύτην,τοιοῦτος,p-s---fa-,ATR
Leuven|0585-001|55|9,9,ὄψιν,ὄψις,n-s---fa-,OBJ
Leuven|0585-001|55|10,10,ἀπροσδόκητον,ἀπροσδόκητος,a-s---fa-,ATR
Leuven|0585-001|55|11,11,ἑωρακότες,ὁράω,v-prpamn-,ADV
Leuven|0585-001|55|12,12,ἀπορεῖτε,ἀπορέω,v2ppia---,ADV
Leuven|0585-001|55|13,13,πῶς,πῶς,d--------,ADV
Leuven|0585-001|55|14,14,ποτε,ποτέ,d--------,AuxY
Leuven|0585-001|55|15,15,τοῖς,ὁ,l-p---nd-,ATR
Leuven|0585-001|55|16,16,παροῦσι,πάρειμι1,v-pppand-,ATR
Leuven|0585-001|55|17,17,πράγμασιν,πρᾶγμα,n-p---nd-,OBJ
Leuven|0585-001|55|18,18,ὀρθῶς,ὀρθός,d--------,ADV
Leuven|0585-001|55|19,19,χρήσεσθε,χράω,v2pfim---,OBJ
Leuven|0585-001|55|20,20,.,.,u--------,AuxK
