,@id,@form,@lemma,@postag,@relation
0,1,οἰκία,οἰκία,n-s---fn-,SBJ
1,2,μὲν,μέν,d--------,AuxY
2,3,γὰρ,γάρ,d--------,AuxY
3,4,αὐταρκέστερον,αὐτάρκης,a-s---nnc,PNOM
4,5,ἑνός,εἷς,a-s---mg-,ADV
5,6,",",punc1,u--------,AuxX
6,7,πόλις,πόλις,n-s---fn-,SBJ
7,8,δ᾽,δέ,c--------,COORD
8,9,οἰκίας,οἰκία,n-s---fg-,ADV
9,10,",",punc1,u--------,AuxX
10,11,καὶ,καί,c--------,COORD
11,12,βούλεταί,βούλομαι,v3spie---,PRED_CO
12,13,γ᾽,γε,d--------,AuxZ
13,14,ἤδη,ἤδη,d--------,ADV
14,15,τότε,τότε,d--------,ADV
15,16,εἶναι,εἰμί,v--pna---,OBJ
16,17,πόλις,πόλις,n-s---fn-,SBJ
17,18,ὅταν,ὅταν,c--------,AuxC
18,19,αὐτάρκη,αὐτάρκης,a-s---fa-,PNOM
19,20,συμβαίνῃ,συμβαίνω,v3spsa---,ADV
20,21,τὴν,ὁ,l-s---fa-,ATR
21,22,κοινωνίαν,κοινωνία,n-s---fa-,SBJ
22,23,εἶναι,εἰμί,v--pna---,SBJ
23,24,τοῦ,ὁ,l-s---ng-,ATR
24,25,πλήθους,πλῆθος,n-s---ng-,ATR
25,26,:,punc1,u--------,AuxK
26,27,ἐστιν,εἰμί,v3spia---,PRED_CO
27,28,ἐστιν,εἰμί,v3spia---,PRED_CO
28,29,αὐταρκέστερον,αὐτάρκης,a-s---nac,PNOM
