,@id,@form,@lemma,@postag,@relation
0,1,ἄτοπον,ἄτοπος,a-s---nn-,PNOM
1,2,δὲ,δέ,d--------,AuxY
2,3,καὶ,καί,d--------,AuxZ
3,4,τὸ,ὁ,l-s---nn-,ATR
4,5,ἐκ,ἐκ,r--------,AuxP
5,6,τῶν,ὁ,l-p---ng-,ATR
6,7,θηρίων,θηρίον,n-p---ng-,ADV
7,8,ποιεῖσθαι,ποιέω,v--pne---,SBJ
8,9,τὴν,ὁ,l-s---fa-,ATR
9,10,παραβολήν,παραβολή,n-s---fa-,OBJ
10,11,",",punc1,u--------,AuxX
11,12,ὅτι,ὅτι2,c--------,AuxC
12,13,δεῖ,δεῖ,v3siia---,ADV
13,14,τὰ,ὁ,l-p---na-,ATR
14,15,αὐτὰ,αὐτός,p-p---na-,OBJ
15,16,ἐπιτηδεύειν,ἐπιτηδεύω,v--pna---,SBJ
16,17,τὰς,ὁ,l-p---fa-,ATR
17,18,γυναῖκας,γυνή,n-p---fa-,SBJ
18,19,τοῖς,ὁ,l-p---md-,ATR
19,20,ἀνδράσιν,ἀνήρ,n-p---md-,ADV
20,21,",",punc1,u--------,AuxX
21,22,οἷς,ὅς,p-p---nd-,OBJ
22,23,οἰκονομίας,οἰκονομία,n-s---fg-,ATR
23,24,οὐδὲν,οὐδείς,p-s---nn-,SBJ
24,25,μέτεστιν,μέτειμι1,v3spia---,ATR
25,26,.,punc1,u--------,AuxK
26,27,ἐστιν,εἰμί,v3spia---,PRED
