,@id,@form,@lemma,@postag,@relation
0,1,τῷ,ὁ,l-s---md-,ATR
1,2,δ᾽,δέ,d--------,AuxY
2,3,ἑξῆς,ἑξῆς,d--------,ATR
3,4,ἐνιαυτῷ,ἐνιαυτός,n-s---md-,ADV
4,5,Γάιος,Γάιος,n-s---mn-,ATR
5,6,Ἀτίλιος,Ἀτίλιος,n-s---mn-,SBJ
6,7,ὁ,ὁ,l-s---mn-,ATR
7,8,στρατηγὸς,στρατηγός,n-s---mn-,ATR
8,9,τῶν,ὁ,l-p---mg-,ATR
9,10,Ῥωμαίων,Ῥωμαῖος,n-p---mg-,ATR
10,11,πρὸς,πρός,r--------,AuxP
11,12,Τυνδαρίδα,Τυνδαρίδης,n-d---mn-,ADV
12,13,καθορμισθεὶς,καθορμίζω,v-sappmn-,ADV_CO
13,14,καὶ,καί,c--------,COORD
14,15,συνθεασάμενος,συνθεάομαι,v-sapemn-,ADV_CO
15,16,ἀτάκτως,ἄτακτος,d--------,ADV
16,17,παραπλέοντα,παραπλέω,v-sppama-,OBJ
17,18,τὸν,ὁ,l-s---ma-,ATR
18,19,τῶν,ὁ,l-p---mg-,ATR
19,20,Καρχηδονίων,Καρχηδών,n-p---mg-,ATR
20,21,στόλον,στόλος,n-s---ma-,SBJ
21,22,",",punc1,u--------,AuxX
22,23,παραγγείλας,παραγγέλλω,v-sapamn-,ADV
23,24,τοῖς,ὁ,l-p---md-,ATR
24,25,ἰδίοις,ἴδιος,a-p---md-,ATR
25,26,πληρώμασιν,πλήρωμα,n-p---nd-,OBJ
26,27,ἕπεσθαι,ἕπομαι,v--pne---,OBJ
27,28,τοῖς,ὁ,l-p---md-,ATR
28,29,ἡγουμένοις,ἡγέομαι,v-pppmmd-,OBJ
29,30,",",punc1,u--------,AuxX
30,31,αὐτὸς,αὐτός,a-s---mn-,ATV
31,32,ὥρμησε,ὁρμάω,v3saia---,PRED
32,33,πρὸ,πρό,r--------,AuxP
33,34,τῶν,ὁ,l-p---mg-,ATR
34,35,ἄλλων,ἄλλος,p-p---mg-,ADV
35,36,",",punc1,u--------,AuxX
36,37,ἔχων,ἔχω,v-sppamn-,ADV
37,38,δέκα,δέκα,a--------,ATR
38,39,ναῦς,ναῦς,n-p---fa-,OBJ
39,40,ὁμοπλοούσας,ὁμοπλοέω,v-pppafa-,ATR
40,41,.,punc1,u--------,AuxK
