,@id,@form,@lemma,@postag,@relation
0,1,ἡ,ὁ,l-s---fn-,ATR
1,2,δὲ,δέ,d--------,AuxY
2,3,βουλὴ,βουλή,n-s---fn-,SBJ
3,4,πάνυ,πάνυ,d--------,ADV
4,5,μὲν,μέν,d--------,AuxY
5,6,ἀποροῦσα,ἀφοράω,v-sppafn-,PNOM_CO
6,7,καὶ,καί,c--------,COORD
7,8,δεινὸν,δεινός,a-s---na-,OCOMP
8,9,ἡγουμένη,ἡγέομαι,v-sppmfn-,PNOM_CO
9,10,Λεύκιον,Λεύκιος,n-s---ma-,ATR
10,11,Μερόλαν,Μερόλας,n-s---ma-,OBJ
11,12,",",punc1,u--------,AuxX
12,13,τὸν,ὁ,l-s---ma-,ATR
13,14,ἱερέα,ἱερεύς,n-s---ma-,ATR
14,15,τοῦ,ὁ,l-s---mg-,ATR
15,16,Διός,Ζεύς,n-s---mg-,ATR
16,17,",",punc1,u--------,AuxX
17,18,ὑπατεύοντα,ὑπατεύω,v-sppama-,ATR_CO
18,19,ἀντὶ,ἀντί,r--------,AuxP
19,20,τοῦ,ὁ,l-s---mg-,ATR
20,21,Κίννα,Κίννας,n-s---mg-,ADV
21,22,καὶ,καί,c--------,COORD
22,23,οὐδὲν,οὐδείς,a-s---na-,ADV
23,24,ἐς,εἰς,r--------,AuxP
24,25,τὴν,ὁ,l-s---fa-,ATR
25,26,ἀρχὴν,ἀρχή,n-s---fa-,ADV
26,27,ἁμαρτόντα,ἁμαρτάνω,v-sapama-,ATR_CO
27,28,ἀφελέσθαι,ἀφαιρέω,v--anm---,OBJ
28,29,",",punc1,u--------,AuxX
29,30,ἄκουσα,ἀέκων,a-s---fn-,AtvV
30,31,δʼ,δέ,c--------,COORD
31,32,ὅμως,ὅμως,d--------,ADV
32,33,ὑπὸ,ὑπό,r--------,AuxP
33,34,τῶν,ὁ,l-p---fg-,ATR
34,35,συμφορῶν,συμφορά,n-p---fg-,ADV
35,36,αὖθις,αὖθις,d--------,ADV
36,37,ἐς,εἰς,r--------,AuxP
37,38,τὸν,ὁ,l-s---ma-,ATR
38,39,Κίνναν,Κίννας,n-s---ma-,OBJ
39,40,τοὺς,ὁ,l-p---ma-,ATR
40,41,πρέσβεις,πρέσβις,n-p---ma-,OBJ
41,42,ἔπεμπεν,πέμπω,v3siia---,PRED_CO
42,43,ὡς,ὡς,c--------,AuxC
43,44,πρὸς,πρός,r--------,AuxP
44,45,ὕπατον,ὕπατος,n-s---ma-,OBJ
45,46,.,punc1,u--------,AuxK
46,47,ἔπεμπεν,πέμπω,v3siia---,ADV
47,48,ἦν,εἰμί,v3siia---,PRED_CO
