,@id,@form,@lemma,@postag,@relation
0,1,Ἀθηναῖοι,Ἀθηναῖος,n-p---mn-,SBJ
1,2,δὲ,δέ,d--------,AuxY
2,3,ἀκούσαντες,ἀκούω,v-papamn-,ADV
3,4,ἀμφοτέρων,ἀμφότερος,a-p---mg-,OBJ
4,5,",",punc1,u--------,AuxX
5,6,γενομένης,γίγνομαι,v-sapmfg-,ADV
6,7,καὶ,καί,d--------,AuxZ
7,8,δὶς,δίς,d--------,ADV
8,9,ἐκκλησίας,ἐκκλησία,n-s---fg-,SBJ
9,10,",",punc1,u--------,AuxX
10,11,τῇ,ὁ,l-s---fd-,ATR
11,12,μὲν,μέν,d--------,AuxY
12,13,προτέρᾳ,πρότερος,a-s---fd-,ADV
13,14,οὐχ,οὐ,d--------,AuxZ
14,15,ἧσσον,ἥσσων,a-s---nac,ADV
15,16,τῶν,ὁ,l-p---mg-,ATR
16,17,Κορινθίων,Κορίνθιος,n-p---mg-,ATR
17,18,ἀπεδέξαντο,ἀποδέχομαι,v3paim---,PRED_CO
18,19,τοὺς,ὁ,l-p---ma-,ATR
19,20,λόγους,λόγος,n-p---ma-,OBJ
20,21,",",punc1,u--------,AuxX
21,22,ἐν,ἐν,r--------,AuxP
22,23,δὲ,δέ,d--------,AuxY
23,24,τῇ,ὁ,l-s---fd-,ATR
24,25,ὑστεραίᾳ,ὑστεραῖος,a-s---fd-,ADV
25,26,μετέγνωσαν,μεταγιγνώσκω,v3paia---,PRED_CO
26,27,Κερκυραίοις,Κερυκυραῖος,n-p---md-,OBJ
27,28,ξυμμαχίαν,συμμαχία,n-s---fa-,OBJ
28,29,μὲν,μέν,d--------,AuxY
29,30,μὴ,μή,d--------,AuxZ
30,31,ποιήσασθαι,ποιέω,v--anm---,OBJ
31,32,ὥστε,ὥστε,c--------,AuxC
32,33,τοὺς,ὁ,l-p---ma-,ATR
33,34,αὐτοὺς,αὐτός,p-p---ma-,OBJ
34,35,ἐχθροὺς,ἐχθρός,n-p---ma-,OCOMP_CO
35,36,καὶ,καί,c--------,COORD
36,37,φίλους,φίλος,n-p---ma-,OCOMP_CO
37,38,νομίζειν,νομίζω,v--pna---,ADV
38,39,(,punc1,u--------,AuxG
39,40,εἰ,εἰ,c--------,AuxC
40,41,γὰρ,γάρ,d--------,AuxY
41,42,ἐπὶ,ἐπί,r--------,AuxP
42,43,Κόρινθον,Κόρινθος,n-s---fa-,OBJ
43,44,ἐκέλευον,κελεύω,v3piia---,ADV
44,45,σφίσιν,σφεῖς,p3p---md-,OBJ
45,46,οἱ,ὁ,l-p---mn-,ATR
46,47,Κερκυραῖοι,Κερυκυραῖος,n-p---mn-,SBJ
47,48,ξυμπλεῖν,συμπλέω,v--pna---,OBJ
48,49,",",punc1,u--------,AuxX
49,50,ἐλύοντ᾽,λύω,v3piie---,PRED
50,51,ἂν,ἄν1,d--------,AuxY
51,52,αὐτοῖς,αὐτός,p-p---md-,OBJ
52,53,αἱ,ὁ,l-p---fn-,ATR
53,54,πρὸς,πρός,r--------,AuxP
54,55,Πελοποννησίους,Πελοποννήσιοι,n-p---ma-,ATR
55,56,σπονδαι,σπονδή,n-p---fn-,SBJ
56,57,),punc1,u--------,AuxG
57,58,",",punc1,u--------,AuxX
58,59,ἐπιμαχίαν,ἐπιμαχία,n-s---fa-,OBJ
59,60,δ᾽,δέ,c--------,COORD
60,61,ἐποιήσαντο,ποιέω,v3paim---,PRED_CO
61,62,τῇ,ὁς,p-s---fd-,OBJ
62,63,ἀλλήλων,ἀλλήλων,p-p---mg-,ATR
63,64,βοηθεῖν,βοηθέω,v--pna---,ATR
64,65,",",punc1,u--------,AuxX
65,66,ἐάν,ἐάν,c--------,AuxC
66,67,τις,τις,p-s---cn-,SBJ
67,68,ἐπὶ,ἐπί,r--------,AuxP
68,69,Κέρκυραν,Κέρκυρα,n-s---fa-,OBJ_CO
69,70,ἴῃ,εἶμι,v3spsa---,ADV
70,71,ἢ,ἤ1,d--------,AuxY
71,72,Ἀθήνας,Ἀθῆναι,n-p---fa-,OBJ_CO
72,73,ἢ,ἤ1,c--------,COORD
73,74,τοὺς,ὁ,l-p---ma-,ATR
74,75,τούτων,οὗτος,p-p---fg-,ATR
75,76,ξυμμάχους,σύμμαχος,n-p---ma-,OBJ_CO
76,77,.,punc1,u--------,AuxK
