,@id,@form,@lemma,@postag,@relation
0,1,αἰτία,αἰτία,n-s---fn-,PNOM
1,2,δὲ,δέ,d--------,AuxY
2,3,αὕτη,οὗτος,p-s---fn-,SBJ_AP
3,4,πρώτη,πρῶτος,a-s---fn-,ATR
4,5,ἐγένετο,γίγνομαι,v3saim---,PRED
5,6,τοῦ,ὁ,l-s---mg-,ATR
6,7,πολέμου,πόλεμος,n-s---mg-,ATR
7,8,τοῖς,ὁ,l-p---md-,ATR
8,9,Κορινθίοις,Κορίνθιος,n-p---md-,ATR
9,10,ἐς,εἰς,r--------,AuxP
10,11,τοὺς,ὁ,l-p---ma-,ATR
11,12,Ἀθηναίους,Ἀθήναιος,n-p---ma-,ATR
12,13,",",punc1,u--------,APOS
13,14,ὅτι,ὅτι2,c--------,AuxC
14,15,σφίσιν,σφεῖς,p3p---md-,OBJ
15,16,ἐν,ἐν,r--------,AuxP
16,17,σπονδαῖς,σπονδή,n-p---fd-,ADV
17,18,μετὰ,μετά,r--------,AuxP
18,19,Κερκυραίων,Κερυκυραῖος,n-p---mg-,ADV
19,20,ἐναυμάχουν,ναυμαχέω,v3piia---,SBJ_AP
20,21,.,punc1,u--------,AuxK
