,@id,@form,@lemma,@postag,@relation
0,1,ἐχρῆν,χρή,v3siia---,PRED
1,2,γὰρ,γάρ,d--------,AuxY
2,3,αὐτούς,αὐτός,p-p---ma-,SBJ
3,4,",",punc1,u--------,AuxX
4,5,εἴπερ,εἴπερ,c--------,AuxC
5,6,ἀληθῆ,ἀληθής,a-p---na-,OBJ
6,7,λέγουσιν,λέγω2,v3ppia---,ADV
7,8,",",punc1,u--------,AuxX
8,9,ἀνακαλεῖν,ἀνακαλέω,v--pna---,OBJ_CO
9,10,μὲν,μέν,d--------,AuxY
10,11,Πάμφιλον,Πάμφιλος,n-s---ma-,OBJ
11,12,",",punc1,u--------,AuxX
12,13,ὅτι,ὅτι2,c--------,AuxC
13,14,ἀφαιρῶν,ἀφαιρέω,v-sppamn-,ADV
14,15,τὸν,ὁ,l-s---ma-,ATR
15,16,ἵππον,ἵππος,n-s---ma-,OBJ
16,17,ἱππέως,ἱππεύς,n-s---mg-,OBJ
17,18,ἀπεστέρει,ἀποστερέω,v3siia---,ADV
18,19,τὴν,ὁ,l-s---fa-,ATR
19,20,πόλιν,πόλις,n-s---fa-,OBJ
20,21,",",punc1,u--------,AuxX
21,22,ἐπιβάλλειν,ἐπιβάλλω,v--pna---,OBJ_CO
22,23,δὲ,δέ,d--------,AuxY
23,24,τῷ,ὁ,l-s---md-,ATR
24,25,φυλάρχῳ,φύλαρχος,n-s---md-,OBJ
25,26,",",punc1,u--------,AuxX
26,27,ὅτι,ὅτι2,c--------,AuxC
27,28,ἐξελαύνων,ἐξελαύνω,v-sppamn-,ADV
28,29,Ἀλκιβιάδην,Ἀλκιβιάδης,n-s---ma-,OBJ
29,30,ἐκ,ἐκ,r--------,AuxP
30,31,τῆς,ὁ,l-s---fg-,ATR
31,32,φυλῆς,φυλή,n-s---fg-,OBJ
32,33,ἄκυρον,ἄκυρος,a-s---fa-,OCOMP
33,34,ἐποίει,ποιέω,v3siia---,ADV
34,35,τὴν,ὁ,l-s---fa-,ATR
35,36,τούτων,οὗτος,p-p---mg-,ATR
36,37,τάξιν,τάξις,n-s---fa-,OBJ
37,38,",",punc1,u--------,AuxX
38,39,κελεύειν,κελεύω,v--pna---,OBJ_CO
39,40,δὲ,δέ,c--------,COORD
40,41,τὸν,ὁ,l-s---ma-,ATR
41,42,ταξίαρχον,ταξίαρχος,n-s---ma-,OBJ
42,43,ἐξαλείφειν,ἐξαλείφω,v--pna---,OBJ
43,44,αὐτὸν,αὐτός,p-s---ma-,OBJ
44,45,ἐκ,ἐκ,r--------,AuxP
45,46,τοῦ,ὁ,l-s---mg-,ATR
46,47,τῶν,ὁ,l-p---mg-,ATR
47,48,ὁπλιτῶν,ὁπλίτης,n-p---mg-,ATR
48,49,καταλόγου,κατάλογος,n-s---mg-,OBJ
49,50,.,punc1,u--------,AuxK
