,@id,@form,@lemma,@postag,@relation
0,1,καὶ,καί,d--------,AuxY
1,2,μὲν,μέν,d--------,AuxY
2,3,δή,δή,d--------,AuxZ
3,4,",",punc1,u--------,AuxX
4,5,ὦ,ὦ,i--------,AuxZ
5,6,ἄνδρες,ἀνήρ,n-p---mv-,ExD
6,7,δικασταί,δικαστής,n-p---mv-,ATR
7,8,",",punc1,u--------,AuxX
8,9,εἴ,εἰ,c--------,AuxC
9,10,τῳ,τις,p-s---md-,OBJ
10,11,δοκεῖ,δοκέω,v3spia---,ADV_CO
11,12,μεγάλη,μέγας,a-s---fn-,PNOM
12,13,ἡ,ὁ,l-s---fn-,ATR
13,14,ζημία,ζημία,n-s---fn-,SBJ
14,15,εἶναι,εἰμί,v--pna---,OBJ
15,16,καὶ,καί,c--------,COORD
16,17,λίαν,λίαν,d--------,AuxZ
17,18,ἰσχυρὸς,ἰσχυρός,a-s---mn-,PNOM
18,19,ὁ,ὁ,l-s---mn-,ATR
19,20,νόμος,νόμος,n-s---mn-,SBJ
20,21,",",punc1,u--------,AuxX
21,22,μεμνῆσθαι,μιμνήσκω,v--rne---,OBJ
22,23,χρὴ,χρή,v3spia---,PRED
23,24,ὅτι,ὅτι2,c--------,AuxC
24,25,οὐ,οὐ,d--------,AuxZ
25,26,νομοθετήσοντες,νομοθετέω,v-pfpamn-,ADV_CO
26,27,περὶ,περί,r--------,AuxP
27,28,αὐτῶν,αὐτός,p-p---ng-,ADV
28,29,ἥκετε,ἥκω,v2ppma---,OBJ
29,30,",",punc1,u--------,AuxX
30,31,ἀλλὰ,ἀλλά,c--------,COORD
31,32,κατὰ,κατά,r--------,AuxP
32,33,τοὺς,ὁ,l-p---ma-,ATR
33,34,κειμένους,κεῖμαι,v-pppema-,ATR
34,35,νόμους,νόμος,n-p---ma-,ADV
35,36,ψηφιούμενοι,ψηφίζω,v-pfpmmn-,ADV_CO
36,37,",",punc1,u--------,AuxX
37,38,οὐ,οὐ,d--------,AuxZ
38,39,-δὲ,δέ,c--------,COORD
39,40,τοὺς,ὁ,l-p---ma-,ATR
40,41,ἀδικοῦντας,ἀδικέω,v-pppama-,OBJ
41,42,ἐλεήσοντες,ἐλεέω,v-pfpamn-,ADV_CO
42,43,",",punc1,u--------,AuxX
43,44,ἀλλὰ,ἀλλά,c--------,COORD
44,45,πολὺ,πολύς,a-s---na-,ADV
45,46,μᾶλλον,μᾶλλον,d--------,ADV
46,47,αὐτοῖς,αὐτός,p-p---md-,OBJ
47,48,ὀργιούμενοι,ὀργίζω,v-pfpmmn-,ADV_CO
48,49,καὶ,καί,c--------,COORD
49,50,ὅλῃ,ὅλος,a-s---fd-,ATR
50,51,τῇ,ὁ,l-s---fd-,ATR
51,52,πόλει,πόλις,n-s---fd-,OBJ
52,53,βοηθήσοντες,βοηθέω,v-pfpamn-,ADV_CO
53,54,",",punc1,u--------,AuxX
54,55,εὖ,εὖ,d--------,ADV
55,56,εἰδότες,οἶδα,v-prpamn-,ADV
56,57,ὅτι,ὅτι2,c--------,AuxC
57,58,ὑπὲρ,ὑπέρ,r--------,AuxP
58,59,τῶν,ὁ,l-p---ng-,ATR
59,60,παρεληλυθότων,παρέρχομαι,v-prpang-,ADV
60,61,ὀλίγους,ὀλίγος,a-p---ma-,OBJ
61,62,τιμωρησάμενοι,τιμωρέω,v-papmmn-,ADV
62,63,πολλοὺς,πολύς,a-p---ma-,OBJ
63,64,ποιήσετε,ποιέω,v2pfia---,OBJ
64,65,κοσμιωτέρους,κόσμιος,a-p---mac,OCOMP
65,66,ἐν,ἐν,r--------,AuxP
66,67,τοῖς,ὁ,l-p---md-,ATR
67,68,μέλλουσι,μέλλω,v-pppamd-,ADV
68,69,κινδυνεύειν,κινδυνεύω,v--pna---,OBJ
69,70,.,punc1,u--------,AuxK
70,71,εἶναι,εἰμί,v--pna---,OBJ
71,72,δοκεῖ,δοκέω,v3spia---,ADV_CO
