@ref,@id,@form,@lemma,@postag,@relation
Leuven|4029-001|413|1,1,Περσῶν,Πέρσης,n-p---mg-,ATR
Leuven|4029-001|413|2,2,μὲν,μέν,d--------,AuxY
Leuven|4029-001|413|3,3,οὖν,οὖν,d--------,AuxY
Leuven|4029-001|413|4,4,ἡ,ὁ,l-s---fn-,ATR
Leuven|4029-001|413|5,5,βουλὴ,βουλή,n-s---fn-,SBJ
Leuven|4029-001|413|6,6,ξύμπασα,σύμπας,a-s---fn-,ATR
Leuven|4029-001|413|7,7,φθόνῳ,φθόνος,n-s---md-,ADV
Leuven|4029-001|413|8,8,μᾶλλον,μάλα,d-------c,ADV
Leuven|4029-001|413|9,9,ἢ,ἤ,c--------,AuxC
Leuven|4029-001|413|10,10,νόμῳ,νόμος,n-s---md-,ADV
Leuven|4029-001|413|11,11,ξυνειλεγμένοι,συλλέγω,v-prpemn-,ADV
Leuven|4029-001|413|12,12,ἐδίκαζον,δικάζω,v3piia---,PRED
Leuven|4029-001|413|13,13,.,.,u--------,AuxK
