@ref,@id,@form,@lemma,@postag,@relation
Leuven|4029-001|1070|1,1,οἱ,ὁ,l-p---mn-,ATR
Leuven|4029-001|1070|2,2,δὲ,δέ,d--------,AuxY
Leuven|4029-001|1070|3,3,δὴ,δή,d--------,AuxY
Leuven|4029-001|1070|4,4,ἄλλοι,ἄλλος,p-p---mn-,SBJ
Leuven|4029-001|1070|5,5,",",",",u--------,AuxX
Leuven|4029-001|1070|6,6,ὅπερ,ὅσπερ,p-s---na-,OBJ
Leuven|4029-001|1070|7,7,φιλεῖ,φιλέω,v3spia---,ExD
Leuven|4029-001|1070|8,8,ὅμιλος,ὅμιλος,n-s---mn-,SBJ
Leuven|4029-001|1070|9,9,ποιεῖν,ποιέω,v--pna---,OBJ
Leuven|4029-001|1070|10,10,",",",",u--------,AuxX
Leuven|4029-001|1070|11,11,ὀξύτερόν,ὀξύς,a-s---na-,OBJ
Leuven|4029-001|1070|12,12,τε,τε,c--------,AuxY
Leuven|4029-001|1070|13,13,ἀντελαμβάνοντο,ἀντιλαμβάνω,v3piie---,PRED_CO
Leuven|4029-001|1070|14,14,καὶ,καί,c--------,AuxY
Leuven|4029-001|1070|15,15,τὸ,ὁ,l-s---nn-,ATR
Leuven|4029-001|1070|16,16,παραυτίκα,παραυτίκα,d--------,SBJ
Leuven|4029-001|1070|17,17,ᾤοντο,οἴομαι,v3piie---,PRED_CO
Leuven|4029-001|1070|18,18,ξύμφορον,σύμφορος,a-s---nn-,PNOM
Leuven|4029-001|1070|19,19,εἶναι,εἰμί,v--pna---,OBJ
Leuven|4029-001|1070|20,20,",",",",u--------,AuxX
Leuven|4029-001|1070|21,21,καὶ,καί,c--------,COORD
Leuven|4029-001|1070|22,22,οὐχ,οὐ,d--------,AuxZ
Leuven|4029-001|1070|23,23,ἥκιστά,ἦκα,a-p---nas,ADV
Leuven|4029-001|1070|24,24,γε,γέ,d--------,AuxZ
Leuven|4029-001|1070|25,25,Ὑπάτιος,Ὑπάτιος,n-s---mn-,SBJ
Leuven|4029-001|1070|26,26,(,̔,u--------,AuxG
Leuven|4029-001|1070|27,27,χρῆν,χρή,v3siia---,ExD
Leuven|4029-001|1070|28,28,γάρ,γάρ,d--------,AuxY
Leuven|4029-001|1070|29,29,οἱ,ἕ,p-s---md-,OBJ
Leuven|4029-001|1070|30,30,γενέσθαι,γίγνομαι,v--anm---,SBJ
Leuven|4029-001|1070|31,31,κακῶς,κακός,d--------,ADV
Leuven|4029-001|1070|32,32,),̓,u--------,AuxG
Leuven|4029-001|1070|33,33,τῆς,ὁ,l-s---fg-,ATR
Leuven|4029-001|1070|34,34,ἐπὶ,ἐπί,r--------,AuxP
Leuven|4029-001|1070|35,35,τὸν,ὁ,l-s---ma-,ATR
Leuven|4029-001|1070|36,36,ἱππόδρομον,ἱππόδρομος,n-s---ma-,ATR
Leuven|4029-001|1070|37,37,ὁδοῦ,ὁδός,n-s---fg-,OBJ
Leuven|4029-001|1070|38,38,ἐκέλευεν,κελεύω,v3siia---,PRED_CO
Leuven|4029-001|1070|39,39,ἡγεῖσθαι,ἡγέομαι,v--pne---,OBJ
Leuven|4029-001|1070|40,40,.,.,u--------,AuxK
