@id,@form,@lemma,@postag,@relation
1,καὶ,καί,d--------,AuxY
2,μὴν,μήν,d--------,AuxZ
3,ὅταν,ὅταν,c--------,AuxC
4,ᾖ,εἰμί,v3spsa---,ADV
5,νέα,νέος,a-p---nn-,PNOM_CO
6,καὶ,καί,c--------,COORD
7,γνώριμα,γνώριμος,a-p---nn-,PNOM_CO
8,πᾶσι,πᾶς,a-p---md-,ADV
9,τὰ,ὁ,l-p---nn-,ATR
10,πράγματα,πρᾶγμα,n-p---nn-,SBJ
11,",",punc1,u--------,AuxX
12,ἐάν,ἐάν,c--------,AuxC
13,τε,τε,d--------,AuxY
14,καλῶς,καλός,d-------p,ADV
15,ἔχῃ,ἔχω,v3spsa---,ADV
16,",",punc1,u--------,AuxX
17,χάριτος,χάρις,n-s---fg-,OBJ
18,τυγχάνει,τυγχάνω,v3spia---,PRED_CO
19,",",punc1,u--------,AuxX
20,ἐάν,ἐάν,c--------,AuxC
21,θ᾽,τε,c--------,COORD
22,ὡς,ὡς,d--------,AuxZ
23,ἑτέρως,ἕτερος,d-------_,ADV
24,",",punc1,u--------,AuxX
25,τιμωρίας,τιμωρία,n-s---fg-,OBJ
26,.,punc1,u--------,AuxK
27,ἔχῃ,ἔχω,v3spsa---,ADV
28,τυγχάνει,τυγχάνω,v3spia---,PRED_CO
