@id,@form,@lemma,@postag
1,περιβοήτου,περιβόητος,a-s---fg-
2,δὲ,δέ,d--------
3,τῆς,ὁ,l-s---fg-
4,ἀσελγείας,ἀσέλγεια,n-s---fg-
5,ἐν,ἐν,r--------
6,τῇ,ὁ,l-s---fd-
7,πόλει,πόλις,n-s---fd-
8,γενομένης,γίγνομαι,v-sapmfg-
9,καὶ,καί,c--------
10,συναγανακτούντων,συναγανακτέω,v-pppamg-
11,",",punc1,u--------
12,ὥσπερ,ὥσπερ,c--------
13,εἰκός,εἰκός,v-srpann-
14,",",punc1,u--------
15,ἁπάντων,ἅπας,a-p---mg-
16,",",punc1,u--------
17,ἅμʼ,ἅμα,r-------_
18,ἡμέρᾳ,ἡμέρα,n-s---fd-
19,παρῆν,πάρειμι1,v3siia---
20,ὁ,ὁ,l-s---mn-
21,Ἀλκιβιάδης,Ἀλκιβιάδης,n-s---mn-
22,ἐπὶ,ἐπί,r--------
23,τὴν,ὁ,l-s---fa-
24,οἰκίαν,οἰκία,n-s---fa-
25,τοῦ,ὁ,l-s---mg-
26,Ἱππονίκου,Ἱππόνικος,n-s---mg-
27,",",punc1,u--------
28,καὶ,καί,d--------
29,τὴν,ὁ,l-s---fa-
30,θύραν,θύρα,n-s---fa-
31,κόψας,κόπτω,v-sapamn-
32,εἰσῆλθε,εἰσέρχομαι,v3saia---
33,πρὸς,πρός,r--------
34,αὐτὸν,αὐτός,p-s---ma-
35,καὶ,καί,c--------
36,θεὶς,τίθημι,v-sapamn-
37,τὸ,ὁ,l-s---na-
38,ἱμάτιον,ἱμάτιον,n-s---na-
39,παρεδίδου,παραδίδωμι,v3siia---
40,τὸ,ὁ,l-s---na-
41,σῶμα,σῶμα,n-s---na-
42,",",punc1,u--------
43,μαστιγοῦν,μαστιγόω,v--pna---
44,καὶ,καί,c--------
45,κολάζειν,κολάζω,v--pna---
46,κελεύων,κελεύω,v-sppamn-
47,.,punc1,u--------
48,[0],,
