@id,@form,@lemma,@postag
1,πυθόμενος,πυνθάνομαι,v-sapmmn-
2,δὲ,δέ,d--------
3,μὴ,μή,d--------
4,σχολάζειν,σχολάζω,v--pna---
5,",",punc1,u--------
6,ἀλλὰ,ἀλλά,c--------
7,σκοπεῖν,σκοπέω,v--pna---
8,καθʼ,κατά,r--------
9,ἑαυτὸν,ἑαυτοῦ,p-s---ma-
10,ὅπως,ὅπως,c--------
11,ἀποδώσει,ἀποδίδωμι,v3sfia---
12,λόγον,λόγος,n-s---ma-
13,Ἀθηναίοις,Ἀθήναιος,n-p---md-
14,",",punc1,u--------
15,ἀπιὼν,ἄπειμι2,v-sppamn-
16,ὁ,ὁ,l-s---mn-
17,Ἀλκιβιάδης,Ἀλκιβιάδης,n-s---mn-
18,",",punc1,u--------
19,εἶτα,εἶτα,d--------
20,",",punc1,u--------
21,ἔφη,φημί,v3siia---
22,",",punc1,u--------
23,βέλτιον,βελτίων,a-s---nnc
24,οὐκ,οὐ,d--------
25,ἦν,εἰμί,v3siia---
26,σκοπεῖν,σκοπέω,v--pna---
27,αὐτὸν,αὐτός,p-s---ma-
28,ὅπως,ὅπως,c--------
29,οὐκ,οὐ,d--------
30,ἀποδώσει,ἀποδίδωμι,v3sfia---
31,λόγον,λόγος,n-s---ma-
32,Ἀθηναίοις,Ἀθήναιος,n-p---md-
33,;,punc1,u--------
