,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|Ps-Luc|122|1,1,ἡ,ὁ,l-s---fn-,SBJ
1,Leuven|Ps-Luc|122|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|Ps-Luc|122|3,3,εἶχεν,ἔχω,v3siia---,PRED_CO
3,Leuven|Ps-Luc|122|4,4,ἐμβεβλημένον,ἐμβάλλω,v-srpena-,ADV
4,Leuven|Ps-Luc|122|5,5,ὅ,ὅς,p-s---na-,OBJ
5,Leuven|Ps-Luc|122|6,6,τι,τις,p-s---na-,ATR
6,Leuven|Ps-Luc|122|7,7,μὲν,μέν,d--------,AuxY
7,Leuven|Ps-Luc|122|8,8,οὐκ,οὐ,d--------,AuxZ
8,Leuven|Ps-Luc|122|9,9,οἶδα,οἶδα,v1sria---,OBJ
10,Leuven|Ps-Luc|122|11,11,τῆς,ὁ,l-s---fg-,ATR
11,Leuven|Ps-Luc|122|12,12,δὲ,δέ,d--------,COORD
12,Leuven|Ps-Luc|122|13,13,ὄψεως,ὄψις,n-s---fg-,ADV
13,Leuven|Ps-Luc|122|14,14,αὐτῆς,αὐτός,p-s---fg-,ATR
14,Leuven|Ps-Luc|122|15,15,ἕνεκα,ἕνεκα,r--------,AuxP
15,Leuven|Ps-Luc|122|16,16,ἔλαιον,ἔλαιον,n-s---na-,PNOM
16,Leuven|Ps-Luc|122|17,17,αὐτὸ,αὐτός,p-s---na-,SBJ
17,Leuven|Ps-Luc|122|18,18,ἐδόκουν,δοκέω,v3piia---,PRED_CO
18,Leuven|Ps-Luc|122|19,19,εἶναι,εἰμί,v--pna---,OBJ
